Period (d),Initial pH,M1_is Enclosed, Composting Method,Turning times,Material_Main,V2_Ventilation Interval (min),Additive_1,Additive_4,Compost volume (m3),Application Rate (%DW),V3_Ventilation Duration (min),Additive_2,Material_2,Initial C/N (%),V1_Ventilation Type,V5_Ventilation rate (L/min/kg iniDW),Initial Moisture Content (%),Additive_3,Initial GI (%),V4_Ventilation Day,Material_3,Initial TN (%),Initial TC (%),Final GI (%),NH3-N loss (%),N2O-N loss (%),CH4-C loss (%),CO2-C loss (%)
93.0,5.0,1.0,Windrow,5.0,Sewage sludge,892.0,Biochar,None,4.210797122302158,6.92803214988835,31.90894381698884,MgO,Byproduct,16.0,Intermittent ,0.8661619830297593,53.0,None,27.32884658064516,48.0,Green waste,2.1457865217391303,34.332584347826085,103.00559400000002,9.654881872074167,0.8870190382003784,0.14794519778990198,1000000.0
63.0,5.0,0.0,Windrow,16.0,Sewage sludge,0.0,Clay,None,4.210797122302158,8.847320901263327,0.0,Microbiological agent,Byproduct,20.391180686493897,Continuous,0.3545069044678919,54.4200024945321,None,27.32884658064516,61.0,Straw,2.1457865217391303,43.75512067942588,102.69683800000004,4.786076439135549,1.0686011314392092,0.19852735972821267,29.141946645073162
78.0,7.0,1.0,Reactor,11.0,Sewage sludge,0.0,MgSO₄,None,4.210797122302158,5.9302534541658245,0.0,DCD,Byproduct,32.970270620231716,Continuous,1.0979875880625998,67.67430715354611,None,27.32884658064516,65.0,Poultry manure,2.1457865217391303,70.74716231498486,101.850595,9.600980650433794,1.0531387329101562,0.23655322248103325,26.350049191178645
78.0,7.0,1.0,Reactor,29.0,Sewage sludge,980.0,Urea,None,4.210797122302158,3.682026973824147,50.091460364208295,Inorganic acid,Byproduct,25.0,Intermittent ,1.2540213835283465,65.0,None,27.32884658064516,39.0,Byproduct,2.1457865217391303,53.64466304347826,101.98517099999998,11.914291230960027,1.030981183052063,0.15375630379645247,1000000.0
125.0,6.306782780978321,1.0,Reactor,26.0,Sewage sludge,0.0,MgHPO₄,None,4.210797122302158,3.5614632984786314,0.0,Gypsum,Byproduct,32.55762207224406,Continuous,0.3276090544110646,60.79738615401629,None,27.32884658064516,52.0,Green waste,2.1457865217391303,69.8617066224977,102.396694,5.078085696924263,1.1313109397888184,0.23824706851776795,25.398752900977243
43.0,7.0,0.0,Trough,31.0,Sewage sludge,0.0,Sand,None,4.210797122302158,6.2115560052739855,0.0,MgSO₄,Byproduct,14.266151271077252,Continuous,1.700791075000599,58.50447818097018,None,27.32884658064516,37.0,Straw,2.1457865217391303,30.61211511456913,102.27164899999998,10.549629854633382,1.0513800382614136,0.21314212813432987,28.47569840129509
124.0,5.0,0.0,Windrow,29.0,Sewage sludge,0.0,Ca-superphosphate,None,4.210797122302158,8.813651322416689,0.0,Calcium magnesium phosphate fertilizer,Byproduct,12.0,Continuous,0.9301636262060446,66.42507912732465,None,27.32884658064516,49.0,None,2.1457865217391303,25.749438260869564,102.60466499999997,9.855979687498133,1.084547758102417,0.23240866260650686,1000000.0
126.0,6.0,1.0,Windrow,14.0,Sewage sludge,1265.0,Lignite,None,4.210797122302158,2.5842404599586883,56.9197362793373,Biochar,Byproduct,23.486242995279273,Intermittent ,1.9528608666129208,60.09336499388309,None,27.32884658064516,84.0,Green waste,2.1457865217391303,50.39646366556033,102.92583200000004,10.056582691164571,1.0314604043960571,0.17365069928718185,26.734485423122912
100.0,7.146314933306121,1.0,Reactor,13.0,Sewage sludge,0.0,Ca-superphosphate,None,4.210797122302158,5.149075577995814,0.0,MgSO₄,Byproduct,19.11705144334912,Continuous,1.7244274725110067,59.0,None,27.32884658064516,76.0,Straw,2.1457865217391303,41.021111322532114,102.15941399999998,8.637321523893316,1.0385856628417969,0.2487585641535167,26.8868565584928
34.0,6.0,1.0,Reactor,1.0,Sewage sludge,120.0,Calcium magnesium phosphate fertilizer,None,4.210797122302158,5.954034099474907,47.58935119386568,Microbiological agent,Green waste,28.561381648618113,Intermittent ,1.9234546199823837,69.25940103217482,None,27.32884658064516,32.0,Byproduct,2.1457865217391303,61.28662778385209,100.334514,9.784963247967829,1.0481356382369995,0.16031117199018793,22.412194167662765
90.0,5.0,0.0,Windrow,23.0,Sewage sludge,180.0,LB Culture,None,4.210797122302158,6.3832928549737895,12.268956796377529,Gypsum,Byproduct,20.334085851862945,Intermittent ,0.9815982423425921,64.49288469081273,None,27.32884658064516,71.0,Byproduct,2.1457865217391303,43.63260735281386,101.67056099999996,10.378586310433473,1.0897442102432249,0.1862270822757264,28.389974977635177
101.0,7.0,0.0,Trough,5.0,Sewage sludge,0.0,MgHPO₄,None,4.210797122302158,7.407470955975461,0.0,DCD,Byproduct,18.277132939308128,Continuous,1.349456919303399,63.0,None,27.32884658064516,75.0,Byproduct,2.1457865217391303,39.21882551720168,101.96139999999995,9.748259624291887,1.0862278938293457,0.1926586198427617,25.4567087891288
47.0,7.0,1.0,Windrow,27.0,Sewage sludge,907.0,Microbiological agent,None,4.210797122302158,4.356695465444987,27.680836137220663,Organic acid,Byproduct,17.485443065838144,Intermittent ,0.9941158628233042,58.0,None,27.32884658064516,41.0,None,2.1457865217391303,37.52002805731242,101.607629,11.960591439442814,1.115772366523743,0.17506000540391645,28.537343300679694
124.0,6.0,1.0,Windrow,6.0,Sewage sludge,0.0,Gypsum,None,4.210797122302158,8.136622727097581,0.0,Inorganic acid,Byproduct,34.73325413981201,Continuous,0.6817993600707399,60.0,None,27.32884658064516,68.0,Poultry manure,2.1457865217391303,74.53014858934847,101.09006699999996,4.4836126164550585,1.0507062673568726,0.21146374722749536,26.616433750231238
90.0,6.0,1.0,Trough,11.0,Sewage sludge,1113.0,Clay,None,4.210797122302158,9.72232579769295,36.41677005171105,Biochar,Byproduct,24.40818203877075,Intermittent ,0.9161853936624792,51.0,None,27.32884658064516,69.0,Byproduct,2.1457865217391303,52.374748038949406,104.19192000000004,9.996472560954373,1.0837608575820925,0.17055728301523734,25.668625497164165
130.0,7.0,0.0,Trough,5.0,Sewage sludge,800.0,Lignite,None,4.210797122302158,6.824423838782176,9.809028553665783,Gypsum,Byproduct,24.0,Intermittent ,1.857449454515492,69.71304766913029,None,27.32884658064516,66.0,Green waste,2.1457865217391303,51.49887652173913,102.11990999999998,9.68108472543567,1.0680015087127686,0.13058006271738,1000000.0
59.0,6.3654821007791975,1.0,Reactor,9.0,Sewage sludge,389.0,Ca-superphosphate,None,4.210797122302158,5.495499689838312,45.93319680598322,Inorganic acid,Byproduct,38.0,Intermittent ,1.189971436029048,52.0,None,27.32884658064516,53.0,Mature compost,2.1457865217391303,81.53988782608695,103.974778,9.72807236895336,1.0505200624465942,0.17845669759247754,1000000.0
120.0,6.0,0.0,Windrow,31.0,Sewage sludge,110.0,Mg(OH)₂,None,4.210797122302158,8.029286627315376,45.73722377192499,Gypsum,Byproduct,22.0,Intermittent ,0.9262455509230958,64.85552719078431,None,27.32884658064516,55.0,None,2.1457865217391303,47.20730347826087,102.10691400000002,10.678350670101334,1.0484306812286377,0.19214159786814736,1000000.0
61.0,5.683363161904457,0.0,Windrow,24.0,Sewage sludge,1249.0,Sodium salt,None,4.210797122302158,7.886009055647607,42.63295086943688,Microbiological agent,Byproduct,30.297374761966893,Intermittent ,1.5653810967119377,51.46014298732107,None,27.32884658064516,60.0,Mature compost,2.1457865217391303,65.01169840830785,102.630705,1000000.0,1000000.0,1000000.0,1000000.0
112.0,7.0,1.0,Reactor,30.0,Sewage sludge,0.0,Lime,None,4.210797122302158,9.048547944527666,0.0,Calcium magnesium phosphate fertilizer,Byproduct,20.363789826491736,Continuous,0.61687596412657,62.25558745213171,None,27.32884658064516,69.0,Byproduct,2.1457865217391303,43.6963457412144,101.701628,4.789428649299874,1.0138134956359863,0.24681197028869775,28.385992239378954
56.0,5.8551402340940575,1.0,Reactor,11.0,Sewage sludge,1177.0,Phosphogypsum,None,4.210797122302158,6.812300056565894,31.773975290276304,MgSO₄,Byproduct,23.826019399767322,Intermittent ,1.2473443690940058,62.0,None,27.32884658064516,47.0,Byproduct,2.1457865217391303,51.125551294715756,102.369516,11.826897749296016,1.0727840662002563,0.1580516605508042,25.225794326260363
87.0,6.0,1.0,Trough,12.0,Sewage sludge,980.0,Urea,None,4.210797122302158,8.577422639369413,36.23582030142812,Ca-superphosphate,Byproduct,34.0,Intermittent ,1.3179661861232452,51.0,None,27.32884658064516,83.0,None,2.1457865217391303,72.95674173913044,101.23973999999995,12.849525181793581,1.1480917930603027,0.1725104796465426,1000000.0
97.0,6.0,1.0,Reactor,12.0,Sewage sludge,0.0,Biochar,None,4.210797122302158,8.070868111246094,0.0,Organic acid,Byproduct,17.04407097247413,Continuous,1.8459180015825785,60.0,None,27.32884658064516,38.0,Poultry manure,2.1457865217391303,36.57293776830014,102.967887,8.139090139059665,0.8303280472755432,0.24587990018834735,22.64304253800253
97.0,6.0,1.0,Windrow,22.0,Sewage sludge,0.0,K₂SO₄,None,4.210797122302158,2.4686083973579764,0.0,Organic acid,Byproduct,37.733689126005565,Continuous,0.4812524570348997,65.0,None,27.32884658064516,75.0,Byproduct,2.1457865217391303,80.96844154207712,101.58801100000002,4.788636028546626,1.0069053173065186,0.2057466721720725,26.50990581042565
90.0,6.0,1.0,Reactor,4.0,Sewage sludge,1185.0,MgSO₄,None,4.210797122302158,5.212718939552676,58.893418569089135,Calcium magnesium phosphate fertilizer,Byproduct,12.0,Intermittent ,1.9141044615136293,52.964786471917044,None,27.32884658064516,43.0,Byproduct,2.1457865217391303,25.749438260869564,102.598698,9.205378157930774,1.0672047138214111,0.13205696578319095,1000000.0
39.0,6.0,1.0,Windrow,6.0,Sewage sludge,0.0,Labile carbon source,None,4.210797122302158,2.2807982233894526,0.0,Mg(OH)₂,Straw,12.129521847474685,Continuous,1.554666678838064,61.0,None,27.32884658064516,34.0,Green waste,2.1457865217391303,26.02736449545149,100.26752899999998,8.721451862424933,0.9870792031288148,0.1855304623555807,30.39398629250939
96.0,6.0,0.0,Trough,23.0,Sewage sludge,1285.0,Forsterite,None,4.210797122302158,8.413633899230813,53.927901309172526,Biochar,Byproduct,24.838424378872013,Intermittent ,0.3519194441132576,60.67001646809248,None,27.32884658064516,55.0,None,2.1457865217391303,53.2979562534202,102.70421800000004,6.432601360493526,1.0932240486145022,0.16864036787606432,24.25827005817964
59.0,6.777863824172678,1.0,Reactor,15.0,Sewage sludge,1377.0,Forsterite,None,4.210797122302158,7.978960168759322,53.456681646837616,Potassium phosphate,Byproduct,12.588392799648645,Intermittent ,0.8653225205600368,54.0,None,27.32884658064516,59.0,Byproduct,2.1457865217391303,27.01200359984398,102.34974900000002,9.695246491323344,1.0626978874206543,0.1838482041941452,27.34810089252605
50.0,7.194112724652374,1.0,Trough,7.0,Sewage sludge,867.0,Labile carbon source,None,4.210797122302158,9.181345726259007,14.38516117898863,Inorganic acid,Byproduct,14.296869865368507,Intermittent ,1.771035055425126,57.58002276391594,None,27.32884658064516,41.0,Byproduct,2.1457865217391303,30.678030660166076,101.57369199999998,9.441165396026756,1.0680015087127686,0.1718138372587919,25.461514375689674
82.0,6.755203788330244,1.0,Reactor,12.0,Sewage sludge,0.0,Ferric salt,None,4.210797122302158,4.842929310553076,0.0,Biochar,Byproduct,35.37226515207184,Continuous,0.28700446782021016,53.62474158102723,None,27.32884658064516,48.0,Mature compost,2.1457865217391303,75.90132980669848,102.19771000000004,5.023144763365452,1.0465461015701294,0.23572872481570836,24.20028381282917
102.0,7.0,1.0,Trough,15.0,Sewage sludge,1079.0,Organic acid,None,4.210797122302158,6.822230402863013,2.749727882391137,Microbiological agent,Byproduct,21.443472884739943,Intermittent ,0.667412776054813,60.58431664804525,None,27.32884658064516,76.0,Straw,2.1457865217391303,46.01311509535348,102.005247,5.2886909643762285,1.0965737104415894,0.16690257221412394,27.299666909415727
98.0,6.0,0.0,Windrow,11.0,Sewage sludge,0.0,Potassium phosphate,None,4.210797122302158,8.659478027844145,0.0,None,Byproduct,35.53271511351819,Continuous,1.5931187776319855,64.0,None,27.32884658064516,53.0,Byproduct,2.1457865217391303,76.24562117138363,102.58165,10.113942963071302,1.0350708961486816,0.17629361457731768,26.38334199428893
69.0,5.464033408321546,1.0,Trough,22.0,Sewage sludge,0.0,Gypsum,None,4.210797122302158,3.075418456897439,0.0,Zeolite,Byproduct,31.0,Continuous,0.3567790208187731,56.0,None,27.328846580645166,47.0,Byproduct,2.1457865217391303,66.51938217391304,102.10708100000002,4.4836126164550585,1.099747896194458,0.2315316211969289,1000000.0
41.0,5.0,1.0,Trough,11.0,Sewage sludge,0.0,Potassium phosphate,None,4.210797122302158,5.153025942270999,0.0,DCD,None,12.0,Continuous,1.8847201269170375,59.0,None,27.32884658064516,36.0,Poultry manure,2.1457865217391303,25.749438260869564,100.91325799999998,9.595806697128898,1.0350708961486816,0.2142587961327328,1000000.0
49.0,6.0,1.0,Reactor,3.0,Sewage sludge,311.0,Ca-superphosphate,None,4.210797122302158,5.1284773640577574,31.02741008334973,Biochar,Byproduct,29.0,Intermittent ,1.2548836449416698,65.63413818733089,None,27.32884658064516,38.0,None,2.1457865217391303,62.22780913043478,103.91280100000004,8.597404352556927,1.0554043054580688,0.1461033653754813,1000000.0
100.0,6.0,1.0,Reactor,11.0,Sewage sludge,0.0,Sodium phosphates,None,4.210797122302158,9.919344109334347,0.0,Mg(OH)₂,Byproduct,18.547412952897567,Continuous,1.987310782517124,54.34867439023854,None,27.32884658064516,34.0,Green waste,2.1457865217391303,39.798788727457364,102.457326,9.22253115242602,1.0013338327407837,0.21469688885910748,25.517048405249902
65.0,5.556324495154832,0.0,Windrow,4.0,Sewage sludge,0.0,Sodium salt,None,4.210797122302158,4.8446092046379405,0.0,MgO,Byproduct,33.0,Continuous,1.530608608154629,66.0,None,27.32884658064516,60.0,Mature compost,2.1457865217391303,70.8109552173913,102.645474,10.183716657690967,1.0363719463348389,0.15835239157226502,1000000.0
62.0,7.0,1.0,Reactor,20.0,Sewage sludge,0.0,Lignite,None,4.210797122302158,3.067024790759299,0.0,Ca-superphosphate,Byproduct,32.0,Continuous,1.9899528361055931,58.38083130311242,None,27.32884658064516,54.0,None,2.1457865217391303,68.66516869565217,102.470869,8.287435838627689,0.9854097366333008,0.2272797999001588,1000000.0
100.0,6.0,0.0,Windrow,8.0,Sewage sludge,61.0,Mature compost,None,4.210797122302158,7.27872871932705,21.7466478374374,MgO,Byproduct,30.73348525624182,Intermittent ,0.7197966977747268,69.23955716311367,None,27.32884658064516,37.0,None,2.1457865217391303,65.94749842891197,102.10977100000002,11.19222920620927,1.0634469985961914,0.1661964068612406,23.34027220123256
110.0,8.0,1.0,Reactor,27.0,Sewage sludge,1119.0,Mature compost,None,4.210797122302158,5.265176687398411,50.370314027206994,Potassium phosphate,Byproduct,37.81832199008953,Intermittent ,0.8908947910121889,65.0,None,27.32884658064516,82.0,Straw,2.1457865217391303,81.15004560112467,101.53051700000003,9.033533483785153,1.0173944234848022,0.16505264406343456,26.905140593051527
81.0,5.219057521413849,0.0,Trough,5.0,Sewage sludge,1067.0,MgO,None,4.210797122302158,2.894473138632055,42.41717640943521,Mg(OH)₂,Byproduct,23.6494394710465,Intermittent ,0.4938755086495266,68.58876195571949,None,27.32884658064516,75.0,Green waste,2.1457865217391303,50.74664846365697,101.94367800000003,6.042643599781381,1.103893756866455,0.09574149231712804,26.073478782642432
99.0,5.315556316885804,1.0,Trough,24.0,Sewage sludge,0.0,MgHPO₄,None,4.210797122302158,4.2753046087742534,0.0,Gypsum,Byproduct,22.84221659294729,Continuous,1.0931307756262598,68.0,None,27.32884658064516,81.0,Mature compost,2.1457865217391303,49.01452049179222,102.042816,9.545798504922683,1.0641456842422483,0.2126885202799556,27.70251113747287
80.0,7.0,1.0,Reactor,30.0,Sewage sludge,844.0,Mg(OH)₂,None,4.210797122302158,2.24070406054892,52.45930562226975,MgSO₄,Byproduct,34.361761763809554,Intermittent ,1.1548249925711995,68.66917659502164,None,27.32884658064516,47.0,Straw,2.1457865217391303,73.73300525599353,102.10181700000004,9.033533483785153,0.99015474319458,0.1603044064062109,26.072282831128998
72.0,6.0,1.0,Reactor,3.0,Sewage sludge,0.0,Labile carbon source,None,4.210797122302158,3.4687147894664316,0.0,Gypsum,Byproduct,26.575915497896148,Continuous,1.6350806325432887,53.0,None,27.32884658064516,67.0,Green waste,2.1457865217391303,57.026241278263605,102.60861700000001,8.278402623102389,0.9767161011695862,0.18358147761097127,25.962057939962364
77.0,5.0,0.0,Trough,6.0,Sewage sludge,0.0,Mg(OH)₂,None,4.210797122302158,5.49897304663626,0.0,Calcium magnesium phosphate fertilizer,Byproduct,16.0,Continuous,1.1127702516784956,58.0,None,27.32884658064516,72.0,Mature compost,2.1457865217391303,34.332584347826085,101.76172999999996,10.157104161665302,1.1119153499603271,0.20370521403019212,1000000.0
65.0,6.0000798242829045,0.0,Windrow,23.0,Sewage sludge,0.0,Ferric salt,None,4.210797122302158,9.161546351198814,0.0,Organic acid,Byproduct,24.253367258275727,Continuous,0.9671550680502564,51.0,None,27.32884658064516,41.0,Straw,2.1457865217391303,52.04254856959719,101.771947,9.457240612925707,1.0539315938949585,0.1894483868793628,24.56107866476421
50.0,6.0,1.0,Reactor,3.0,Sewage sludge,328.0,Carbonatite,None,4.210797122302158,2.030200833588526,33.34374168613589,DCD,Byproduct,23.181068125138196,Intermittent ,1.9892986227741196,59.0,None,27.32884658064516,34.0,Green waste,2.1457865217391303,49.741623542438106,103.834016,9.47284758994173,1.0076611042022705,0.14615707942132752,22.51497609540179
64.0,7.8108843963571,0.0,Windrow,8.0,Sewage sludge,0.0,Sulfur,None,4.210797122302158,3.102787792693324,0.0,Gypsum,Byproduct,16.781115596000845,Continuous,1.6625198738774138,65.0,None,27.32884658064516,53.0,Poultry manure,2.1457865217391303,36.008691665644925,102.14451899999996,10.711441844757823,1.1222851276397705,0.2121689939344444,27.77909430318612
40.0,8.0,0.0,Trough,3.0,Sewage sludge,792.0,LB Culture,None,4.210797122302158,4.720110237449812,38.650395490377335,Potassium phosphate,Plastic tube pieces,23.0,Intermittent ,1.7515341742685882,69.0,None,27.328846580645166,35.0,Mature compost,2.1457865217391303,49.35309,100.694549,9.233698087233787,1.0468721389770508,0.12231109338122152,1000000.0
63.0,5.304502280970562,1.0,Reactor,17.0,Sewage sludge,584.0,Carbonatite,None,4.210797122302158,4.9278722661332335,55.32723553214157,Inorganic acid,Byproduct,11.0,Intermittent ,0.9377962493146096,51.0,None,27.32884658064516,57.0,Straw,2.1457865217391303,23.603651739130434,103.37274400000004,8.177790152393804,1.0365254878997805,0.17980429411220394,1000000.0
100.0,8.0,1.0,Reactor,23.0,Sewage sludge,645.0,Gypsum,None,4.210797122302158,6.449781326475638,21.206682104682947,DCD,Byproduct,27.0,Intermittent ,1.573965586965785,59.164441106373246,None,27.32884658064516,57.0,Byproduct,2.1457865217391303,57.93623608695652,101.98970299999996,10.31085341319764,1.0449440479278564,0.17824592432986275,1000000.0
44.0,5.4170741982374695,1.0,Windrow,13.0,Sewage sludge,769.0,Sodium salt,None,4.210797122302158,8.759458914295635,31.438571012402004,Organic acid,None,11.0,Intermittent ,1.8082021791655103,68.35661670415601,None,27.32884658064516,33.0,Byproduct,2.1457865217391303,23.603651739130434,100.492833,10.684800906362405,1.0664504766464231,0.17119430521387305,1000000.0
33.0,7.0,1.0,Trough,25.0,Sewage sludge,0.0,Forsterite,None,4.210797122302158,5.093032728866403,0.0,Biochar,Byproduct,18.072333106657897,Continuous,1.3624729897790075,59.0,None,27.32884658064516,33.0,Straw,2.1457865217391303,38.77936879664639,102.53621899999999,8.982429799097943,1.0628575086593628,0.2535025886429827,30.22321199244957
95.0,5.353678901987012,1.0,Reactor,22.0,Sewage sludge,0.0,Biochar,None,4.210797122302158,9.298822309491069,0.0,MgSO₄,Byproduct,12.94544546666559,Continuous,0.18481896601859504,63.0,None,27.32884658064516,45.0,Poultry manure,2.1457865217391303,27.778162400279946,102.03766500000002,4.517231114838323,0.7857338786125183,0.22217413753302206,23.103936552779306
52.0,5.3627918559385135,1.0,Trough,8.0,Sewage sludge,830.0,Inorganic acid,None,4.210797122302158,8.17273469927207,33.636472584939845,None,Byproduct,23.12092671921941,Intermittent ,1.5659992456131382,66.1763676190984,None,27.32884658064516,46.0,Green waste,2.1457865217391303,49.61257292421915,102.542903,9.478721175314895,1.045491337776184,0.1771528753235984,23.43179596447157
83.0,6.895598772020423,0.0,Trough,24.0,Sewage sludge,0.0,MgCl₂,None,4.210797122302158,4.2144168165338485,0.0,Organic acid,Byproduct,28.61894390848926,Continuous,1.8340455860294032,59.0,None,27.32884658064516,46.0,Mature compost,2.1457865217391303,61.410144105244434,102.21107899999996,9.748259624291887,1.0817140340805054,0.21361878299698028,26.157758745444504
39.0,6.0,0.0,Trough,18.0,Sewage sludge,0.0,Phosphogypsum,None,4.210797122302158,5.727741341388737,0.0,DCD,Straw,14.281025400085126,Continuous,0.7943991010192206,58.75971761185484,None,27.32884658064516,33.0,Straw,2.1457865217391303,30.64403182011683,99.656056,10.71940625256433,1.162732481956482,0.17605582983493134,1000000.0
84.0,7.0,0.0,Windrow,15.0,Sewage sludge,0.0,Clay,None,4.210797122302158,7.78617259429257,0.0,Mg(OH)₂,Byproduct,18.79502917180652,Continuous,1.0408991538371026,69.0,None,27.32884658064516,74.0,None,2.1457865217391303,40.33012027255619,102.618093,9.823153809868119,1.074677348136902,0.23129592835770985,28.285606049338227
90.0,6.910874640421138,1.0,Trough,29.0,Sewage sludge,378.0,Lime,None,4.210797122302158,8.321850431758458,48.076546021800326,DCD,Byproduct,27.0,Intermittent ,0.7946079752649091,59.0,None,27.32884658064516,44.0,Byproduct,2.1457865217391303,57.93623608695652,101.72256899999998,10.804344537634833,1.1503291130065918,0.17599221783481467,1000000.0
70.0,6.0,0.0,Trough,24.0,Sewage sludge,1385.0,Gypsum,None,4.210797122302158,5.843203166660526,28.170064110500842,Gypsum,Soil,32.511724585936946,Intermittent ,1.1071062078281642,67.0,None,27.32884658064516,65.0,Mature compost,2.1457865217391303,69.7632204149982,99.92888799999996,10.344015741272484,1.0359089374542236,0.16062198556004426,28.13011201145774
91.0,5.130337349078989,0.0,Trough,31.0,Sewage sludge,0.0,Mg(OH)₂,None,4.210797122302158,9.83944683593746,0.0,Calcium magnesium phosphate fertilizer,Byproduct,15.195968372717216,Continuous,1.3990316597195251,68.0,None,27.32884658064516,60.0,Byproduct,2.1457865217391303,32.6073041189507,102.205588,9.023915685105422,1.0189280509948728,0.2042524843692836,28.53913687738249
121.0,7.0,0.0,Windrow,24.0,Sewage sludge,0.0,Potassium phosphate,None,4.210797122302158,7.601358373119174,0.0,Microbiological agent,Green Waste,11.848319594957562,Continuous,1.4966449497770746,67.0,None,27.32884658064516,66.0,Green waste,2.1457865217391303,25.423964492117573,100.49304899999996,10.113942963071302,1.0350708961486816,0.1993021745271178,26.755264585184413
82.0,6.0,1.0,Reactor,27.0,Sewage sludge,875.0,Mg(OH)₂,None,4.210797122302158,3.1897145251600696,9.427776615502088,Inorganic acid,Byproduct,11.73153567358302,Intermittent ,1.0752881758560373,53.819537271261815,None,27.32884658064516,70.0,Green waste,2.1457865217391303,25.17337112767624,102.16748400000002,9.03557436674392,1.008220911026001,0.1673099580719122,26.900414153347388
