Title,Author,Location,Journal,Material_0,Material_Main,Material_2,Material_3,Additive Species,Additive_1,Additive_2,Additive_3,Additive_4,Application Rate (%DW),Initial Moisture Content (%),Initial pH,Initial TN (%),Initial TC (%),Initial C/N (%),Initial EC (ms/cm),Initial GI (%),Initial FW (kg),Initial DW (kg),Initial NH3-N (g/kg),Initial NO2-N (g/kg),Final Moisture Content (%),Final pH,Final TN (%),Final TC (%),Final C/N (%),Final EC (ms/cm),Final GI (%),Final FW (kg),Final DW (kg),Final NH3-N (g/kg),Final NO2-N (g/kg),TN loss (%),NH3-N (g),N2O-N (g),NH3-N loss (%),N2O-N loss (%),TC loss (%),CH4-C (g),CO2-C (g),CH4-C loss (%),CO2-C loss (%),Method,M1_isEnclosed,M2_isTurning,M3_isForce aeration,M4_isVessel,M5_isReactor,Period (d),Compost volume (m3),Initial density (kg/L),V1_Ventilation Type,V2_Ventilation Interval (min),V3_Ventilation Duration (min),V4_Ventilation Day,V5_Ventilation rate (L/min/kg iniDW),V6_Extra,Turning times
氢氧化镁和磷酸固定剂控制堆肥氮素损失的研究,"Limei Ren et al.,2009",China,Journal of Agro-Environment Science (in Chinese),Manure,Poultry manure,Wheat bran,,Chemical,Mg(OH)?,H?PO?,H?O,,12.4,,,2.4,32.2,13.42,,,,,6.54828,,,,3.24324,,,,,,,14.9032,,,,,,,,,,,,Reactor,1,1,0,1,1,19,,,None,,,,,,
添加剂对猪粪秸秆堆肥的氮素损失控制效果,"Danyang Li et al.,2016",China,Transactions of the Chinese Society of Agricultural Engineering(in Chinese),Manure,Swine manure,Corn stalk,,None,,,,,0,70.4,7.24574,2.09,42.4,20.3,,68.0323,,,4.59661,0.0397628,,7.80824,2.6111,,,,116.28,,,2.23729,0.0535968,33.01,56.79931765,,31.32,0.73,,,,,,Reactor,1,1,1,1,1,35,0.06,,Continuous,0,,35,0.38,,4
添加剂对猪粪秸秆堆肥的氮素损失控制效果,"Danyang Li et al.,2016",China,Transactions of the Chinese Society of Agricultural Engineering(in Chinese),Manure,Swine manure,Corn stalk,,Chemical,Mg(OH)?,H?PO?,,,4.56,,7.82614,2.17362,,,,66.1456,,,0.610169,0.0516206,,7.71108,2.65277,,,,108.464,,,1.52542,0.0429249,31.48,39.20848235,,21.79,1.45,,,,,,Reactor,1,1,1,1,1,35,0.06,,Continuous,0,,35,0.38,,4
添加剂对猪粪秸秆堆肥的氮素损失控制效果,"Danyang Li et al.,2016",China,Transactions of the Chinese Society of Agricultural Engineering(in Chinese),Manure,Swine manure,Corn stalk,,Chemical,Mg(OH)?,Superphosphate,,,6.48,,7.85682,2.40973,,,,80.7008,,,2.31864,0.0796838,,7.52699,2.68054,,,,124.906,,,5.51186,0.0713834,28.63,33.06231765,,14.21,1.29,,,,,,Reactor,1,1,1,1,1,35,0.06,,Continuous,0,,35,0.38,,4
添加竹炭对猪粪堆肥过程中升温脱水及氮素损失的影响,"Xiangdong Huang et al.,2014",China,Chinese Journal of Applied Ecology(in Chinese)?,Manure,Swine manure,Sawdust,,None,,,,,0,66.4,,0.980344,,,,,114,38.304,1.16723,0.0481132,43.5,,1.39607,,,,,,,0.676909,0.270283,36.8,,,,,,,,,,Static,0,1,1,0,0,56,0.4,0.285,Continuous,0,,21,0.333,,5
添加竹炭对猪粪堆肥过程中升温脱水及氮素损失的影响,"Xiangdong Huang et al.,2014",China,Chinese Journal of Applied Ecology(in Chinese)?,Manure,Swine manure,Sawdust,,Physical,Biochar,,,,8.533432631,64.9,,0.96855,,,,,117.52,41.24952,1.16723,0.0537736,31.9,,1.49631,,,,,,,0.832868,0.469811,26.4,,,,,,,,,,Static,0,1,1,0,0,56,0.4,0.2938,Continuous,0,,21,0.333,,5
添加竹炭对猪粪堆肥过程中升温脱水及氮素损失的影响,"Xiangdong Huang et al.,2014",China,Chinese Journal of Applied Ecology(in Chinese)?,Manure,Swine manure,Sawdust,,Physical,Biochar,,,,16.52893471,63.7,,1.00688,,,,,121.2766,44.0234058,1.16723,0.0990566,23.5,,1.67322,,,,,,,1.08914,0.51934,16.5,,,,,,,,,,Static,0,1,1,0,0,56,0.4,0.3031915,Continuous,0,,21,0.333,,5
添加竹炭对猪粪堆肥过程中升温脱水及氮素损失的影响,"Xiangdong Huang et al.,2014",China,Chinese Journal of Applied Ecology(in Chinese)?,Manure,Swine manure,Sawdust,,Physical,Biochar,,,,23.93612138,62.4,,1.03636,,,,,125.2747,47.1032872,1.16723,0.0806604,28.5,,1.73808,,,,,,,0.933147,0.563208,12.7,,,,,,,,,,Static,0,1,1,0,0,56,0.4,0.31318675,Continuous,0,,21,0.333,,5
猪粪堆肥臭气产生与调控的研究,"Yinbao Wu et al.,2001",China,Transactions of the Chinese Society of Agricultural Engineering(in Chinese),Manure,Swine manure,Straw,,None,,,,,0,68.8,,,,24.0467,,,,,1.27813,,,,,,18.7938,,,,,0.169396,,,,,,,,,,,,Windrow,0,1,1,0,0,42,2.7,,Intermittent ,240,15,42,,"04d, V3 is 15",8
猪粪堆肥臭气产生与调控的研究,"Yinbao Wu et al.,2001",China,Transactions of the Chinese Society of Agricultural Engineering(in Chinese),Manure,Swine manure,Straw,,Chemical,Superphosphate,,,,3.2,,,,,23.93,,,,,1.2681,,,,,,17.6265,,,,,0.502199,,,,,,,,,,,,Windrow,0,1,1,0,0,42,2.7,,Intermittent ,240,15,42,,"04d, V3 is 15",8
猪粪堆肥臭气产生与调控的研究,"Yinbao Wu et al.,2001",China,Transactions of the Chinese Society of Agricultural Engineering(in Chinese),Manure,Swine manure,Straw,,Chemical,Superphosphate,,,,4.8,,,,,24.1634,,,,,1.26653,,,,,,21.4786,,,,,0.243907,,,,,,,,,,,,Windrow,0,1,1,0,0,42,2.7,,Intermittent ,240,15,42,,"04d, V3 is 15",8
Changes in physicochemical properties and gaseous emissions of composting swine manure amended with alum and zeolite,"Jusiedave Melendez Bautista et al.,2011",South Korea,Korean J. Chem. Eng.,Manure,Swine manure,Sawdust,,None,,,,,0,60,7.5668,5.373214286,30.09,5.6,,,2.7,1.08,,,,8.4,,,4.39,,,,,,,,4.42071,,,,,,59.987736,,,Reactor,1,1,0,1,1,18,0.010209318,0.27,Continuous,0,,18,0.16,,0
Changes in physicochemical properties and gaseous emissions of composting swine manure amended with alum and zeolite,"Jusiedave Melendez Bautista et al.,2011",South Korea,Korean J. Chem. Eng.,Manure,Swine manure,Sawdust,,Chemical,Al?(SO?)?,Zeolite,,,2.4392,60,7.42105,6.903017241,32.03,4.64,,,2.7,1.08,,,,7.6,,,1.59,3.63,,,,,,,0.72198864,,,,,,55.745712,,,Reactor,1,1,0,1,1,18,0.010209318,0.27,Continuous,0,,18,0.16,,0
Changes in physicochemical properties and gaseous emissions of composting swine manure amended with alum and zeolite,"Jusiedave Melendez Bautista et al.,2011",South Korea,Korean J. Chem. Eng.,Manure,Swine manure,Sawdust,,Chemical,Al?(SO?)?,Zeolite,,,2.4392,60,6.27126,6.145359019,35.09,5.71,,,2.7,1.08,,,,7.6,,,1.66,3.94,,,,,,,0.6372918,,,,,,57.35448,,,Reactor,1,1,0,1,1,18,0.010209318,0.27,Continuous,0,,18,0.16,,0
Changes in physicochemical properties and gaseous emissions of composting swine manure amended with alum and zeolite,"Jusiedave Melendez Bautista et al.,2011",South Korea,Korean J. Chem. Eng.,Manure,Swine manure,Sawdust,,Chemical,Al?(SO?)?,Zeolite,,,2.4392,60,7.47773,6.285229202,37.02,5.89,,,2.7,1.08,,,,7.6,,,1.71,3.29,,,,,,,0.32412744,,,,,,50.772096,,,Reactor,1,1,0,1,1,18,0.010209318,0.27,Continuous,0,,18,0.16,,0
Effect of nitrite accumulation on nitrous oxide emission and total nitrogen loss during swine manure composting,"Yasuyuki Fukumoto et al.,2010",Japan,Soil Science and Plant Nutrition,Manure,Swine manure,Sawdust,,None,,,,,0,64.6,7.4,2.34,,,,,16,5.664,2,0.1,53.2,7.2,2.4,,,,,7.77,3.63636,0.1,1.5,27.8,12.84028777,12.31079137,9.7,9.3,,,,,,Reactor,1,1,1,1,1,110,0.032,0.5,Continuous,0,,110,1.765536723,,6
Effect of nitrite accumulation on nitrous oxide emission and total nitrogen loss during swine manure composting,"Yasuyuki Fukumoto et al.,2010",Japan,Soil Science and Plant Nutrition,Manure,Swine manure,Sawdust,,Biological,NOB,,,,,64.6,7.4,2.34,,,,,16,5.664,2,0.1,51.3,7.1,2.86,,,,,8.04,3.91548,0.1,4.3,13.3,12.276,3.969924812,9.3,3,,,,,,Reactor,1,1,1,1,1,110,0.032,0.5,Continuous,0,,110,1.765536723,,6
猪粪堆肥过程保氮固磷及温室气体（N2O）减排研究,"Jiajia Zheng et al.,2011",China,Environmental Science (in Chinese),Manure,Swine manure,Sawdust,,Physical,Red mud,,,,,60.6289,7.94808,2.4529,,,1.41628,,,,4.54,0.75,49.7484,8.59423,2.10618,,,1.20292,,,,2.45,0.13,11.069,9.133,0.527,2.147,8.921,,,,,,Reactor,1,1,1,1,1,51,0.0318,,Intermittent ,10,0.25,51,,,1
猪粪堆肥过程保氮固磷及温室气体（N2O）减排研究,"Jiajia Zheng et al.,2011",China,Environmental Science (in Chinese),Manure,Swine manure,Sawdust,,Physical,Forsterite,,,,10.25,64.9057,7.51827,2.51066,,,1.52548,,,,5.52,1.41,54.5912,8.56827,2.46876,,,1.05172,,,,3.59,0.25,6.384,0.603,1.438,5.739,0.645,,,,,,Reactor,1,1,1,1,1,51,0.0318,,Intermittent ,10,0.25,51,,,1
猪粪堆肥过程保氮固磷及温室气体（N2O）减排研究,"Jiajia Zheng et al.,2011",China,Environmental Science (in Chinese),Manure,Swine manure,Sawdust,,None,,,,,0,61.8868,7.85,2.24044,,,1.36868,,,,4.86,0.82,57.2327,8.46154,2.17925,,,0.914522,,,,2.65,0.11,14.682,10.154,0.774,3.462,11.219,,,,,,Reactor,1,1,1,1,1,51,0.0318,,Intermittent ,10,0.25,51,,,1
Insight into the Effects of Biochar on Manure Composting: Evidence Supporting the Relationship between N2O Emission and Denitrifying Community,"Cheng Wang et al.,2013",China,Environmental science & technology,Manure,Swine manure,Sawdust,Wood chips,None,,,,,0,65,6.49,,,15.4,1.99,,2000,700,6.64,0.85,,,,,13.8,7.91,,,,1.61,0.29,,,,,,,,,,,Windrow,0,1,0,0,0,82,,,None,,,,,,
Insight into the Effects of Biochar on Manure Composting: Evidence Supporting the Relationship between N2O Emission and Denitrifying Community,"Cheng Wang et al.,2013",China,Environmental science & technology,Manure,Swine manure,Sawdust,Wood chips,Physical,Biochar,,,,8.32,65,6.75,,,17.5,2.17,,2060,721,7.05,0.65,,,,,16.3,8.13,,,,1.32,0.2,,,,,,,,,,,Windrow,0,1,0,0,0,82,,,None,,,,,,
Nitrogen availability in composted poultry litter using natural amendments,"N. Gamze Turan et al.,2009",Turkey,Waste Management & Research,Manure,Poultry manure,,,Physical,Zeolite,,,,,54.1,6.6,2.65,19.5305,7.37,1.74,,,,0.192889,60.2899,,9.7327,,,,,,,,0.525778,23.1884,16,,,,,,,,,,Reactor,1,1,1,1,1,100,0.03125,,Continuous,0,,100,,,14
Nitrogen availability in composted poultry litter using natural amendments,"N. Gamze Turan et al.,2009",Turkey,Waste Management & Research,Manure,Poultry manure,,,Physical,Perlite,,,,,52.5,7.6,1.49,25.1363,16.87,9.56,,,,0.130667,52.7536,,6.62893,,,,,,,,0.0404444,137.391,53,,,,,,,,,,Reactor,1,1,1,1,1,100,0.03125,,Continuous,0,,100,,,14
Nitrogen availability in composted poultry litter using natural amendments,"N. Gamze Turan et al.,2009",Turkey,Waste Management & Research,Manure,Poultry manure,,,Physical,Pumice,,,,,58,7.3,2.33,21.902,9.4,4.54,,,,0.164889,54.4928,,7.53145,,,,,,,,0.239556,84.058,26,,,,,,,,,,Reactor,1,1,1,1,1,100,0.03125,,Continuous,0,,100,,,14
Nitrogen availability in composted poultry litter using natural amendments,"N. Gamze Turan et al.,2009",Turkey,Waste Management & Research,Manure,Poultry manure,,,Physical,Vermiculite,,,,,56.4,7.1,1.83,23.4057,12.79,8.48,,,,0.143111,55.6522,,7.31132,,,,,,,,0.0777778,108.406,42,,,,,,,,,,Reactor,1,1,1,1,1,100,0.03125,,Continuous,0,,100,,,14
Nitrogen availability in composted poultry litter using natural amendments,"N. Gamze Turan et al.,2009",Turkey,Waste Management & Research,Manure,Poultry manure,,,None,,,,,0,65.5,9.7,0.87,29.1015,33.45,15.71,,,,0.155556,56.8116,,7.13522,,,,,,,,0.0902222,126.957,72,,,,,,,,,,Reactor,1,1,1,1,1,100,0.03125,,Continuous,0,,100,,,14
The effect of phosphogypsum on greenhouse gas emissions during cattle manure composting,"Xiying Hao et al.,2005",Canada,Journal of Environmental Quality,Manure,Cow manure,,,None,,,,,0,62.63,8.3,1.4,25.06,17.9,11.7,,2675.94327,1000,2.457,0.01,29.92,7.8,1.37,15.481,11.3,10.9,,1131.563927,793,0.349,0.488,22.39928571,,12.06,,0.086142857,,15360,93700,6.134185304,,Windrow,0,1,0,0,0,134,1.924220107,0.519691067,None,,,,,,5
The effect of phosphogypsum on greenhouse gas emissions during cattle manure composting,"Xiying Hao et al.,2005",Canada,Journal of Environmental Quality,Manure,Cow manure,,,Chemical,Gypsum,,,,10,65.46,7.6,1.33,23.674,17.8,14.1,,2895.193978,1000,2.755,0.009,32.9,7.4,1.33,14.763,11.1,15,,1153.502235,774,0.239,0.58,20.7,,28.29,,0.202071429,,2830,109300,1.130191693,,Windrow,0,1,0,0,0,134,2.194092057,0.455769391,None,,,,,,5
The effect of phosphogypsum on greenhouse gas emissions during cattle manure composting,"Xiying Hao et al.,2005",Canada,Journal of Environmental Quality,Manure,Cow manure,,,Chemical,Gypsum,,,,17.8,64.61,7.6,1.32,24.948,18.9,15.5,,2825.656965,1000,2.311,0.006,34.3,7.4,1.38,15.042,10.9,16.3,,1109.589041,729,0.327,0.683,17.09545455,,21.5,,0.153571429,,510,109500,0.203674121,,Windrow,0,1,0,0,0,134,2.210162561,0.452455406,None,,,,,,5
The effect of phosphogypsum on greenhouse gas emissions during cattle manure composting,"Xiying Hao et al.,2005",Canada,Journal of Environmental Quality,Manure,Cow manure,,,Chemical,Gypsum,,,,26.9,65.46,7.4,1.29,23.865,18.5,15.8,,2895.193978,1000,2.893,0.011,35.89,7.3,1.23,13.53,11,15.6,,1101.232257,706,0.126,0.579,24.38837209,,30.95,,0.221071429,,440,132000,0.17571885,,Windrow,0,1,0,0,0,134,2.507596353,0.398788265,None,,,,,,5
The effect of phosphogypsum on greenhouse gas emissions during cattle manure composting,"Xiying Hao et al.,2005",Canada,Journal of Environmental Quality,Manure,Cow manure,,,Physical,Sand,,,,9.9,64.12,8.4,1.29,25.929,20.1,12.2,,2787.068004,1000,2.858,0.005,30.41,7.9,1.42,15.904,11.2,12.5,,1094.984912,762,0.213,0.719,12.70852713,,7.85,,0.056071429,,8280,112400,3.306709265,,Windrow,0,1,0,0,0,134,1.934642071,0.516891478,None,,,,,,5
The effect of phosphogypsum on greenhouse gas emissions during cattle manure composting,"Xiying Hao et al.,2005",Canada,Journal of Environmental Quality,Manure,Cow manure,,,Physical,Sand,,,,20.7,61.07,8.6,1.12,19.152,17.1,9.8,,2568.713075,1000,2.265,0.008,31.84,7.7,1.2,12.96,10.8,10.7,,1233.861502,841,0.107,0.388,15.03571429,,20.83,,0.148785714,,11230,94000,4.484824281,,Windrow,0,1,0,0,0,134,2.242778039,0.445875598,None,,,,,,5
The effect of phosphogypsum on greenhouse gas emissions during cattle manure composting,"Xiying Hao et al.,2005",Canada,Journal of Environmental Quality,Manure,Cow manure,,,Physical,Sand,,,,30.6,63.73,8.7,1.23,23.247,18.9,10.7,,2757.099531,1000,2.144,0.008,31.23,7.8,1.22,2.196,1.8,11,,1156.027338,795,0.217,0.519,21.34471545,,14.66,,0.104714286,,13280,100300,5.303514377,,Windrow,0,1,0,0,0,134,2.51122902,0.398211391,None,,,,,,5
Reducing ammonia losses by adding FeCl3 during composting of sewage sludge,"V. DAREES BOUCHER et al.,1999",Netherland,"Water, Air, & Soil Pollution",Sewage sludge,Sewage sludge,Sawdust,,None,,,,,0,61.7,5.7,2.8,46.6,16.64285714,,,27.8,10.7,6.74,0.67,62.5,8.8,2.7,46.2,17.11111111,,,23,8.6,8.89,13.52,22.49666222,,,,,,,,,,Reactor,1,0,1,1,1,16,0.1,0.278,Continuous,0,,16,0.233,The air flow was adjusted periodically and varied from 0.133 of the DM at the beginning of composting to 0.333 of the DM during the most intense phase.,0
Reducing ammonia losses by adding FeCl3 during composting of sewage sludge,"V. DAREES BOUCHER et al.,1999",Netherland,"Water, Air, & Soil Pollution",Sewage sludge,Sewage sludge,Sawdust,,Chemical,FeCl?,,,,10,64.2,4.8,2.5,45.5,18.2,,,30.5,10.9,5.2,0.52,64.5,8,2.6,44.9,17.26923077,,,26.5,9.4,0.13,0.07,10.31192661,,,,,,,,,,Reactor,1,0,1,1,1,14,0.1,0.305,Continuous,0,,14,0.233,The air flow was adjusted periodically and varied from 0.133 of the DM at the beginning of composting to 0.333 of the DM during the most intense phase.,0
Reducing Nitrogen Losses during Simulated Composting of Poultry Manure using Adsorbents or Chemical Amendments,"M. Kithome, J. W. Paul et al.,1999",Canada,Journal of Environmental Quality,Manure,Poultry manure,,,None,,,,,0,45,,2.62,,,,,0.072727273,0.04,0.7,,,,,,,,,,,,,,1.383529412,,,,,,,,,Reactor,1,0,1,1,1,56,0.00025,0.290909091,Continuous,0,,56,27.5,,0
Reducing Nitrogen Losses during Simulated Composting of Poultry Manure using Adsorbents or Chemical Amendments,"M. Kithome, J. W. Paul et al.,1999",Canada,Journal of Environmental Quality,Manure,Poultry manure,,,Physical,Zeolite,,,,28,45,,1.73,,,,,0.093090909,0.0512,5.7,,,,,,,,,,,,,,1.517929412,,,,,,,,,Reactor,1,0,1,1,1,56,0.00025,0.372363636,Continuous,0,,56,21.484375,,0
Reducing Nitrogen Losses during Simulated Composting of Poultry Manure using Adsorbents or Chemical Amendments,"M. Kithome, J. W. Paul et al.,1999",Canada,Journal of Environmental Quality,Manure,Poultry manure,,,Physical,Zeolite,,,,38,45,,1.7,,,,,0.100363636,0.0552,9,,,,,,,,,,,,,,1.091011765,,,,,,,,,Reactor,1,0,1,1,1,56,0.00025,0.401454545,Continuous,0,,56,19.92753623,,0
Reducing Nitrogen Losses during Simulated Composting of Poultry Manure using Adsorbents or Chemical Amendments,"M. Kithome, J. W. Paul et al.,1999",Canada,Journal of Environmental Quality,Manure,Poultry manure,,,Physical,Zeolite,,,,28,45,,1.78,,,,,0.093090909,0.0512,5.7,,,,,,,,,,,,,,1.560094118,,,,,,,,,Reactor,1,0,1,1,1,56,0.00025,0.372363636,Continuous,0,,56,21.484375,,0
Reducing Nitrogen Losses during Simulated Composting of Poultry Manure using Adsorbents or Chemical Amendments,"M. Kithome, J. W. Paul et al.,1999",Canada,Journal of Environmental Quality,Manure,Poultry manure,,,Physical,Zeolite,,,,38,45,,1.67,,,,,0.100363636,0.0552,9.2,,,,,,,,,,,,,,1.272847059,,,,,,,,,Reactor,1,0,1,1,1,56,0.00025,0.401454545,Continuous,0,,56,19.92753623,,0
Reducing Nitrogen Losses during Simulated Composting of Poultry Manure using Adsorbents or Chemical Amendments,"M. Kithome, J. W. Paul et al.,1999",Canada,Journal of Environmental Quality,Manure,Poultry manure,,,Chemical,CaCl?,,,,9,45,,3.34,,,,,0.079272727,0.0436,9.7,,,,,,,,,,,,,,1.256705882,,,,,,,,,Reactor,1,0,1,1,1,56,0.00025,0.317090909,Continuous,0,,56,25.2293578,,0
Reducing Nitrogen Losses during Simulated Composting of Poultry Manure using Adsorbents or Chemical Amendments,"M. Kithome, J. W. Paul et al.,1999",Canada,Journal of Environmental Quality,Manure,Poultry manure,,,Chemical,CaCl?,,,,20,45,,5.04,,,,,0.087272727,0.048,4.1,,,,,,,,,,,,,,0.158117647,,,,,,,,,Reactor,1,0,1,1,1,56,0.00025,0.349090909,Continuous,0,,56,22.91666667,,0
Reducing Nitrogen Losses during Simulated Composting of Poultry Manure using Adsorbents or Chemical Amendments,"M. Kithome, J. W. Paul et al.,1999",Canada,Journal of Environmental Quality,Manure,Poultry manure,,,Chemical,Al?(SO?)?,,,,20,45,,3.84,,,,,0.087272727,0.048,10.1,,,,,,,,,,,,,,1.225411765,,,,,,,,,Reactor,1,0,1,1,1,56,0.00025,0.349090909,Continuous,0,,56,22.91666667,,0
Reducing Nitrogen Losses during Simulated Composting of Poultry Manure using Adsorbents or Chemical Amendments,"M. Kithome, J. W. Paul et al.,1999",Canada,Journal of Environmental Quality,Manure,Poultry manure,,,None,,,,,0,45,,2.68,,,,,0.054545455,0.03,0.6,,,,,,,,,,,,,,0.938823529,,,,,,,,,Reactor,1,0,1,1,1,49,0.00025,0.218181818,Continuous,0,,49,36.66666667,,0
Reducing Nitrogen Losses during Simulated Composting of Poultry Manure using Adsorbents or Chemical Amendments,"M. Kithome, J. W. Paul et al.,1999",Canada,Journal of Environmental Quality,Manure,Poultry manure,,,Physical,Zeolite,,,,28,45,,1.58,,,,,0.069818182,0.0384,2.4,,,,,,,,,,,,,,1.296564706,,,,,,,,,Reactor,1,0,1,1,1,49,0.00025,0.279272727,Continuous,0,,49,28.64583333,,0
Reducing Nitrogen Losses during Simulated Composting of Poultry Manure using Adsorbents or Chemical Amendments,"M. Kithome, J. W. Paul et al.,1999",Canada,Journal of Environmental Quality,Manure,Poultry manure,,,Physical,Zeolite,,,,38,45,,1.24,,,,,0.075272727,0.0414,3.9,,,,,,,,,,,,,,1.1592,,,,,,,,,Reactor,1,0,1,1,1,49,0.00025,0.301090909,Continuous,0,,49,26.57004831,,0
Reducing Nitrogen Losses during Simulated Composting of Poultry Manure using Adsorbents or Chemical Amendments,"M. Kithome, J. W. Paul et al.,1999",Canada,Journal of Environmental Quality,Manure,Poultry manure,,,Physical,Clay,,,,28,45,,1.55,,,,,0.069818182,0.0384,1.1,,,,,,,,,,,,,,1.517929412,,,,,,,,,Reactor,1,0,1,1,1,49,0.00025,0.279272727,Continuous,0,,49,28.64583333,,0
Reducing Nitrogen Losses during Simulated Composting of Poultry Manure using Adsorbents or Chemical Amendments,"M. Kithome, J. W. Paul et al.,1999",Canada,Journal of Environmental Quality,Manure,Poultry manure,,,Physical,Clay,,,,38,45,,1.14,,,,,0.075272727,0.0414,1.7,,,,,,,,,,,,,,1.466047059,,,,,,,,,Reactor,1,0,1,1,1,49,0.00025,0.301090909,Continuous,0,,49,26.57004831,,0
Reducing Nitrogen Losses during Simulated Composting of Poultry Manure using Adsorbents or Chemical Amendments,"M. Kithome, J. W. Paul et al.,1999",Canada,Journal of Environmental Quality,Manure,Poultry manure,,,Physical,Coir,,,,20,45,,2.92,,,,,0.065454545,0.036,3,,,,,,,,,,,,,,1.215529412,,,,,,,,,Reactor,1,0,1,1,1,49,0.00025,0.261818182,Continuous,0,,49,30.55555556,,0
Reducing Nitrogen Losses during Simulated Composting of Poultry Manure using Adsorbents or Chemical Amendments,"M. Kithome, J. W. Paul et al.,1999",Canada,Journal of Environmental Quality,Manure,Poultry manure,,,Physical,Coir,,,,33,45,,3.1,,,,,0.072545455,0.0399,5.2,,,,,,,,,,,,,,0.657176471,,,,,,,,,Reactor,1,0,1,1,1,49,0.00025,0.290181818,Continuous,0,,49,27.56892231,,0
Reducing Nitrogen Losses during Simulated Composting of Poultry Manure using Adsorbents or Chemical Amendments,"M. Kithome, J. W. Paul et al.,1999",Canada,Journal of Environmental Quality,Manure,Poultry manure,,,Chemical,MgSO?,,,,20,45,,2.21,,,,,0.065454545,0.036,0.8,,,,,,,,,,,,,,1.215529412,,,,,,,,,Reactor,1,0,1,1,1,49,0.00025,0.261818182,Continuous,0,,49,30.55555556,,0
Reducing Nitrogen Losses during Simulated Composting of Poultry Manure using Adsorbents or Chemical Amendments,"M. Kithome, J. W. Paul et al.,1999",Canada,Journal of Environmental Quality,Manure,Poultry manure,,,None,,,,,0,45,,2.77,,,,,0.054545455,0.03,1.6,,,,,,,,,,,,,,0.790588235,,,,,,,,,Reactor,1,0,1,1,1,49,0.00025,0.218181818,Continuous,0,,49,36.66666667,,0
Reducing Nitrogen Losses during Simulated Composting of Poultry Manure using Adsorbents or Chemical Amendments,"M. Kithome, J. W. Paul et al.,1999",Canada,Journal of Environmental Quality,Manure,Poultry manure,,,Physical,Clay,,,,28,45,,1.48,,,,,0.069818182,0.0384,1.4,,,,,,,,,,,,,,1.106823529,,,,,,,,,Reactor,1,0,1,1,1,49,0.00025,0.279272727,Continuous,0,,49,28.64583333,,0
Reducing Nitrogen Losses during Simulated Composting of Poultry Manure using Adsorbents or Chemical Amendments,"M. Kithome, J. W. Paul et al.,1999",Canada,Journal of Environmental Quality,Manure,Poultry manure,,,Chemical,CaCl?,,,,20,45,,4.68,,,,,0.065454545,0.036,3.1,,,,,,,,,,,,,,0.059294118,,,,,,,,,Reactor,1,0,1,1,1,49,0.00025,0.261818182,Continuous,0,,49,30.55555556,,0
Reducing Nitrogen Losses during Simulated Composting of Poultry Manure using Adsorbents or Chemical Amendments,"M. Kithome, J. W. Paul et al.,1999",Canada,Journal of Environmental Quality,Manure,Poultry manure,,,Chemical,CaSO?,,,,20,45,,2.31,,,,,0.065454545,0.036,3,,,,,,,,,,,,,,0.978352941,,,,,,,,,Reactor,1,0,1,1,1,49,0.00025,0.261818182,Continuous,0,,49,30.55555556,,0
Reducing Nitrogen Losses during Simulated Composting of Poultry Manure using Adsorbents or Chemical Amendments,"M. Kithome, J. W. Paul et al.,1999",Canada,Journal of Environmental Quality,Manure,Poultry manure,,,Chemical,MgCl?,,,,20,45,,5.1,,,,,0.065454545,0.036,4.6,,,,,,,,,,,,,,0.266823529,,,,,,,,,Reactor,1,0,1,1,1,49,0.00025,0.261818182,Continuous,0,,49,30.55555556,,0
Reducing Nitrogen Losses during Simulated Composting of Poultry Manure using Adsorbents or Chemical Amendments,"M. Kithome, J. W. Paul et al.,1999",Canada,Journal of Environmental Quality,Manure,Poultry manure,,,Chemical,MgSO?,,,,20,45,,3.25,,,,,0.065454545,0.036,1.4,,,,,,,,,,,,,,0.681882353,,,,,,,,,Reactor,1,0,1,1,1,49,0.00025,0.261818182,Continuous,0,,49,30.55555556,,0
Isolation of thermophilic ammonium-tolerant bacterium and its application to reduce ammonia emission during composting of animal wastes,"Kazutaka Kuroda et al.,2004",Japan,"Bioscience, Biotechnology, and Biochemistry",Manure,Swine manure,Sawdust,,None,,,,,0,63.74,7.035,2.52,,,,,4,1.4504,2,,59.75,7.64,2.93,,,,,2.4,0.966,0.3,,22.8,,,,,,,,,,Reactor,1,1,1,1,1,18,0.012,0.333333333,Continuous,0,,18,0.31,,2
Isolation of thermophilic ammonium-tolerant bacterium and its application to reduce ammonia emission during composting of animal wastes,"Kazutaka Kuroda et al.,2004",Japan,"Bioscience, Biotechnology, and Biochemistry",Manure,Swine manure,Sawdust,,Biological,TAT,,,,,63.74,7.055,2.54,,,,,4,1.4504,2.1,,58.74,7.845,3.06,,,,,2.4,0.99024,0.5,,17.6,,,,,,,,,,Reactor,1,1,1,1,1,18,0.012,0.333333333,Continuous,0,,18,0.31,,2
Influence of carbon and buffer amendment on ammonia volatilization in composting,"Y. Liang et al.,2006",Canada,Bioresource Technology,Manure,Cow manure,Wheat straw,,None,,,,,0,70.5,8.8,1.59,41.34,26,,,47,13.865,,,75.8,8.6,1.95,,,,,35.23543388,8.526975,,,24.5754717,43.67475,,19.81132075,,,,2157.394,,,Reactor,1,0,1,1,1,15,0.17,0.276470588,Continuous,0,,15,0.288496213,,0
