Title,Author,Location,Journal,Material_0,Material_Main,Material_2,Material_3,Additive Species,Additive_1,Additive_2,Additive_3,Additive_4,Application Rate (%DW),Initial Moisture Content (%),Initial pH,Initial TN (%),Initial TC (%),Initial C/N (%),Initial EC (ms/cm),Initial GI (%),Initial FW (kg),Initial DW (kg),Initial NH3-N (g/kg),Initial NO2-N (g/kg),Final Moisture Content (%),Final pH,Final TN (%),Final TC (%),Final C/N (%),Final EC (ms/cm),Final GI (%),Final FW (kg),Final DW (kg),Final NH3-N (g/kg),Final NO2-N (g/kg),TN loss (%),NH3-N (g),N2O-N (g),NH3-N loss (%),N2O-N loss (%),TC loss (%),CH4-C (g),CO2-C (g),CH4-C loss (%),CO2-C loss (%),Method,M1_isEnclosed,M2_isTurning,M3_isForce aeration,M4_isVessel,M5_isReactor,Period (d),Compost volume (m3),Initial density (kg/L),V1_Ventilation Type,V2_Ventilation Interval (min),V3_Ventilation Duration (min),V4_Ventilation Day,V5_Ventilation rate (L/min/kg iniDW),V6_Extra,Turning times
固氮添加剂降低厨余垃圾堆肥中NH3和H2S排放,"HongYu Zhang et al.,2013",China,Transactions of the Chinese Society of Agricultural Engineering(in Chinese),Food waste,Food waste,Corn stalk,,Chemical,Mg(OH)?,H?PO?,,,2.138298952,,4.77333,,,,2.12121,17.1344,,,,,,8.66222,,,,2.16098,100.295,,,,,,,,12.6,,,,,,,Reactor,1,1,1,1,1,30,0.06,,Continuous,0,,30,0.2,,4
固氮添加剂降低厨余垃圾堆肥中NH3和H2S排放,"HongYu Zhang et al.,2013",China,Transactions of the Chinese Society of Agricultural Engineering(in Chinese),Food waste,Food waste,Corn stalk,,Physical,Superphosphate,,,,3.200882515,,4.41037,,,,2.26439,6.49926,,,,,,7.88444,,,,2.03106,106.056,,,,,,,,15.3,,,,,,,Reactor,1,1,1,1,1,30,0.06,,Continuous,0,,30,0.2,,4
固氮添加剂降低厨余垃圾堆肥中NH3和H2S排放,"HongYu Zhang et al.,2013",China,Transactions of the Chinese Society of Agricultural Engineering(in Chinese),Food waste,Food waste,Corn stalk,,Chemical,FeCl?,,,,2.215995587,,5.00148,,,,1.75,9.45347,,,,,,8.38222,,,,2.00455,90.9897,,,,,,,,8.9,,,,,,,Reactor,1,1,1,1,1,30,0.06,,Continuous,0,,30,0.2,,4
固氮添加剂降低厨余垃圾堆肥中NH3和H2S排放,"HongYu Zhang et al.,2013",China,Transactions of the Chinese Society of Agricultural Engineering(in Chinese),Food waste,Food waste,Corn stalk,,Chemical,BetaCyclodextrin,,,,2.536149595,,5.58222,,,,1.62008,9.15805,,,,,,8.50667,,,,1.71553,80.3545,,,,,,,,8.9,,,,,,,Reactor,1,1,1,1,1,30,0.06,,Continuous,0,,30,0.2,,4
添加剂对厨余垃圾堆肥氮素转化与氮素损失的影响,"Yanmei Yang et al.,2012",China,Journal of Ecology and Rural Environment(in Chinese),Food waste,Food waste,Sawdust,,None,,,,,0,70,6.3,1.73,45.65,26.38728324,,,,,1.74,0.08,,8.1095,1.33397,,,,,,,1.30101,0.0791233,49.1,,,16.5467,,,,,,,Reactor,1,1,1,1,1,19,,,Continuous,0,,19,10,,9
添加剂对厨余垃圾堆肥氮素转化与氮素损失的影响,"Yanmei Yang et al.,2012",China,Journal of Ecology and Rural Environment(in Chinese),Food waste,Food waste,Sawdust,,Biological,Microbiological agent,,,,3,70,6.3,1.73,45.65,26.38728324,,,,,1.74,0.08,,8.1029,1.43732,,,,,,,1.12424,0.148815,40.5,,,12.879,,,,,,,Reactor,1,1,1,1,1,19,,,Continuous,0,,19,10,,9
添加剂对厨余垃圾堆肥氮素转化与氮素损失的影响,"Yanmei Yang et al.,2012",China,Journal of Ecology and Rural Environment(in Chinese),Food waste,Food waste,Sawdust,,Chemical,MgO,H?PO?,,,6.9,70,6.2,1.61,42.42,26.34782609,,,,,1.61,0.07,,7.71372,1.84498,,,,,,,0.190909,0.000680766,40.5,,,12.879,,,,,,,Reactor,1,1,1,1,1,19,,,Continuous,0,,19,10,,9
添加剂对厨余垃圾堆肥氮素转化与氮素损失的影响,"Yanmei Yang et al.,2012",China,Journal of Ecology and Rural Environment(in Chinese),Food waste,Food waste,Sawdust,,Mixture,Microbiological agent,MgO,H?PO?,,9.9,70,6.2,1.61,42.42,26.34782609,,,,,1.61,0.07,,7.70712,1.89856,,,,,,,0.169697,0.127097,18.9,,,2.9862,,,,,,,Reactor,1,1,1,1,1,19,,,Continuous,0,,19,10,,9
沸石在猪粪堆肥过程中保氮效果研究,"Ruisheng Zheng et al.,2010",China,Acta Scientiae Circumstantiae(in Chinese),Manure,Swine manure,Rice husk,,Biological,Microbiological agent,,,,2.386634845,58.1,8.33957,1.8680998,48.5705948,26,,,40,16.76,2.16383,0.308411,,7.96683,,,,,,,,0.0427083,0.707944,33.01,,,,,,,,,,Reactor,1,1,1,1,1,35,0.187,0.213903743,Intermittent ,240,10,35,5.966587112,,6
沸石在猪粪堆肥过程中保氮效果研究,"Ruisheng Zheng et al.,2010",China,Acta Scientiae Circumstantiae(in Chinese),Manure,Swine manure,Rice husk,,Mixture,Zeolite,Microbiological agent,,,14.31980907,58.1,8.33176,1.7369735,45.161311,26,,,40,16.76,2.07841,0.26215,,7.78537,,,,,,,,0.0427083,0.716355,28.94,,,,,,,,,,Reactor,1,1,1,1,1,35,0.187,0.213903743,Intermittent ,240,10,35,5.966587112,,6
沸石在猪粪堆肥过程中保氮效果研究,"Ruisheng Zheng et al.,2010",China,Acta Scientiae Circumstantiae(in Chinese),Manure,Swine manure,Rice husk,,Mixture,Zeolite,Microbiological agent,,,26.25298329,58.1,8.2342,1.5455498,40.1842948,26,,,40,16.76,1.76525,0.276168,,7.70342,,,,,,,,0.0427083,0.601402,21.28,,,,,,,,,,Reactor,1,1,1,1,1,35,0.187,0.213903743,Intermittent ,240,10,35,5.966587112,,6
沸石在猪粪堆肥过程中保氮效果研究,"Ruisheng Zheng et al.,2010",China,Acta Scientiae Circumstantiae(in Chinese),Manure,Swine manure,Rice husk,,Mixture,Zeolite,Microbiological agent,,,38.18615752,58.1,8.18152,1.4885897,38.7033322,26,,,40,16.76,1.22908,0.214486,,7.62147,,,,,,,,0.0427083,1.00234,17.39,,,,,,,,,,Reactor,1,1,1,1,1,35,0.187,0.213903743,Intermittent ,240,10,35,5.966587112,,6
保氮剂对水葫芦堆肥进程及氮素损失的影响,"Sen Li et al.,2017",China,Chinese Journal of Applied Ecology(in Chinese)?,Lignin,Water hyacinth,,,Biological,Microbiological agent,,,,3.016290988,66.8467,7.868,1.6298,,,,,200,66.3066,1.49049,0.442105,51.5183,7.47,1.87815,,,,,100.6418961,48.79290216,0.490197,0.633333,15.2,,,,,,,,,,Static,0,1,0,1,0,35,1,0.2,None,,,,,,7
保氮剂对水葫芦堆肥进程及氮素损失的影响,"Sen Li et al.,2017",China,Chinese Journal of Applied Ecology(in Chinese)?,Lignin,Water hyacinth,,,Mixture,FeSO?,Sodium humate,Superphosphate,Microbiological agent,6.06463077,67.0219,7.896,1.62781,,,,,200,65.9562,1.3552,0.453801,51.2555,7.406,2.00132,,,,,98.50090445,48.01377337,1.04363,0.708188,10.5,,,,,,,,,,Static,0,1,0,1,0,35,1,0.2,None,,,,,,7
保氮剂对水葫芦堆肥进程及氮素损失的影响,"Sen Li et al.,2017",China,Chinese Journal of Applied Ecology(in Chinese)?,Lignin,Water hyacinth,,,Mixture,FeSO?,Sodium humate,Superphosphate,Microbiological agent,8.869232043,66.1752,7.876,1.62185,,,,,200,67.6496,1.51098,0.430994,50.9927,7.434,2.04503,,,,,99.62236578,48.82223166,1.12972,0.69883,9,,,,,,,,,,Static,0,1,0,1,0,35,1,0.2,None,,,,,,7
保氮剂对水葫芦堆肥进程及氮素损失的影响,"Sen Li et al.,2017",China,Chinese Journal of Applied Ecology(in Chinese)?,Lignin,Water hyacinth,,,Mixture,FeSO?,Sodium humate,Superphosphate,Microbiological agent,11.87687246,66.3211,7.856,1.62384,,,,,200,67.3578,1.52328,0.439181,50.7008,7.46,2.18212,,,,,97.40430158,48.01954144,1.265,0.735087,4.2,,,,,,,,,,Static,0,1,0,1,0,35,1,0.2,None,,,,,,7
添加过磷酸钙对蔬菜废弃物堆肥中氨气及温室气体排放的影响,"Yan Yang et al.,2015",China,Chinese Journal of Applied Ecology(in Chinese)?,Manure,Poultry manure,Corn stalk,Lettuce,None,,,,,0,72,,,,25,,,124.97,34.9916,,,,,,,,,,,,,,,8395.925671,179.7295818,,,,92.790225,706.8757636,,,Reactor,1,1,1,1,1,27,0.77,0.162298701,Intermittent ,480,15,27,5.941425942,"04d, V2 is 240",1
添加过磷酸钙对蔬菜废弃物堆肥中氨气及温室气体排放的影响,"Yan Yang et al.,2015",China,Chinese Journal of Applied Ecology(in Chinese)?,Manure,Poultry manure,Corn stalk,Lettuce,Physical,Superphosphate,,,,2.1,72,,,,25,,,125.69,35.1932,,,,,,,,,,,,,,,6331.670718,177.5656909,,,,63.159225,831.2679545,,,Reactor,1,1,1,1,1,27,0.77,0.163233766,Intermittent ,480,15,27,5.907391201,"04d, V2 is 240",1
添加过磷酸钙对蔬菜废弃物堆肥中氨气及温室气体排放的影响,"Yan Yang et al.,2015",China,Chinese Journal of Applied Ecology(in Chinese)?,Manure,Poultry manure,Corn stalk,Lettuce,Physical,Superphosphate,,,,4.1,72,,,,25,,,126.41,35.3948,,,,,,,,,,,,,,,7314.231318,168.1253,,,,15.1692,769.1473909,,,Reactor,1,1,1,1,1,27,0.77,0.164168831,Intermittent ,480,15,27,5.873744166,"04d, V2 is 240",1
添加过磷酸钙对蔬菜废弃物堆肥中氨气及温室气体排放的影响,"Yan Yang et al.,2015",China,Chinese Journal of Applied Ecology(in Chinese)?,Manure,Poultry manure,Corn stalk,Lettuce,Physical,Superphosphate,,,,6.2,72,,,,25,,,127.12,35.5936,,,,,,,,,,,,,,,6945.986353,175.5411636,,,,59.1108,758.9064,,,Reactor,1,1,1,1,1,27,0.77,0.165090909,Intermittent ,480,15,27,5.840937697,"04d, V2 is 240",1
添加过磷酸钙对蔬菜废弃物堆肥中氨气及温室气体排放的影响,"Yan Yang et al.,2015",China,Chinese Journal of Applied Ecology(in Chinese)?,Manure,Poultry manure,Corn stalk,Lettuce,Physical,Superphosphate,,,,8.2,72,,,,25,,,127.84,35.7952,,,,,,,,,,,,,,,6306.272,117.1479273,,,,25.8876,768.0859636,,,Reactor,1,1,1,1,1,27,0.77,0.166025974,Intermittent ,480,15,27,5.808041302,"04d, V2 is 240",1
添加过磷酸钙对蔬菜废弃物堆肥中氨气及温室气体排放的影响,"Yan Yang et al.,2015",China,Chinese Journal of Applied Ecology(in Chinese)?,Manure,Poultry manure,Corn stalk,Lettuce,Physical,Superphosphate,,,,10.3,72,,,,25,,,128.56,35.9968,,,,,,,,,,,,,,,7042.668047,119.4439273,,,,19.284,620.2435636,,,Reactor,1,1,1,1,1,27,0.77,0.166961039,Intermittent ,480,15,27,5.775513379,"04d, V2 is 240",1
蓝藻好氧堆肥及其氮素损失控制的研究,"Yun Ren et al.,2012",China,Environmental Science (in Chinese),Manure,Swine manure,Sawdust,Cyanobacteria+Medicine residue,None,,,,,0,60,8.26949,2.83121,59.08253964,20.8683,,21.4231,,,2.30533,0.922477,,7.36423,2.81674,,16.7837,,75.7692,,,1.2391,0.348624,,,,,,,,,,,Reactor,1,1,1,1,1,34,0.06,,Intermittent ,360,30,34,,,8
蓝藻好氧堆肥及其氮素损失控制的研究,"Yun Ren et al.,2012",China,Environmental Science (in Chinese),Manure,Swine manure,Sawdust,Cyanobacteria+Medicine residue,Physical,Zeolite,,,,7.5,60,7.98373,2.93429,58.63797107,19.9837,,36.4231,,,1.60097,0.991284,,7.05823,3.17681,,15.1187,,84.5385,,,1.40065,0.732569,,,,,,,,,,,Reactor,1,1,1,1,1,34,0.06,,Intermittent ,360,30,34,,,8
蓝藻好氧堆肥及其氮素损失控制的研究,"Yun Ren et al.,2012",China,Environmental Science (in Chinese),Manure,Swine manure,Sawdust,Cyanobacteria+Medicine residue,Chemical,Superphosphate,,,,7.5,60,7.86487,2.8646,57.99067594,20.2439,,16.4615,,,2.21486,0.841284,,7.4224,3.15794,,13.8309,,77.8462,,,2.73829,0.377523,,,,,,,,,,,Reactor,1,1,1,1,1,34,0.06,,Intermittent ,360,30,34,,,8
蓝藻好氧堆肥及其氮素损失控制的研究,"Yun Ren et al.,2012",China,Environmental Science (in Chinese),Manure,Swine manure,Sawdust,Cyanobacteria+Medicine residue,Chemical,Mg(OH)?,H?PO?,,,7.5,60,7.18207,2.9372,59.61311748,20.2959,,45.4231,,,1.38126,0.881193,,7.38446,3.11438,,14.9106,,94.4615,,,1.76252,0.480734,,,,,,,,,,,Reactor,1,1,1,1,1,34,0.06,,Intermittent ,360,30,34,,,8
Regulation trial of nitrous oxide emissions caused by composting swine manure with nitrite-oxidizing bacteria added for nitrification promotion,"Takako Ohkubo et al.,2016",Japan,Japan Agricultural Research Quarterly,Manure,Swine manure,Sawdust,,None,,,,,0,65.4,7.1,1.4,,,,,1875,648.75,3.252,0,51.8,6.8,2.4,,,,,820,395.24,0.029,1.299,42.8,1840,200,21.4,2.28,,2480,294830,,,Windrow,0,1,1,0,0,112,,,Continuous,0,,42,0.256904303,,12
Regulation trial of nitrous oxide emissions caused by composting swine manure with nitrite-oxidizing bacteria added for nitrification promotion,"Takako Ohkubo et al.,2016",Japan,Japan Agricultural Research Quarterly,Manure,Swine manure,Sawdust,,Biological,NOB ,,,,2.949852507,66.1,6.8,1.6,,,,,1875,635.625,3.484,0,52.8,6.9,2.2,,,,,830,391.76,0.022,1.818,41.4,1780,170,20.7,2.02,,2300,287400,,,Windrow,0,1,1,0,0,112,,,Continuous,0,,42,0.262209112,,12
Regulation trial of nitrous oxide emissions caused by composting swine manure with nitrite-oxidizing bacteria added for nitrification promotion,"Takako Ohkubo et al.,2016",Japan,Japan Agricultural Research Quarterly,Manure,Swine manure,Sawdust,,None,,,,,0,64.9,6.9,3.4,,,,,910,319.41,6.093,0,56.2,8,2.9,,,,,457,200.166,1.294,1.517,46.54837872,1970,440,18.4,4.07,,770,192520,,,Windrow,0,1,0,0,0,112,,,None,,,,,,12
Regulation trial of nitrous oxide emissions caused by composting swine manure with nitrite-oxidizing bacteria added for nitrification promotion,"Takako Ohkubo et al.,2016",Japan,Japan Agricultural Research Quarterly,Manure,Swine manure,Sawdust,,Biological,NOB ,,,,2.816901408,64.5,7,3.1,,,,,910,323.05,5.606,0,58,7.6,3.3,,,,,471,197.82,1.389,2.192,34.81424527,1960,600,19.7,6.04,,1020,240140,,,Windrow,0,1,0,0,0,112,,,None,,,,,,12
A regulating method for reducing nitrogen loss based on enriched ammonia-oxidizing bacteria during composting,"Yun Zhang et al.,2016",China,Bioresource Technology,Manure,Poultry manure,Rice straw,,None,,,,,0,65,,,,25,,,10,,4.70466,1.9945,,,,,,,,,,2.9171,1.74514,53.83,4.7667,,,,,,,,,Reactor,1,1,1,1,1,54,,,Continuous,0,,54,0.05,,7
A regulating method for reducing nitrogen loss based on enriched ammonia-oxidizing bacteria during composting,"Yun Zhang et al.,2016",China,Bioresource Technology,Manure,Poultry manure,Rice straw,,Biological,AOB,,,,5,65,,,,25,,,10,,4.6114,1.91167,,,,,,,,,,2.49741,1.67414,47.08,2.42842,,,,,,,,,Reactor,1,1,1,1,1,54,,,Continuous,0,,54,0.05,,7
Influence of natural zeolite and nitrification inhibitor on organics degradation and nitrogen transformation during sludge composting,"Junya Zhang et al.,2016",China,Environ Sci Pollut Res,Sewage sludge,Sewage sludge,Mushroom residue,,None,,,,,0,,6.16082,2.71429,34.471483,12.7,,,45,,7.71392,0.449118,,8.20953,2.47,24.0759051,9.74733,,,,,0.510856,2.1248,,,,,,,,,,,Reactor,1,1,1,1,1,21,0.048,0.9375,Intermittent ,20,1,21,,"14d,v2=20;515d,v2=15;1621d,v2=35",2
Influence of natural zeolite and nitrification inhibitor on organics degradation and nitrogen transformation during sludge composting,"Junya Zhang et al.,2016",China,Environ Sci Pollut Res,Sewage sludge,Sewage sludge,Mushroom residue,,Physical,Zeolite,,,,,,6.06933,3.03469,37.67051738,12.4133,,,45,,9.23372,0.329007,,7.9184,3.67,31.3442222,8.54066,,,,,1.62197,3.99948,,,,,,,,,,,Reactor,1,1,1,1,1,21,0.048,0.9375,Intermittent ,20,1,21,,"14d,v2=20;515d,v2=15;1621d,v2=35",2
Influence of natural zeolite and nitrification inhibitor on organics degradation and nitrogen transformation during sludge composting,"Junya Zhang et al.,2016",China,Environ Sci Pollut Res,Sewage sludge,Sewage sludge,Mushroom residue,,Chemical,DMPP,,,,0.0257551,,6.17746,2.57551,35.7480788,13.88,,,45,,8.54406,0.407324,,7.86295,3.04,26.7337296,8.79399,,,,,1.35377,2.57911,,,,,,,,,,,Reactor,1,1,1,1,1,21,0.048,0.9375,Intermittent ,20,1,21,,"14d,v2=20;515d,v2=15;1621d,v2=35",2
Effects of bamboo charcoal and bamboo vinegar on nitrogen conservation and heavy metals immobility during pig manure composting,"Yingxu Chen et al.,2010",China,Chemosphere,Manure,Swine manure,Sawdust,Matured swine manure compost ,None,,,,,0,65,7.98471,,,,,1.14007,114,40.344,,,,7.70941,,,,,70.4558,,,,,36.8405,,,,,,,,,,Static,1,1,1,1,0,56,0.4,0.285,Continuous,0,,28,5.37E-05,,8
Effects of bamboo charcoal and bamboo vinegar on nitrogen conservation and heavy metals immobility during pig manure composting,"Yingxu Chen et al.,2010",China,Chemosphere,Manure,Swine manure,Sawdust,Matured swine manure compost ,Physical,Biochar,,,,8.477096966,65,8.02,,,,,1.14007,117.42,43.3878,,,,7.87176,,,,,83.6808,,,,,26.4139,,,,,,,,,,Static,1,1,1,1,0,56,0.4,0.29355,Continuous,0,,28,4.99E-05,,8
Effects of bamboo charcoal and bamboo vinegar on nitrogen conservation and heavy metals immobility during pig manure composting,"Yingxu Chen et al.,2010",China,Chemosphere,Manure,Swine manure,Sawdust,Matured swine manure compost ,Physical,Biochar,,,,16.95419393,65,7.90706,,,,,1.14007,120.84,46.4316,,,,8.26353,,,,,130.879,,,,,16.5561,,,,,,,,,,Static,1,1,1,1,0,56,0.4,0.3021,Continuous,0,,28,4.67E-05,,8
Effects of bamboo charcoal and bamboo vinegar on nitrogen conservation and heavy metals immobility during pig manure composting,"Yingxu Chen et al.,2010",China,Chemosphere,Manure,Swine manure,Sawdust,Matured swine manure compost ,Physical,Biochar,,,,25.4312909,65,7.93882,,,,,1.14007,124.26,49.4754,,,,8.40118,,,,,136.58,,,,,12.5751,,,,,,,,,,Static,1,1,1,1,0,56,0.4,0.31065,Continuous,0,,28,4.38E-05,,8
Effects of bamboo charcoal and bamboo vinegar on nitrogen conservation and heavy metals immobility during pig manure composting,"Yingxu Chen et al.,2010",China,Chemosphere,Manure,Swine manure,Sawdust,Matured swine manure compost ,Physical,Biochar,Bamboo Vinegar,,,9.042236764,65,7.97765,,,,,1.14007,117.648,40.344,,,,7.88235,,,,,88.4688,,,,,12.7014,,,,,,,,,,Static,1,1,1,1,0,56,0.4,0.29412,Continuous,0,,28,5.37E-05,,8
Effects of bamboo charcoal and bamboo vinegar on nitrogen conservation and heavy metals immobility during pig manure composting,"Yingxu Chen et al.,2010",China,Chemosphere,Manure,Swine manure,Sawdust,Matured swine manure compost ,Physical,Biochar,Bamboo Vinegar,,,9.607376562,65,8.03059,,,,,1.14007,117.876,40.344,,,,8.50706,,,,,147.524,,,,,9.85783,,,,,,,,,,Static,1,1,1,1,0,56,0.4,0.29469,Continuous,0,,28,5.37E-05,,8
Effects of bamboo charcoal and bamboo vinegar on nitrogen conservation and heavy metals immobility during pig manure composting,"Yingxu Chen et al.,2010",China,Chemosphere,Manure,Swine manure,Sawdust,Matured swine manure compost ,Physical,Biochar,Bamboo Vinegar,,,10.17251636,65,8.00941,,,,,1.14007,118.104,40.344,,,,7.81882,,,,,98.5016,,,,,18.3255,,,,,,,,,,Static,1,1,1,1,0,56,0.4,0.29526,Continuous,0,,28,5.37E-05,,8
Effect of a commercial microbiological additive on beef manure compost in the composting process,"Hiraku Sasaki et al.,2006",Japan,Animal Science Journal,Manure,Cow manure,Straw,,None,,,,,0,59.5,,,,,,,510,,,,,,,,,,,,,,,,,,,,,,,,,Windrow,0,1,0,0,0,38,,,None,,,,,,3
Effect of a commercial microbiological additive on beef manure compost in the composting process,"Hiraku Sasaki et al.,2006",Japan,Animal Science Journal,Manure,Cow manure,Straw,,Biological,Microbiological agent,,,,4.84144275,59.5,,,,,,,510,,,,,,,,,,,,,,,,,,,,,,,,,Windrow,0,1,0,0,0,38,,,None,,,,,,3
Influence of lime on struvite formation and nitrogen conservation during food waste composting,"Xuan Wang et al.,2016",China,Bioresource Technology,Food waste,Food waste,Sawdust,,Physical,Lime,,,,2.25,,11.9607,,,29.0076,3.3884,10.0885,,,,,,8.56,,,25.4962,3.46,115.9,,,,,44.2829,,,27.1027988,,,,662.247,,,Reactor,1,1,1,1,1,35,0.02,,Continuous,0,,35,0.5,,9
Influence of lime on struvite formation and nitrogen conservation during food waste composting,"Xuan Wang et al.,2016",China,Bioresource Technology,Food waste,Food waste,Sawdust,,Chemical,Lime,MgO,K?HPO?,,1.8209,,6.47344,,,32.0229,2.86385,20.4425,,,,,,4.64,,,23.5878,5.21,11.3,,,,,0.290698,,,0.4672898,,,,193.483,,,Reactor,1,1,1,1,1,35,0.02,,Continuous,0,,35,0.5,,9
Influence of lime on struvite formation and nitrogen conservation during food waste composting,"Xuan Wang et al.,2016",China,Bioresource Technology,Food waste,Food waste,Sawdust,,Chemical,Lime,MgO,K?HPO?,,2.5709,,8.34411,,,30.3435,2.65179,13.2743,,,,,,8.77,,,27.0611,4.68,24.2,,,,,19.0891,,,10.42990646,,,,487.64,,,Reactor,1,1,1,1,1,35,0.02,,Continuous,0,,35,0.5,,9
Influence of lime on struvite formation and nitrogen conservation during food waste composting,"Xuan Wang et al.,2016",China,Bioresource Technology,Food waste,Food waste,Sawdust,,Chemical,Lime,MgO,K?HPO?,,3.3209,,11.5866,,,26.9466,2.95312,15.9292,,,,,,9.13,,,22.7099,3.4,109.7,,,,,27.3256,,,17.37382469,,,,685.843,,,Reactor,1,1,1,1,1,35,0.02,,Continuous,0,,35,0.5,,9
Influence of lime on struvite formation and nitrogen conservation during food waste composting,"Xuan Wang et al.,2016",China,Bioresource Technology,Food waste,Food waste,Sawdust,,Chemical,Lime,MgO,K?HPO?,,4.0709,,12.0647,,,29.0458,3.41072,22.5664,,,,,,9.11,,,27.4427,3.47,125.1,,,,,47.9651,,,29.17756499,,,,648.09,,,Reactor,1,1,1,1,1,35,0.02,,Continuous,0,,35,0.5,,9
酸性物质对猪粪秸秆堆肥过程中氮素转化的影响,"Jishao Jiang et al.,2016",China,Environmental Science (in Chinese),Manure,Swine manure,Wheat straw,,None,,,,,0,64.54545455,6.8098,2.34,38.7021,16.53935897,3.42006,23.3491,22,7.8,1.89683,0.0304569,,8.51104,2.76,30.1593,10.92728261,2.59925,94.3868,,3.1,0.402116,0.580762,53.1,25.22,,26,,,,,,,Reactor,1,1,1,1,1,40,,,Intermittent ,690,30,30,7.692307692,,6
酸性物质对猪粪秸秆堆肥过程中氮素转化的影响,"Jishao Jiang et al.,2016",China,Environmental Science (in Chinese),Manure,Swine manure,Wheat straw,,Chemical,Superphosphate,,,,6,63.55555556,5.99866,2.31,37.8761,16.39658009,4.91765,19.6698,22.5,8.2,2.01587,0.0159365,,8.19627,3.1,27.6106,8.906645161,5.00505,84.1981,,3.9,3.11376,0.471868,36.2,8.083,,11.8,,,,,,,Reactor,1,1,1,1,1,40,,,Intermittent ,690,30,30,7.317073171,,6
酸性物质对猪粪秸秆堆肥过程中氮素转化的影响,"Jishao Jiang et al.,2016",China,Environmental Science (in Chinese),Manure,Swine manure,Wheat straw,,Chemical,Rotten apple,,,,15,62.06896552,6.19841,2.41,38.4897,15.97082988,3.88383,26.0377,23.2,8.8,2.39286,0.063848,,8.40209,3,26.1239,8.707966667,3.28524,102.028,,3.8,0.455026,0.707077,46.5,21.285,,21.5,,,,,,,Reactor,1,1,1,1,1,40,,,Intermittent ,690,30,30,6.818181818,,6
酸性物质对猪粪秸秆堆肥过程中氮素转化的影响,"Jishao Jiang et al.,2016",China,Environmental Science (in Chinese),Manure,Swine manure,Wheat straw,,Chemical,Vinegar,,,,1.460823373,65.17412935,6.11367,2.34,38.2537,16.34773504,4.21233,18.2547,22.11,7.7,2.01587,0.0435213,,8.30523,3.1,27.1386,8.754387097,2.99539,94.1038,,3.4,1.1164,0.649,41.5,15.1096,,20.2,,,,,,,Reactor,1,1,1,1,1,40,,,Intermittent ,690,30,30,7.792207792,,6
生物质炭添加量对伊乐藻堆肥过程氮素损失的影响,"Haihou Wang et al.,2016",China,Transactions of the Chinese Society of Agricultural Engineering(in Chinese),Lignin,Elodea Nuttallii,Rice straw,,None,,,,,0,65,,1.4,37.4,26.71428571,,,100,35,,,,,,,,,,,,,,19.53,,,,,,,,,,Static,0,1,0,1,0,28,1,0.1,None,,,,,,4
生物质炭添加量对伊乐藻堆肥过程氮素损失的影响,"Haihou Wang et al.,2016",China,Transactions of the Chinese Society of Agricultural Engineering(in Chinese),Lignin,Elodea Nuttallii,Rice straw,,Physical,Biochar,,,,6,,,1.4,,,,,105.754,37.0139,,,,,,,,,,,,,,22.53,,,,,,,,,,Static,0,1,0,1,0,28,1,0.105754,None,,,,,,4
生物质炭添加量对伊乐藻堆肥过程氮素损失的影响,"Haihou Wang et al.,2016",China,Transactions of the Chinese Society of Agricultural Engineering(in Chinese),Lignin,Elodea Nuttallii,Rice straw,,Physical,Biochar,,,,18,,,1.4,,,,,117.262,41.0417,,,,,,,,,,,,,,20.85,,,,,,,,,,Static,0,1,0,1,0,28,1,0.117262,None,,,,,,4
生物质炭添加量对伊乐藻堆肥过程氮素损失的影响,"Haihou Wang et al.,2016",China,Transactions of the Chinese Society of Agricultural Engineering(in Chinese),Lignin,Elodea Nuttallii,Rice straw,,Physical,Biochar,,,,30,,,1.4,,,,,128.77,45.0695,,,,,,,,,,,,,,19.4,,,,,,,,,,Static,0,1,0,1,0,28,1,0.12877,None,,,,,,4
生物质炭添加量对伊乐藻堆肥过程氮素损失的影响,"Haihou Wang et al.,2016",China,Transactions of the Chinese Society of Agricultural Engineering(in Chinese),Lignin,Elodea Nuttallii,Rice straw,,Physical,Biochar,,,,42,,,1.4,,,,,140.278,49.0973,,,,,,,,,,,,,,16.26,,,,,,,,,,Static,0,1,0,1,0,28,1,0.140278,None,,,,,,4
生物质炭添加量对伊乐藻堆肥过程氮素损失的影响,"Haihou Wang et al.,2016",China,Transactions of the Chinese Society of Agricultural Engineering(in Chinese),Lignin,Elodea Nuttallii,Rice straw,,Physical,Biochar,,,,54,,,1.4,,,,,151.786,53.1251,,,,,,,,,,,,,,14.85,,,,,,,,,,Static,0,1,0,1,0,28,1,0.151786,None,,,,,,4
Effects of sodium acetate as a pH control amendment on the composting of food waste,"Hui Yu et al.,2009",Canada,Bioresource Technology,Food waste,Food waste,Green Waste,,Chemical,NaAc,,,,2.560491,63.5,6.08647,,,20.5,,,10.8,3.942,,,,9.16,,,,,,,,,,,8.894117647,,12.86,,,,,,,Reactor,1,1,1,1,1,24,0.03,360,Continuous,0,,24,0.761035008,,24
Effects of sodium acetate as a pH control amendment on the composting of food waste,"Hui Yu et al.,2009",Canada,Bioresource Technology,Food waste,Food waste,Green Waste,,None,,,,,0,63.5,6.00188,,,20.5,,,10.7,3.9055,,,,8.61,,,,,,,,,,,7.082352941,,10.23,,,,,,,Reactor,1,1,1,1,1,24,0.03,356.6666667,Continuous,0,,24,0.768147484,,24
