Additive_3,Turning times,V2_Ventilation Interval (min), Composting Method,V1_Ventilation Type,Initial Moisture Content (%),Application Rate (%DW),V5_Ventilation rate (L/min/kg iniDW),Additive_1,Initial pH,Material_2,V3_Ventilation Duration (min),Initial C/N (%),M1_is Enclosed,V4_Ventilation Day,Additive_2,Additive_4,Compost volume (m3),Initial GI (%),Material_3,Material_Main,Period (d),Initial TN (%),Initial TC (%),Final GI (%),NH3-N loss (%),N2O-N loss (%),CH4-C loss (%),CO2-C loss (%)
4.0,9.0,140.0,0.0,1.0,44.147676302665474,7.800342047218486,1.6399889139928747,27.0,10.208106245436007,13.0,43.835038510060016,13.512066127453895,1.0,11.0,11.0,1.0,0.314,27.32884658064516,9.0,5,14.0,1.4280600332415827,19.296041603134274,95.53281966666667,5.251648884112189,1.0523412227630615,0.1983123205919356,30.319580882826457
4.0,14.0,502.0,0.0,1.0,54.13496790593889,2.695100851756834,0.029208666331244415,11.0,7.662189775119037,6.0,19.88014701517583,33.890404036947096,1.0,3.0,5.0,1.0,0.314,27.328846580645163,9.0,5,41.0,1.4280600332415827,48.39753151557334,93.27564799999999,8.412003547458909,1.0287970304489136,0.1402510500461259,21.82038075058508
4.0,7.0,0.0,2.0,2.0,74.05438704958922,7.295664600193753,1.0519743693980457,24.0,8.466635450648774,4.0,3.2251354853670775,6.415485585421678,0.0,0.0,3.0,1.0,0.314,27.418858172642985,9.0,5,43.0,1.4280600332415827,10.201686994187313,96.70886200000002,9.543164245598582,0.7806686758995056,0.1657809756021776,1000000.0
4.0,31.0,0.0,2.0,2.0,82.17627422641692,7.835534408443257,0.0,24.0,4.483445142579669,5.0,0.0,29.306851391642144,0.0,0.0,2.0,1.0,0.314,27.32884658064516,9.0,5,29.0,1.4280600332415827,41.851943172554606,92.93372200000002,7.931181553439139,0.9483429789543152,0.16101711630967888,25.12523309277248
4.0,17.0,250.0,0.0,1.0,62.975415766183865,2.734869541640717,4.367160585666539,23.0,10.668781901382273,13.0,21.814920778374642,14.36824152912656,1.0,23.0,11.0,1.0,0.314,27.32884658064516,9.0,5,45.0,1.4280600332415827,20.518711475707565,93.901168,7.693326380980608,0.9513235092163086,0.1746406996014281,28.262571053740047
4.0,4.0,0.0,1.0,2.0,64.12176215161293,4.7882158922686004,0.0,25.0,11.810121464100337,2.0,2.240687185786453,4.923851747641519,0.0,0.0,1.0,1.0,0.314,27.32884658064516,9.0,5,115.0,1.4538339720171527,7.031555890413574,95.25246700000001,1000000.0,1000000.0,1000000.0,1000000.0
4.0,3.0,0.0,2.0,2.0,77.32694634703415,0.7860903158237822,0.0,7.0,10.455943386414942,6.0,0.0,8.399995859261352,0.0,0.0,12.0,1.0,0.314,27.32884658064516,9.0,5,45.0,1.4280600332415827,11.995698366005923,94.30253000000002,8.363600324742874,0.6616207361221313,0.1448251810057497,19.73665552595182
4.0,6.0,0.0,1.0,2.0,50.442537710141295,0.4185450775932085,0.0,15.0,7.57455288300123,12.0,0.0,28.31537337355322,0.0,0.0,9.0,1.0,0.314,27.32884658064516,9.0,5,33.0,1.4280600332415827,40.436053041084236,94.21941200000003,5.836266816397009,0.7274629473686218,0.19312284623381734,24.98920197011448
4.0,7.0,1068.0,1.0,1.0,70.1826668652331,5.8832468943408305,3.977828445643949,38.0,10.499533773819905,12.0,0.6592391122728825,23.013821530098213,0.0,45.0,15.0,1.0,0.314,27.32884658064516,9.0,5,113.0,1.4280600332415827,32.86511873928791,92.59242666666665,7.668016753636292,1.0868849754333496,0.15333214631120273,26.119286120814476
4.0,5.0,1376.0,1.0,1.0,82.44597577089091,4.475348475346047,3.505015367244112,24.0,4.626779589759216,6.0,6.6020986297578865,20.915694416990497,0.0,13.0,1.0,1.0,0.314,27.32884658064516,9.0,5,13.0,1.4280600332415827,29.868867264398236,95.05041900000003,9.079773591096714,1.3127416372299194,0.18178748914987944,24.270809848939244
