Period (d),Initial GI (%),Initial pH, Composting Method,Compost volume (m3),Application Rate (%DW),Additive_2,V2_Ventilation Interval (min),Material_3,Initial Moisture Content (%),M1_is Enclosed,V5_Ventilation rate (L/min/kg iniDW),Turning times,Material_Main,Initial C/N (%),Additive_4,V1_Ventilation Type,V3_Ventilation Duration (min),V4_Ventilation Day,Additive_3,Material_2,Additive_1,Initial TN (%),Initial TC (%),Final GI (%),NH3-N loss (%),N2O-N loss (%),CH4-C loss (%),CO2-C loss (%)
106.0,27.32884658064516,10.808279045077699,0.0,4.210797122302158,8.137481193964723,11.0,0.0,5.0,51.74923630963591,1.0,7.525629694241439,27.0,8,20.923540908881872,1.0,0.0,3.5536948367945698,58.0,4.0,5.0,2.0,2.1457865217391303,44.89745206933603,97.99667100000002,6.49913203246049,0.8585991859436035,0.22161505364562925,25.093733684684747
65.0,27.32884658064516,7.069869165366339,2.0,4.210797122302158,4.844480147679514,11.0,0.0,2.0,66.16035712815867,0.0,8.690422390333461,3.0,8,18.63236034284961,1.0,0.0,1.4626563416525862,63.0,4.0,5.0,14.0,2.1457865217391303,39.98106769187337,99.01040500000005,5.39766832408588,0.5409841537475586,0.17746592224535795,26.131490822416694
96.0,27.32884658064516,4.391221522455395,1.0,4.210797122302158,0.26615562796204584,0.0,0.0,2.0,50.84374715558968,0.0,0.0,13.0,8,6.302895807628018,1.0,2.0,0.0,0.0,4.0,5.0,19.0,2.1457865217391303,13.524668871934272,96.10504800000001,3.3841326474973212,0.70301753282547,0.175332151161582,25.50648228928554
67.0,27.32884658064516,8.713077211532738,0.0,4.210797122302158,0.47864523585724683,13.0,0.0,2.0,57.613170739661115,1.0,0.0,31.0,8,26.10476536013856,1.0,2.0,0.0,0.0,4.0,4.0,14.0,2.1457865217391303,55.18430117025849,96.076078,1.577223295590777,1.0131365060806274,0.2309985796837304,1000000.0
118.0,27.328846580645163,5.797123501123597,2.0,4.210797122302158,1.2642492501718694,9.0,0.0,2.0,49.43007080471077,0.0,0.06789163941293366,5.0,8,7.890384602155704,1.0,2.0,0.0,0.0,4.0,8.0,4.0,2.1457865217391303,16.93108093064368,96.67464899999999,1.6298791589794246,0.06646313518285751,0.14916278937441904,20.300197237349803
85.0,27.32884658064516,10.62585570483834,0.0,4.210797122302158,8.166203080679844,7.0,0.0,4.0,75.7270618183805,1.0,2.0447879349408122,9.0,8,7.426476497671987,1.0,0.0,0.9975718288991953,80.0,4.0,13.0,8.0,2.1457865217391303,15.935633172716972,98.46085100000002,6.783709264286783,0.7994287014007568,0.20634896238239928,28.313610202331915
115.0,27.32884658064516,8.064994098552006,0.0,4.210797122302158,1.2304248096986459,0.0,0.0,3.0,71.54821880621753,1.0,0.0,10.0,8,6.653433498538618,1.0,2.0,0.0,0.0,4.0,14.0,14.0,2.1457865217391303,14.276847924451795,95.985024,1.42936858934075,0.9260995388031006,0.25851311462816523,26.449898212724623
95.0,27.32884658064516,11.85500826352709,1.0,4.210797122302158,4.561777315299156,10.0,0.0,9.0,53.05989786444223,0.0,2.921314702799057,22.0,8,44.67989290965804,1.0,0.0,3.8701181432603815,77.0,4.0,4.0,7.0,2.1457865217391303,95.87351199829195,96.08370300000003,5.455723718247271,0.8577650785446167,0.20064822982490385,26.801523993049745
56.0,27.32884658064516,11.996383031850065,0.0,4.210797122302158,0.7252037633126274,3.0,0.0,0.0,79.48753118679159,1.0,0.0,25.0,8,13.10519870570391,1.0,2.0,0.0,0.0,4.0,2.0,38.0,2.1457865217391303,28.120958747412544,96.21768399999999,3.5762766649174704,1.0096160173416138,0.240834172851092,25.356141967237956
15.0,27.32884658064516,9.617845615879041,2.0,4.210797122302158,2.215320739523823,6.0,0.0,0.0,50.3790643169668,1.0,0.0,19.0,8,13.10232022449414,1.0,2.0,0.0,0.0,4.0,2.0,33.0,2.1457865217391303,28.11478214122954,95.259458,2.6823610429228237,1.018607497215271,0.19829223191373255,30.701113870969202
