V4_Ventilation Day,V1_Ventilation Type,M1_is Enclosed,Material_Main,Additive_4, Composting Method,V3_Ventilation Duration (min),Additive_2,Period (d),V2_Ventilation Interval (min),Material_2,V5_Ventilation rate (L/min/kg iniDW),Initial pH,Turning times,Initial Moisture Content (%),Additive_1,Compost volume (m3),Additive_3,Application Rate (%DW),Initial GI (%),Initial C/N (%),Material_3,Initial TN (%),Initial TC (%),Final GI (%),NH3-N loss (%),N2O-N loss (%),CH4-C loss (%),CO2-C loss (%)
0.0,2.0,0.0,9,1.0,2.0,0.0,3.0,109.0,0.0,13.0,0.0,6.0821924818262625,3.0,44.10250506055024,37.0,0.045,4.0,1.0927158754111033,27.32884658064516,31.326740587298595,2.0,1.97,62.06878597609021,104.148818,5.439947336228201,0.32436972856521606,0.17102071844845063,1000000.0
0.0,2.0,1.0,9,1.0,1.0,0.0,8.0,108.0,0.0,13.0,0.0,6.161342734796132,10.0,45.70352045099868,2.0,0.045,4.0,3.9419208471810627,27.32884658064516,43.629829521202254,2.0,1.97,85.95076415676844,103.94771099999998,6.416907139053795,0.3109133839607239,0.1446432288467855,20.04687102077508
0.0,2.0,0.0,9,1.0,1.0,0.0,3.0,118.0,0.0,14.0,0.0,4.3516508381129055,30.0,45.19908972320064,23.0,0.045,4.0,1.4435944480783554,27.32884658064516,43.26638142360055,0.0,1.97,85.23477140449307,104.589115,5.8989544918129955,0.3161175847053528,0.1979023374579063,25.259585533478035
30.0,1.0,1.0,9,1.0,2.0,42.67491892063299,5.0,125.0,1053.0,14.0,6.793801241500682,8.262991854015588,1.0,48.40456380235295,8.0,0.045,4.0,0.3177738026622956,27.32884658064516,41.77656054242029,0.0,1.97,82.29982426856797,104.70973199999999,6.359170684722205,0.8867120146751404,0.1255205021739001,23.29794369879413
9.0,1.0,1.0,9,1.0,1.0,13.3859583579788,0.0,29.0,1028.0,4.0,5.429283344889743,7.786079200810772,31.0,46.87244189620112,8.0,0.045,4.0,3.298056886446885,27.32884658064516,32.4715341437222,3.0,1.97,63.96892226313274,104.06767400000001,7.069949713297182,0.33378422260284424,0.16749006651022275,25.058073339391914
0.0,2.0,0.0,9,1.0,1.0,0.0,12.0,44.0,0.0,8.0,0.0,11.17299195506611,1.0,48.17508697051284,2.0,0.045,4.0,0.5227825079815118,27.32884658064516,40.84748010160036,3.0,1.97,80.46953580015271,104.36647099999995,6.453348007400968,0.3007160425186157,0.16991800484749472,22.320598828685227
0.0,2.0,1.0,9,1.0,2.0,0.0,2.0,51.0,0.0,8.0,0.0,8.223230800000895,3.0,46.84909375534451,2.0,0.045,4.0,1.8207590350809533,27.32884658064516,44.911560889206804,9.0,1.97,88.4757749517374,104.77569299999999,6.449733016683811,0.271305114030838,0.2192225610021426,22.310698364735767
54.0,1.0,1.0,9,1.0,1.0,45.66030385997966,8.0,75.0,1235.0,0.0,3.983659573636376,7.292794132424527,27.0,46.55430795846465,15.0,0.045,4.0,0.31138862339034956,27.32884658064516,39.61258554640967,3.0,1.9700000000000002,78.03679352642705,104.733941,1000000.0,1000000.0,1000000.0,1000000.0
0.0,2.0,0.0,9,1.0,1.0,0.0,9.0,125.0,0.0,6.0,0.0,11.607654202184278,0.0,43.791962259401,23.0,0.045,4.0,4.468409988878792,27.32884658064516,38.561225050613224,0.0,1.97,75.96561334970805,105.06527100000001,5.407121458598185,0.3319527506828308,0.16872688648857556,17.0901906000986
4.0,1.0,1.0,9,1.0,0.0,27.71682430437338,7.0,23.0,768.0,8.0,3.965736896212725,5.599367809189875,29.0,49.66070323517275,31.0,0.045,4.0,2.083229500412862,27.32884658064516,38.211929106328725,5.0,1.97,75.2775003394676,104.56277299999999,6.7703091188175915,1.164391279220581,0.15036944149982268,28.606499720673398
13.0,1.0,1.0,9,1.0,1.0,41.654344183910354,0.0,75.0,646.0,2.0,0.4509039348691868,9.411073116927039,0.0,45.20951525744704,14.0,0.045,4.0,2.509945429395879,27.32884658064516,37.70998488889545,3.0,1.97,74.28867023112403,107.083911,6.678494050002637,0.32100772857666016,0.14097316342302196,21.06273061529706
5.0,1.0,1.0,9,1.0,1.0,47.5645126768078,8.0,37.0,424.0,2.0,5.423469006574483,7.298516770727111,4.0,46.80048927580201,36.0,0.045,4.0,4.37925698409211,27.32884658064516,33.161480543255706,0.0,1.97,65.32811667021375,105.38780099999998,6.376988420044921,0.7110748291015625,0.1525875481355437,22.25637619325767
0.0,2.0,0.0,9,1.0,1.0,0.0,11.0,41.0,0.0,3.0,0.0,9.059933945285092,27.0,48.72617894757448,30.0,0.045,4.0,2.680169541883599,27.32884658064516,40.40655458061366,3.0,1.97,79.6009125238089,102.87500599999997,5.806864069541691,0.24810844659805298,0.1913932885411316,27.40427053678821
0.0,2.0,1.0,9,1.0,0.0,0.0,3.0,62.0,0.0,0.0,0.0,8.909080826632938,29.0,46.509821555600816,31.0,0.045,4.0,1.849428004385423,27.32884658064516,36.45669948977094,4.0,1.97,73.50496639879849,105.064683,5.759173929575786,0.26016882061958313,0.22062554251554217,1000000.0
57.0,1.0,0.0,9,1.0,1.0,30.817313650949536,2.0,76.0,29.0,5.0,3.5218061623855923,5.420704471676492,29.0,48.304909214236766,15.0,0.045,4.0,9.327780998084691,27.32884658064516,40.841685998820815,0.0,1.97,80.458121417677,103.542704,7.098589708619685,0.3509584367275238,0.17089329161941716,25.15220508601378
0.0,2.0,0.0,9,1.0,2.0,0.0,1.0,76.0,0.0,12.0,0.0,9.560100227429551,17.0,47.21659675011626,7.0,0.045,4.0,9.573676186379373,27.32884658064516,36.07682404220618,3.0,1.97,71.07134336314617,103.76753799999999,5.379415667670538,0.18733975291252136,0.15567467107141938,25.27184087607721
64.0,1.0,1.0,9,1.0,2.0,16.996680034746987,5.0,72.0,119.0,8.0,9.007736160638602,4.948402021504169,24.0,43.79185649519165,23.0,0.045,4.0,2.8872910598697996,27.32884658064516,40.14688157733478,0.0,1.97,79.08935670734952,103.990562,6.916428012122602,0.7076118588447571,0.18029428355599372,27.98657442728539
0.0,2.0,1.0,9,1.0,0.0,0.6450410333490619,12.0,40.0,0.0,0.0,0.0,11.190024064334677,21.0,44.04068701992331,28.0,0.045,4.0,0.7580234253134899,27.328846580645163,34.599769744061014,9.0,1.97,68.1615463958002,104.50078099999995,5.267340896360976,0.330664724111557,0.21373730821591186,27.18016865461638
0.0,1.0,0.0,9,1.0,1.0,27.646550625978566,8.0,50.0,927.0,14.0,3.3115939619500425,8.673306648896943,8.0,46.78978839299769,20.0,0.045,4.0,0.42825817880594474,27.32884658064516,35.05379359601572,0.0,1.97,69.05597338415097,106.033605,5.53188328986038,0.24776950478553772,0.1386386541887427,31.284865062495413
0.0,2.0,1.0,9,1.0,0.0,0.0,15.0,33.0,0.0,6.0,0.0,7.734948666788836,8.0,46.73550036842102,37.0,0.045,4.0,5.081338313015163,27.32884658064516,32.281043194778405,4.0,1.97,63.59365509371346,104.19335799999995,5.567252463103852,0.26772376894950867,0.19093621705176053,25.874063772177074
0.0,2.0,1.0,9,1.0,1.0,0.0,0.0,56.0,0.0,5.0,0.0,5.471267771532351,8.0,46.244177974430585,25.0,0.045,4.0,7.183779621296678,27.32884658064516,40.480166545995715,5.0,1.97,79.74592809561156,103.95144100000002,5.300166773990991,0.33538004755973816,0.20124910212454755,23.005013569474645
0.0,2.0,1.0,9,1.0,1.0,0.0,6.0,23.0,0.0,2.0,0.0,7.579148675678759,5.0,45.604959669319314,10.0,0.045,4.0,7.29326330441779,27.32884658064516,32.41298910521734,4.0,1.97,63.85358853727816,104.24612700000003,4.785842441305867,0.16802306473255157,0.23565909161538323,23.76622690394507
27.0,0.0,1.0,9,1.0,0.0,55.939718054697586,3.0,115.0,0.0,14.0,6.580947028342888,4.6639918677439685,21.0,45.69060669491924,19.0,0.045,4.0,2.122540763022367,27.32884658064516,39.998978412970764,2.0,1.97,78.79798747355241,104.46103299999996,2.9917290470590907,0.07768046110868454,0.22591345919844313,24.78993222106812
8.0,0.0,0.0,9,1.0,2.0,28.897397161234796,15.0,73.0,0.0,8.0,8.355406198536931,10.176675869240999,18.0,46.220261618784676,25.0,0.045,4.0,9.635962528179551,27.32884658064516,32.344541341366906,5.0,1.97,63.7187464424928,103.29776799999992,3.863296567963424,0.2860628664493561,0.1919550921109427,26.165470996866855
0.0,2.0,1.0,9,1.0,2.0,0.0,5.0,41.0,0.0,4.0,0.0,10.745628686824649,0.0,46.285802833792715,24.0,0.045,4.0,4.815469000032936,27.32884658064516,45.4373375647394,5.0,1.97,89.51155500253662,106.11408800000002,5.300166773990991,0.33318963646888733,0.19400566010439074,21.18867993798091
0.0,2.0,1.0,9,1.0,0.0,0.0,15.0,71.0,0.0,12.0,0.0,4.926473659058946,31.0,46.479688454719366,31.0,0.045,4.0,8.327852908844445,27.32884658064516,37.44451272068666,4.0,1.97,73.76569005975271,103.70045799999997,6.437214253509733,0.2638454735279083,0.18991163778506076,25.787424546797645
7.0,1.0,1.0,9,1.0,2.0,43.41649065389242,5.0,38.0,599.0,8.0,3.9605105553279216,4.833881020797986,14.0,44.05349334994756,17.0,0.045,4.0,6.4081994444784085,27.32884658064516,34.6159325460416,0.0,1.97,68.19338711570195,105.605207,6.5670112912513,0.5863733887672424,0.1553066907214104,27.41443116195954
1.0,0.0,1.0,9,1.0,1.0,51.911794572078364,15.0,74.0,0.0,0.0,6.605280533895332,11.762073389206641,26.0,44.353365159669444,4.0,0.045,4.0,4.443593671963467,27.32884658064516,42.981023103102416,5.0,1.97,84.67261551311177,103.49420499999992,3.551694845793956,0.07299413532018661,0.22328559795199285,23.46092145788203
77.0,1.0,1.0,9,1.0,1.0,18.96548308448922,6.0,126.0,830.0,4.0,2.5828468911816893,6.379396540364884,5.0,44.266902319961986,8.0,0.045,4.0,1.8679121279679212,27.32884658064516,44.39971657199715,3.0,1.97,87.46744164683439,104.381732,6.169147813515826,1.009943962097168,0.11916259192885906,22.560894866857065
7.0,0.0,0.0,9,1.0,2.0,14.926526877781665,2.0,37.0,0.0,14.0,6.093030443365707,10.749528174322306,28.0,44.07239357829518,36.0,0.045,4.0,2.2623063422142566,27.32884658064516,31.116882373034755,9.0,1.97,61.300258274878466,105.08865899999996,3.9258271794041733,0.15729916095733643,0.19497073428590467,28.998409259218622
52.0,1.0,0.0,9,1.0,2.0,47.86477457199542,0.0,62.0,1054.0,0.0,9.485814992234468,10.935854740187105,31.0,45.37957385413172,23.0,0.045,4.0,4.685445820533846,27.32884658064516,36.49595706083243,4.0,1.97,71.89703540983989,104.34846199999998,7.074779352295493,0.48720425367355347,0.14334018497990142,26.07161305651117
7.0,0.0,1.0,9,1.0,1.0,21.059635704299613,1.0,132.0,0.0,13.0,3.801966456847393,9.408938366376884,5.0,45.35875562221258,38.0,0.045,4.0,9.941446331054959,27.32884658064516,41.88533463957471,3.0,1.97,82.51410923996217,104.62616599999997,3.327039461582173,0.19853095710277557,0.2036913657414369,24.674997095914346
7.0,0.0,1.0,9,1.0,0.0,59.47948627057864,0.0,49.0,0.0,12.0,0.1865454251529941,4.659429716892073,10.0,44.66317815411374,19.0,0.045,4.0,3.873361534882256,27.32884658064516,34.02028572925307,4.0,1.97,67.01996288662855,104.75196799999996,3.327039461582173,0.11032790690660477,0.20779288151943814,28.724647172584852
79.0,0.0,1.0,9,1.0,0.0,40.39719375295744,8.0,126.0,0.0,0.0,8.101948724364359,4.463971042979141,30.0,44.90314472173075,28.0,0.045,4.0,7.155692790416623,27.32884658064516,42.775051776721405,3.0,1.97,84.26685200014117,103.40399899999997,3.3586457803725778,0.0795854702591896,0.1826840578681355,26.21600850886428
58.0,1.0,1.0,9,1.0,1.0,5.011715873307974,0.0,82.0,270.0,4.0,6.891053230109049,4.825523916053096,8.0,46.685303545321716,14.0,0.045,4.0,1.393878406270166,27.32884658064516,38.500881234053345,5.0,1.97,75.84673603108509,105.14517099999999,6.11336586555742,0.9316070079803467,0.18084918414946535,26.43671510809686
56.0,0.0,1.0,9,1.0,1.0,14.375754428257235,5.0,105.0,0.0,5.0,8.628668806057822,9.39063609395373,20.0,44.86452190996173,25.0,0.045,4.0,0.7907222304100064,27.32884658064516,32.75402872612631,0.0,1.97,64.52543659046883,104.69520299999995,2.9917290470590907,0.9243059158325195,0.21000265300142346,27.280458499722382
9.0,1.0,1.0,9,1.0,1.0,42.007926787996354,1.0,89.0,418.0,2.0,3.2299334316102826,11.358383726244291,20.0,47.186249166936214,16.0,0.045,4.0,3.8264950964858975,27.32884658064516,34.424711440444675,0.0,1.97,67.816681537676,104.73656799999999,6.672072137831805,0.3536990284919739,0.1653900450784476,24.52141556959226
71.0,0.0,1.0,9,1.0,2.0,15.88163651173839,8.0,89.0,0.0,14.0,7.704788287046407,9.898920637964556,19.0,48.8814440512219,36.0,0.045,4.0,4.046619594599525,27.32884658064516,33.736048423740556,5.0,1.97,68.44894957070093,102.47897599999996,2.958903169429075,0.18788331747055054,0.18225422668875935,1000000.0
0.0,2.0,1.0,9,1.0,0.0,0.0,3.0,26.0,0.0,6.0,0.0,11.202001833133371,29.0,45.47743342786779,15.0,0.045,4.0,1.6053487411148966,27.32884658064516,41.752795758088624,0.0,1.97,82.25300764343459,105.16032,6.041178071060997,0.1708553582429886,0.22185188240523762,28.709257505836955
0.0,2.0,1.0,9,1.0,0.0,0.0,13.0,108.0,0.0,2.0,0.0,5.195424349641352,22.0,45.82909131758295,17.0,0.045,4.0,0.3761433700981111,27.32884658064516,34.52160428127209,9.0,1.97,68.00756043410601,104.38311299999994,6.093612478879862,0.1997889280319214,0.23226139183180522,22.711600218438846
51.0,1.0,1.0,9,1.0,0.0,54.97003379512641,1.0,102.0,471.0,0.0,9.190831900034356,7.712846682039046,0.0,48.601252003659035,15.0,0.045,4.0,8.552730936385133,27.328846580645163,28.625510808369043,2.0,-0.0724444747503259,52.67435445141434,106.17377100000002,1000000.0,1000000.0,1000000.0,1000000.0
34.0,0.0,1.0,9,1.0,0.0,4.0033633301027995,0.0,99.0,0.0,6.0,7.020774991142523,11.417339353714809,1.0,46.359821224619864,12.0,0.045,4.0,2.0606354279268704,27.32884658064516,40.46563584207669,2.0,1.97,79.71730260889109,105.03023299999997,3.1864395867822783,0.8975496888160706,0.20723193009836086,23.255815114310757
0.0,2.0,0.0,9,1.0,1.0,0.0,5.0,63.0,0.0,4.0,0.0,10.966924038471051,6.0,47.07817292341551,30.0,0.045,4.0,4.0606700437465335,27.32884658064516,44.93180544491113,3.0,1.97,88.51565672647492,103.93028,5.439947336228201,0.27335241436958313,0.19314396345180862,20.0751158946963
0.0,2.0,0.0,9,1.0,1.0,0.0,15.0,102.0,0.0,3.0,0.0,4.630970426509674,22.0,48.595702337032826,13.0,0.045,4.0,1.6130622859215427,27.32884658064516,36.9799196151248,2.0,1.97,72.85044164179585,103.40619799999996,6.515397182602283,0.16175389289855957,0.1924385586667714,21.70632357195514
9.0,0.0,1.0,9,1.0,2.0,26.931539277750613,7.0,44.0,0.0,3.0,1.4347977862212447,4.663912379573783,5.0,46.20060819441427,28.0,0.045,4.0,1.3843556220040336,27.32884658064516,33.95696801314627,2.0,1.97,66.89522698589816,104.40087299999996,2.958903169429075,0.8984487056732178,0.20189259321336286,21.80009104153317
40.0,1.0,0.0,9,1.0,1.0,40.82505994908196,1.0,65.0,272.0,0.0,3.244296889636482,8.285112029885834,22.0,43.982858814616776,14.0,0.045,4.0,3.4822834013114212,27.32884658064516,33.43375143354517,3.0,1.97,65.86449032408399,104.48886899999998,7.165942568810901,0.3535623550415039,0.1404080622795999,25.764729739677247
0.0,2.0,0.0,9,1.0,1.0,0.0,8.0,15.0,0.0,13.0,0.0,11.84300282399304,23.0,44.706630974532295,6.0,0.045,4.0,5.117412189698097,27.32884658064516,40.43906866166184,9.0,1.97,79.66496526347383,104.81926,5.872949805816533,0.1839124858379364,0.17406683530351724,30.842810445078477
0.0,2.0,1.0,9,1.0,1.0,0.5774696279156937,13.0,54.0,0.0,4.0,0.0,6.151610116623334,17.0,46.25444347693127,31.0,0.045,4.0,7.413243695262123,27.32884658064516,36.561634117367866,2.0,1.97,72.0264192112147,104.05835799999997,5.567252463103852,0.26553335785865784,0.20163077833754497,23.73252834033618
0.0,2.0,1.0,9,1.0,1.0,0.0,0.0,60.0,0.0,13.0,0.0,10.913225152360129,16.0,46.49215713484116,13.0,0.045,4.0,9.213017437355925,27.32884658064516,33.8800920543167,2.0,1.97,66.74378134700389,104.19167300000001,5.582170915476202,0.18733975291252136,0.19426878584395868,28.70038970400925
2.0,1.0,1.0,9,1.0,2.0,45.75348692515897,1.0,22.0,286.0,13.0,7.795249607379483,7.651840225514102,2.0,45.86830828629171,8.0,0.045,4.0,8.20216765480517,27.32884658064516,34.144740701710546,2.0,1.97,67.26513918236978,105.74697800000001,6.133979866712713,0.3937394320964813,0.16572302716791074,25.834065353077172
13.0,1.0,1.0,9,1.0,0.0,5.931075053182542,6.0,127.0,855.0,2.0,5.320353649565501,11.544738683514787,2.0,44.49455376589847,20.0,0.045,4.0,4.889469488221873,27.32884658064516,40.19062387219648,3.0,1.97,78.03501565827324,103.967438,5.798535846442194,0.5243320465087891,0.1532621918062992,1000000.0
72.0,1.0,0.0,9,1.0,2.0,58.276899671767055,0.0,131.0,399.0,8.0,9.054865005715655,11.463285159916115,20.0,43.92079777059121,22.0,0.045,4.0,1.7446704097612387,27.32884658064516,37.08577120426659,2.0,1.97,73.0589692724052,105.114965,6.357578411549682,1.057134985923767,0.1465607194407972,28.93057854720342
42.0,1.0,1.0,9,1.0,0.0,47.638507659535314,7.0,43.0,277.0,4.0,3.889102506145162,9.885628398167878,1.0,44.393715758655226,31.0,0.045,4.0,7.066271232758842,27.32884658064516,43.58518136463276,4.0,1.97,85.86280728832654,105.10112799999997,6.2064670373110475,0.6459095478057861,0.14144153467778614,23.370427674512293
75.0,1.0,0.0,9,1.0,2.0,56.8635057051806,8.0,105.0,324.0,6.0,2.6889696448880978,11.736369549849794,15.0,45.35724750524281,33.0,0.045,4.0,1.3753678090203962,27.32884658064516,37.1354830997205,0.0,1.97,73.15690170644939,104.678355,6.173977452514135,1.0925679206848145,0.14827408565335679,28.45136307233289
0.0,2.0,0.0,9,1.0,1.0,0.0,13.0,24.0,0.0,3.0,0.0,11.94971758481162,1.0,46.67742781670145,25.0,0.045,4.0,9.55603131111103,27.32884658064516,32.84354722453417,9.0,1.97,64.70178803233232,105.52909499999996,5.707033025341062,0.32537057995796204,0.19518621663307067,23.427537370405858
17.0,0.0,1.0,9,1.0,0.0,57.661751566515306,0.0,44.0,0.0,3.0,0.504613586243591,5.939178985983435,0.0,43.990078563811544,37.0,0.045,4.0,3.1693275533005028,27.328846580645163,41.0925601016106,5.0,1.97,80.95234340017288,106.68247199999998,2.9917290470590907,0.1355346143245697,0.17309280694974577,20.718266327938696
41.0,1.0,1.0,9,1.0,0.0,18.003442766494803,8.0,123.0,285.0,12.0,2.9879617819015483,6.356852514334182,24.0,46.17837648534571,2.0,0.045,4.0,3.751424951748943,27.32884658064516,34.24711186230025,4.0,1.97,68.98563897409818,104.43307899999998,9.815558259209505,0.5597637891769409,0.13851534270475452,1000000.0
46.0,0.0,1.0,9,1.0,0.0,48.6935546485993,2.0,65.0,0.0,5.0,5.109325954522537,8.626953708833227,29.0,44.7106881502342,15.0,0.045,4.0,1.3503968297565319,27.32884658064516,33.59763410239936,9.0,1.97,66.18733918172674,104.52103299999995,3.7327403441290934,0.7517436742782593,0.21129080975817144,27.0317264590384
2.0,1.0,1.0,9,1.0,2.0,32.60762770188521,2.0,117.0,940.0,13.0,7.782891837178372,6.118756137474364,27.0,45.624548112203215,25.0,0.045,4.0,4.494891973799296,27.32884658064516,33.7276020701177,5.0,1.97,66.44337607813186,105.59847399999998,6.630306246092727,0.567090630531311,0.15424176433192993,23.82168501134697
0.0,2.0,0.0,9,1.0,1.0,0.0,11.0,46.0,0.0,5.0,0.0,7.100387791724579,21.0,44.64520551800771,27.0,0.045,4.0,5.4227415209917345,27.328846580645163,32.29843104603593,0.0,1.9699999999999998,62.96639838736052,103.69892799999997,1000000.0,1000000.0,1000000.0,1000000.0
0.0,2.0,0.0,9,1.0,2.0,0.0,7.0,17.0,0.0,0.0,0.0,7.7872836041602085,23.0,43.40240465905259,21.0,0.045,4.0,6.281818393583466,27.32884658064516,40.42688327500342,3.0,1.97,79.64096005175674,104.012927,5.9334814743741955,0.1652090698480606,0.21947274691692992,27.130391260568853
0.0,2.0,0.0,9,1.0,2.0,0.0,8.0,21.0,0.0,6.0,0.0,6.263489196343134,5.0,44.79055350614061,6.0,0.045,4.0,9.14849489694618,27.32884658064516,32.9907142315027,5.0,1.97,64.99170703606032,104.237979,5.346589790040523,0.1839124858379364,0.17112129381584457,24.51305940387255
0.0,2.0,1.0,9,1.0,1.0,0.0,3.0,70.0,0.0,6.0,0.0,7.984992634497431,6.0,44.39474723938476,36.0,0.045,4.0,2.5905350330952737,27.32884658064517,32.310718186924305,2.0,1.97,63.65211482824088,104.82818000000002,5.300166773990991,0.24727392196655273,0.22237801683641747,19.823879813553077
0.0,2.0,1.0,9,1.0,2.0,0.0,7.0,98.0,0.0,4.0,0.0,4.728795392904961,17.0,45.65562447812499,16.0,0.045,4.0,8.883656692549579,27.32884658064516,34.16682656316377,4.0,1.97,67.30864832943261,103.595508,5.549345037846186,0.1817220151424408,0.19340112175920693,22.05815913849771
0.0,2.0,1.0,9,1.0,0.0,0.0,0.0,55.0,0.0,14.0,0.0,5.671942138519143,9.0,49.4498127380108,19.0,0.045,4.0,1.1922061974694598,27.32884658064516,34.973923433942,4.0,1.97,68.89862916486574,103.823007,5.300166773990991,0.19531267881393433,0.22370062298260612,27.059179301173458
8.0,0.0,1.0,9,1.0,2.0,51.58203623632858,2.0,42.0,0.0,0.0,5.577427993969536,11.352936569320967,0.0,50.5928667458539,36.0,0.045,4.0,7.151107100227572,27.32884658064516,39.58444301402936,5.0,1.97,80.49135580339131,105.75278999999999,2.9917290470590907,0.1810433268547058,0.17939640433423087,1000000.0
1.0,1.0,1.0,9,1.0,0.0,20.206637249979092,8.0,80.0,829.0,12.0,7.218536633920902,10.36156779545807,13.0,45.91811576215348,25.0,0.045,4.0,7.142981010539238,27.32884658064516,45.27305197174899,2.0,1.97,89.18791238434551,104.89691099999999,5.564372874657292,0.320302277803421,0.12820388988281953,27.85817727829091
7.0,1.0,1.0,9,1.0,0.0,16.294716920155402,5.0,14.0,592.0,4.0,0.23113840540255115,7.570539374446176,25.0,50.56570984941788,22.0,0.045,4.0,2.1175729072276726,27.32884658064516,37.14463839982554,2.0,1.97,73.17493764765631,106.34488900000001,7.086949394856475,0.6307728290557861,0.14128853313132267,27.620767987771583
9.0,0.0,1.0,9,1.0,0.0,2.545974645814988,1.0,17.0,0.0,8.0,8.94946644366465,12.032382455971955,12.0,45.0508166608303,7.0,0.045,4.0,2.083746956629634,27.32884658064516,37.56431752303635,9.0,1.97,74.0017055203816,104.30305299999996,2.6580708726116753,0.8975496888160706,0.2387113821395268,30.691824118625576
