ID,Title,Author,Location,Journal,Material_Main,Material_2,Material_3,Additive Species,Additive_1,Additive_2,Additive_3,Additive_4,Application Rate (%DW),Initial Moisture Content (%),Initial pH,Initial TN (%),Initial TC (%),Initial C/N (%),Initial EC (ms/cm),Initial GI (%),Initial FW (kg),Initial DW (kg),Initial NH3-N (g/kg),Initial NO2-N (g/kg),Final Moisture Content (%),Final pH,Final TN (%),Final TC (%),Final C/N (%),Final EC (ms/cm),Final GI (%),Final FW (kg),Final DW (kg),Final NH3-N (g/kg),Final NO2-N (g/kg),TN loss (%),NH3-N (g),N2O-N (g),NH3-N loss (%),N2O-N loss (%),TC loss (%),CH4-C (g),CO2-C (g),CH4-C loss (%),CO2-C loss (%),Method,M1_isEnclosed,M2_isTurning,M3_isForce aeration,M4_isVessel,M5_isReactor,Period (d),Compost volume (m3),Initial density (kg/L),V1_Ventilation Type,V2_Ventilation Interval (min),V3_Ventilation Duration (min),V4_Ventilation Day,V5_Ventilation rate (L/min/kg iniDW),V6_Extra,Turning times
38,Reduction of nitrogen loss and Cu and Zn mobility during sludge composting with bamboo charcoal amendment,"Hua Li et al.,2009",China,Environ Sci Pollut Res,Sewage sludge,Rapeseed marc,-,Physical,Biochar,-,-,-,10.6,,,0.807,28.7,35.5638166,,,,206,,,,,1.036,,,,,,109,,,32.2,,,,,,,,,,Reactor,1,1,1,1,1,42,0.4,0.515,Continuous,0,-,21,,-,
38,Reduction of nitrogen loss and Cu and Zn mobility during sludge composting with bamboo charcoal amendment,"Hua Li et al.,2009",China,Environ Sci Pollut Res,Sewage sludge,Rapeseed marc,-,Physical,Biochar,-,-,-,17.7,,,0.794,29.5,37.15365239,,,,210,,,,,1.083,,,,,,113,,,26.7,,,,,,,,,,Reactor,1,1,1,1,1,42,0.4,0.525,Continuous,0,-,21,,-,
38,Reduction of nitrogen loss and Cu and Zn mobility during sludge composting with bamboo charcoal amendment,"Hua Li et al.,2009",China,Environ Sci Pollut Res,Sewage sludge,Rapeseed marc,-,Physical,Biochar,-,-,-,24.7,,,0.782,30.2,38.61892583,,,,214,,,,,1.132,,,,,,117,,,20.4,,,,,,,,,,Reactor,1,1,1,1,1,42,0.4,0.535,Continuous,0,-,21,,-,
38,Reduction of nitrogen loss and Cu and Zn mobility during sludge composting with bamboo charcoal amendment,"Hua Li et al.,2009",China,Environ Sci Pollut Res,Sewage sludge,Rapeseed marc,-,Physical,Biochar,-,-,-,31.8,,,0.723,30.7,42.46196404,,,,218,,,,,1.187,,,,,,120,,,14.6,,,,,,,,,,Reactor,1,1,1,1`,1,42,0.4,0.545,Continuous,0,-,21,,-,
39,Biochar accelerates organic matter degradation and enhances N mineralisation during composting of poultry manure without a relevant impact on gas emissions,"M. Sánchez-García et al.,2015",Spain,Bioresource Technology,Poultry manure,Barley straw,-,None,-,-,-,-,0,65.9341,5.94937,3.2,29.5,9.21875,9.93563,0.0985222,3000,1021.977,8.04075,0.0132118,51.8242,9.12,2.77,19.0299,6.87,10.02,53.4975,,,2.52632,0.033713,73.7,,,,,,,,,,Windrow,0,1,0,0,0,135,4.5,0.666666667,None,-,-,-,-,-,11
39,Biochar accelerates organic matter degradation and enhances N mineralisation during composting of poultry manure without a relevant impact on gas emissions,"M. Sánchez-García et al.,2015",Spain,Bioresource Technology,Poultry manure,Barley straw,-,Physical,Biochar,-,-,-,3,66.989,6.54776,3.2,31.1,9.71875,7.69195,0.0985222,3000,990.33,8.50255,0.00683371,44.3077,9.09,2.58,21.3108,8.26,9.09,52.9064,,,1.3854,0.178132,74.9,,,,,,,,,,Windrow,0,1,0,0,0,135,4.5,0.666666667,None,-,-,-,-,-,11
40,不同用量竹炭对污泥堆肥过程温室气体排放的影响,"Qiujie Xiang et al.,2017",China,Environmental Science (in Chinese),Sewage sludge,Straw,-,None,-,-,-,,0,68.45,7.85,2.53,31.843,12.58616601,,,62.5,19.71875,,,45.6122,,2.10548,27.2063,12.92166157,,,,,,,,,0.440853636,,0.228125,,6.34881,,0.28012436,,Reactor,1,1,1,1,1,44,0.273,0.228937729,Intermittent ,20,20,44,0.46008,-,6
40,不同用量竹炭对污泥堆肥过程温室气体排放的影响,"Qiujie Xiang et al.,2017",China,Environmental Science (in Chinese),Sewage sludge,Straw,-,Physical,Biochar,-,-,,5.890009954,66.71,7.89,2.511,33.567,13.36798088,,,63.75,21.222375,,,37.5603,,2.00107,29.5263,14.75525594,,,,,,,,,0.368384545,,0.241106719,,5.55165,,0.232371079,,Reactor,1,1,1,1,1,44,0.275,0.231818182,Intermittent ,20,20,44,0.451058824,-,6
40,不同用量竹炭对污泥堆肥过程温室气体排放的影响,"Qiujie Xiang et al.,2017",China,Environmental Science (in Chinese),Sewage sludge,Straw,-,Physical,Biochar,-,-,,11.86352204,67.58,8.1,2.522,35.865,14.22085646,,,65,21.073,,,41.5306,,2.09871,30.6862,14.62145794,,,,,,,,,0.326110909,,0.215053763,,5.4021825,,0.211626934,,Reactor,1,1,1,1,1,44,0.277,0.23465704,Intermittent ,20,20,44,0.442384615,-,6
40,不同用量竹炭对污泥堆肥过程温室气体排放的影响,"Qiujie Xiang et al.,2017",China,Environmental Science (in Chinese),Sewage sludge,Straw,-,Physical,Biochar,-,-,,21.4148812,65.41,8.17,2.506,37.124,14.81404629,,,67.5,23.34825,,,39.3043,,1.95274,30.8327,15.78945482,,,,,,,,,0.259680909,,0.170499603,,6.4698075,,0.24485508,,Reactor,1,1,1,1,1,44,0.282,0.239361702,Intermittent ,20,20,44,0.426,-,6
41,Reducing ammonia emission from poultry manure composting via struvite formation,"Wenxiu Zhang et al.,2007",Canada,Journal of Chemical Technology and Biotechnology,Poultry manure,Sawdust,-,None,-,-,-,-,0,55,8.20028,3.2,41,12.8125,,,,,,,,9.06162,,,,,,,,,,,,,12.84,,,,,,,Reactor,1,1,1,1,1,13,0.06,,Intermittent ,40,20,13,0.72,V1 is Continuous when temperature above 65℃,6
41,Reducing ammonia emission from poultry manure composting via struvite formation,"Wenxiu Zhang et al.,2007",Canada,Journal of Chemical Technology and Biotechnology,Poultry manure,Sawdust,-,Chemical,MgCl?,KH?PO?,-,-,4.12,,6.61765,,,,,,,,,,,8.98459,,,,,,,,,,,,,,,,,,,,Reactor,1,1,1,1,1,13,0.06,,Intermittent ,40,20,13,0.72,V1 is Continuous when temperature above 65℃,6
41,Reducing ammonia emission from poultry manure composting via struvite formation,"Wenxiu Zhang et al.,2007",Canada,Journal of Chemical Technology and Biotechnology,Poultry manure,Sawdust,-,Chemical,MgCl?,KH?PO?,-,-,6.5,,6.34454,,,,,,,,,,,8.82353,,,,,,,,,,,,,,,,,,,,Reactor,1,1,1,1,1,13,0.06,,Intermittent ,40,20,13,0.72,V1 is Continuous when temperature above 65℃,6
41,Reducing ammonia emission from poultry manure composting via struvite formation,"Wenxiu Zhang et al.,2007",Canada,Journal of Chemical Technology and Biotechnology,Poultry manure,Sawdust,-,Chemical,MgCl?,KH?PO?,-,-,11.04,,6.2465,,,,,,,,,,,8.53641,,,,,,,,,,,,,,,,,,,,Reactor,1,1,1,1,1,13,0.06,,Intermittent ,40,20,13,0.72,V1 is Continuous when temperature above 65℃,6
42,Nitrogen transformations and losses during composting of sewage sludge with acidified sawdust in a laboratory reactor ,"Yunbei Li et al.,2015",China,Waste Management & Research,Sewage sludge,Sawdust,-,Chemical,H?SO?,-,-,-,,57.9,3.51,2.13,,,,,,,1.80688,0.0137143,,4.14245,2.23,,,,,,,2.47175,0.0355749,3.76,,,,,,,,,,Reactor,1,1,1,1,1,22,0.0035,,Continuous,0,-,22,,-,11
42,Nitrogen transformations and losses during composting of sewage sludge with acidified sawdust in a laboratory reactor ,"Yunbei Li et al.,2015",China,Waste Management & Research,Sewage sludge,Sawdust,-,Chemical,H?SO?,-,-,-,,58.2,4.45,2.05,,,,,,,2.22533,0.0329008,,4.22649,2.18,,,,,,,2.48784,0.0328357,4.01,,,,,,,,,,Reactor,1,1,1,1,1,22,0.0035,,Continuous,0,-,22,,-,11
42,Nitrogen transformations and losses during composting of sewage sludge with acidified sawdust in a laboratory reactor ,"Yunbei Li et al.,2015",China,Waste Management & Research,Sewage sludge,Sawdust,-,Chemical,H?SO?,-,-,-,,59.4,5.51,2.14,,,,,,,2.41845,0.0219379,,7.81472,2.79,,,,,,,4.16169,2.40125,24.8,,,16.2936,,,,,,,Reactor,1,1,1,1,1,22,0.0035,,Continuous,0,-,22,,-,11
42,Nitrogen transformations and losses during composting of sewage sludge with acidified sawdust in a laboratory reactor ,"Yunbei Li et al.,2015",China,Waste Management & Research,Sewage sludge,Sawdust,-,Chemical,H?SO?,-,-,-,,57.5,6.48,2.15,,,,,,,2.83692,0.0383833,,8.10886,2.67,,,,,,,4.15096,2.12987,28.1,,,18.7427,,,,,,,Reactor,1,1,1,1,1,22,0.0035,,Continuous,0,-,22,,-,11
42,Nitrogen transformations and losses during composting of sewage sludge with acidified sawdust in a laboratory reactor ,"Yunbei Li et al.,2015",China,Waste Management & Research,Sewage sludge,Sawdust,-,None,-,-,-,-,0,58.2,7.56,2.13,,,,,,,2.96569,0.0383853,,8.62143,1.92,,,,,,,3.26575,1.67757,44.7,,,33.8826,,,,,,,Reactor,1,1,1,1,1,22,0.0035,,Continuous,0,-,22,,-,11
43,"Role of Ca-bentonite to improve the humification, enzymatic activities, nutrient transformation and end product quality during sewage sludge composting","Mukesh KumarAwasthiet al.,2018",China,Bioresource Technology,Sewage sludge,Wheat Straw,-,None,-,-,-,-,0,,,,,,,,,,0.526066,0.150324,,5.06,,,21.26,5.64,56.41,,,2.38312,0.786177,,,,,,,,,,,Reactor,1,1,0,1,1,56,0.13,0.5,None,-,-,-,-,-,
43,"Role of Ca-bentonite to improve the humification, enzymatic activities, nutrient transformation and end product quality during sewage sludge composting","Mukesh KumarAwasthiet al.,2018",China,Bioresource Technology,Sewage sludge,Wheat Straw,-,Physical,Bentonite,-,-,-,2,,,,,,,,,,0.510441,0.136501,,6.2,,,18.64,4.7,63.78,,,1.84963,1.00562,,,,,,,,,,,Reactor,1,1,0,1,1,56,0.13,0.5,None,-,-,-,-,-,
43,"Role of Ca-bentonite to improve the humification, enzymatic activities, nutrient transformation and end product quality during sewage sludge composting","Mukesh KumarAwasthiet al.,2018",China,Bioresource Technology,Sewage sludge,Wheat Straw,-,Physical,Bentonite,-,-,-,4,,,,,,,,,,0.468742,0.12095,,7.54,,,15.4,3.02,74.46,,,0.89424,1.45313,,,,,,,,,,,Reactor,1,1,0,1,1,56,0.13,0.5,None,-,-,-,-,-,
43,"Role of Ca-bentonite to improve the humification, enzymatic activities, nutrient transformation and end product quality during sewage sludge composting","Mukesh KumarAwasthiet al.,2018",China,Bioresource Technology,Sewage sludge,Wheat Straw,-,Physical,Bentonite,-,-,-,6,,,,,,,,,,0.442701,0.101944,,8.23,,,12.6,2.78,85.47,,,0.5022,1.2838,,,,,,,,,,,Reactor,1,1,0,1,1,56,0.13,0.5,None,-,-,-,-,-,
43,"Role of Ca-bentonite to improve the humification, enzymatic activities, nutrient transformation and end product quality during sewage sludge composting","Mukesh KumarAwasthiet al.,2018",China,Bioresource Technology,Sewage sludge,Wheat Straw,-,Physical,Bentonite,-,-,-,10,,,,,,,,,,0.395827,0.0794816,,9.84,,,10.41,2.12,93.15,,,0.4526,1.10929,,,,,,,,,,,Reactor,1,1,0,1,1,56,0.13,0.5,None,-,-,-,-,-,
44,Effects of biochar amendment on ammonia emission during composting of sewage sludge,"Krystyna Malinska et al.,2014",Poland,Ecological Engineering,Sewage sludge,Sawdust,-,None,-,-,-,-,0,70.9,7.04,2.1,42,20,,,20,5.82,,,66.9,8.33,,,24,,,,,,,24.4,21.79159747,,,,,,12.44103545,,,Reactor,1,1,1,1,1,16,0.045,0.444444444,Continuous,0,-,16,0.515463918,-,3
44,Effects of biochar amendment on ammonia emission during composting of sewage sludge,"Krystyna Malinska et al.,2014",Poland,Ecological Engineering,Sewage sludge,Sawdust,-,Physical,Biochar,-,-,-,14,71.7,7.28,2,42,21,,,20,5.66,,,71.3,8.42,,,22,,,,,,,9.2,22.39269884,,,,,,13.16755653,,,Reactor,1,1,1,1,1,16,0.045,0.444444444,Continuous,0,-,16,0.530035336,-,3
44,Effects of biochar amendment on ammonia emission during composting of sewage sludge,"Krystyna Malinska et al.,2014",Poland,Ecological Engineering,Sewage sludge,Sawdust,-,Physical,Biochar,-,-,-,14,68.3,7.25,1.7,42.5,25,,,20,6.34,,,70.8,8.32,,,25,,,,,,,8.5,18.77861558,,,,,,12.04442692,,,Reactor,1,1,1,1,1,16,0.045,0.444444444,Continuous,0,-,16,0.47318612,-,3
45,A holistic evaluation of CO2 equivalent greenhouse gas emissions from compost reactors with aeration and calcium superphosphate addition,"Jinshan Liu et al.,2010",China,Journal of Resources and Ecology,Cow manure,Poultry manure,Wheat straw,Physical,Superphosphate,-,-,-,0,60,,,,,,,25,10,,,,,,,,,,,,,,,,0.1686,,0.084,,0.1535,2349,0.355,,Reactor,1,1,0,1,1,76,0.1625,0.153846154,Continuous,0,-,76,0.1275,"0-10d,v5=0.3;11-15d,v5=0.12;16-20d,v5=0.06;21-76d,v5=0.03",7
45,A holistic evaluation of CO2 equivalent greenhouse gas emissions from compost reactors with aeration and calcium superphosphate addition,"Jinshan Liu et al.,2010",China,Journal of Resources and Ecology,Cow manure,Poultry manure,Wheat straw,None,-,-,-,-,7.5,60,,1.57,43.02,27.40127389,,,25,10,,,,,,,,,,,,,,,,0.1326,,0.1,,0.1527,2202,0.355,,Reactor,1,1,0,1,1,76,0.1625,0.153846154,Continuous,0,-,76,0.1275,"0-10d,v5=0.3;11-15d,v5=0.12;16-20d,v5=0.06;21-76d,v5=0.03",7
45,A holistic evaluation of CO2 equivalent greenhouse gas emissions from compost reactors with aeration and calcium superphosphate addition,"Jinshan Liu et al.,2010",China,Journal of Resources and Ecology,Cow manure,Poultry manure,Wheat straw,Physical,Superphosphate,-,-,-,0,60,,,,,,,25,10,,,,,,,,,,,,,,,,0.1046,,0.1,,0.0776,1894,0.355,,Reactor,1,1,1,1,1,76,0.1625,0.153846154,None,-,-,-,-,-,3
45,A holistic evaluation of CO2 equivalent greenhouse gas emissions from compost reactors with aeration and calcium superphosphate addition,"Jinshan Liu et al.,2010",China,Journal of Resources and Ecology,Cow manure,Poultry manure,Wheat straw,None,-,-,-,-,7.5,60,,1.57,43.02,27.40127389,,,25,10,,,,,,,,,,,,,,,,0.0931,,0.067,,0.0322,1878,0.18,,Reactor,1,1,1,1,1,76,0.1625,0.153846154,None,-,-,-,-,-,3
46,The addition of modified attapulgite reduces the emission of nitrous oxide and ammonia from aerobically composted chicken manure,"Kaizhi Xie et al.,2012",China,Journal of the Air & Waste Management Association,Poultry manure,Rice husk,Mushroom residue,None,-,-,-,-,0,55,7.87459,1.094658467,33.3734,30.4875,2.33818,18.9917,1000,450,2.90787,0.683382,,7.10706,1.430800636,32.1013,22.4359,0.435455,98.9221,,,3.25748,0.123014,,,,17.965,8.62769,,,,,,Reactor,1,1,1,1,1,45,2.4,0.416666667,Intermittent ,30,17,45,6.67,-,180
46,The addition of modified attapulgite reduces the emission of nitrous oxide and ammonia from aerobically composted chicken manure,"Kaizhi Xie et al.,2012",China,Journal of the Air & Waste Management Association,Poultry manure,Rice husk,Mushroom residue,Physical,Artifactitious attapulgite,-,-,-,0.444444444,55,7.73601,1.126532432,32.8418,29.153,2.30636,19.4087,1000,450,2.86062,0.703876,,7.46596,3.124335802,30.4873,9.75801,0.823636,120.626,,,2.3315,0.519379,,,,3.22179,1.27637,,,,,,Reactor,1,1,1,1,1,45,2.4,0.416666667,Intermittent ,30,17,45,6.67,-,180
46,The addition of modified attapulgite reduces the emission of nitrous oxide and ammonia from aerobically composted chicken manure,"Kaizhi Xie et al.,2012",China,Journal of the Air & Waste Management Association,Poultry manure,Rice husk,Mushroom residue,Physical,Raw attapulgite,-,-,-,0.444444444,55,7.7218,1.03963782,32.5285,31.2883,2.28727,16.9045,1000,450,2.52991,0.642379,,7.3558,2.378626,31.5696,13.2722,0.639091,114.157,,,2.41653,0.649206,,,,5.63813,3.0741,,,,,,Reactor,1,1,1,1,1,45,2.4,0.416666667,Intermittent ,30,17,45,6.67,-,180
47,Reduction of nitrous oxide emission from pig manure composting by addition of nitrite-oxidizing bacteria,"Yasuyuki Fukumoto et al.,2006",Japan,ENVIRONMENTAL SCIENCE & TECHNOLOGY,Poultry manure,Sawdust,-,None,-,-,-,-,0,61.9,7.5,2.36,,,,,13,,2.1,0.1,,,,,,,,,,,,,,,10.351,8.85,,,,,,Reactor,1,1,1,1,1,112,0.026,0.5,Continuous,0,-,112,2.024,-,12
47,Reduction of nitrous oxide emission from pig manure composting by addition of nitrite-oxidizing bacteria,"Yasuyuki Fukumoto et al.,2006",Japan,ENVIRONMENTAL SCIENCE & TECHNOLOGY,Poultry manure,Sawdust,-,Biological,NOB ,-,-,-,,,,,,,,,13,,,,,,,,,,,,,,,,,,2.046,1.75,,,,,,Reactor,1,1,1,1,1,112,0.026,0.5,Continuous,0,-,112,2.024,-,12
47,Reduction of nitrous oxide emission from pig manure composting by addition of nitrite-oxidizing bacteria,"Yasuyuki Fukumoto et al.,2006",Japan,ENVIRONMENTAL SCIENCE & TECHNOLOGY,Poultry manure,Sawdust,-,Biological,NOB ,-,-,-,,,,,,,,,13,,,,,,,,,,,,,,,,,,2.362,2.02,,,,,,Reactor,1,1,1,1,1,112,0.026,0.5,Continuous,0,-,112,2.024,-,12
48,固氮添加剂降低厨余垃圾堆肥中NH3和H2S排放,"HongYu Zhang et al.,2013",China,Transactions of the Chinese Society of Agricultural Engineering(in Chinese),Food waste,Corn stalk,-,None,-,-,-,-,0,60.59701493,6.1837,1.9,38,20,1.7447,9.74889,,,,,,8.58963,,,,1.7553,93.0576,,,,,,,,24.9,,,,,,,Reactor,1,1,1,1,1,30,0.06,,Continuous,0,-,30,0.2,-,4
48,固氮添加剂降低厨余垃圾堆肥中NH3和H2S排放,"HongYu Zhang et al.,2013",China,Transactions of the Chinese Society of Agricultural Engineering(in Chinese),Food waste,Corn stalk,-,Chemical,Mg(OH)?,H?PO?,-,-,2.138298952,,4.77333,,,,2.12121,17.1344,,,,,,8.66222,,,,2.16098,100.295,,,,,,,,12.6,,,,,,,Reactor,1,1,1,1,1,30,0.06,,Continuous,0,-,30,0.2,-,4
48,固氮添加剂降低厨余垃圾堆肥中NH3和H2S排放,"HongYu Zhang et al.,2013",China,Transactions of the Chinese Society of Agricultural Engineering(in Chinese),Food waste,Corn stalk,-,Physical,Superphosphate,-,-,-,3.200882515,,4.41037,,,,2.26439,6.49926,,,,,,7.88444,,,,2.03106,106.056,,,,,,,,15.3,,,,,,,Reactor,1,1,1,1,1,30,0.06,,Continuous,0,-,30,0.2,-,4
48,固氮添加剂降低厨余垃圾堆肥中NH3和H2S排放,"HongYu Zhang et al.,2013",China,Transactions of the Chinese Society of Agricultural Engineering(in Chinese),Food waste,Corn stalk,-,Chemical,FeCl?,-,-,-,2.215995587,,5.00148,,,,1.75,9.45347,,,,,,8.38222,,,,2.00455,90.9897,,,,,,,,8.9,,,,,,,Reactor,1,1,1,1,1,30,0.06,,Continuous,0,-,30,0.2,-,4
48,固氮添加剂降低厨余垃圾堆肥中NH3和H2S排放,"HongYu Zhang et al.,2013",China,Transactions of the Chinese Society of Agricultural Engineering(in Chinese),Food waste,Corn stalk,-,Chemical,Beta-Cyclodextrin,-,-,-,2.536149595,,5.58222,,,,1.62008,9.15805,,,,,,8.50667,,,,1.71553,80.3545,,,,,,,,8.9,,,,,,,Reactor,1,1,1,1,1,30,0.06,,Continuous,0,-,30,0.2,-,4
49,添加剂对厨余垃圾堆肥氮素转化与氮素损失的影响,"Yanmei Yang et al.,2012",China,Journal of Ecology and Rural Environment(in Chinese),Food waste,Sawdust,-,None,-,-,-,-,0,70,6.3,1.73,45.65,26.38728324,,,,,1.74,0.08,,8.1095,1.33397,,,,,,,1.30101,0.0791233,49.1,,,16.5467,,,,,,,Reactor,1,1,1,1,1,19,,,Continuous,0,-,19,10,-,9
49,添加剂对厨余垃圾堆肥氮素转化与氮素损失的影响,"Yanmei Yang et al.,2012",China,Journal of Ecology and Rural Environment(in Chinese),Food waste,Sawdust,-,Biological,Microbiological agent,-,-,-,3,70,6.3,1.73,45.65,26.38728324,,,,,1.74,0.08,,8.1029,1.43732,,,,,,,1.12424,0.148815,40.5,,,12.879,,,,,,,Reactor,1,1,1,1,1,19,,,Continuous,0,-,19,10,-,9
49,添加剂对厨余垃圾堆肥氮素转化与氮素损失的影响,"Yanmei Yang et al.,2012",China,Journal of Ecology and Rural Environment(in Chinese),Food waste,Sawdust,-,Chemical,MgO,H?PO?,-,-,6.9,70,6.2,1.61,42.42,26.34782609,,,,,1.61,0.07,,7.71372,1.84498,,,,,,,0.190909,0.000680766,40.5,,,12.879,,,,,,,Reactor,1,1,1,1,1,19,,,Continuous,0,-,19,10,-,9
49,添加剂对厨余垃圾堆肥氮素转化与氮素损失的影响,"Yanmei Yang et al.,2012",China,Journal of Ecology and Rural Environment(in Chinese),Food waste,Sawdust,-,Mixture,Microbiological agent,MgO,H?PO?,-,9.9,70,6.2,1.61,42.42,26.34782609,,,,,1.61,0.07,,7.70712,1.89856,,,,,,,0.169697,0.127097,18.9,,,2.9862,,,,,,,Reactor,1,1,1,1,1,19,,,Continuous,0,-,19,10,-,9
50,沸石在猪粪堆肥过程中保氮效果研究,"Ruisheng Zheng et al.,2010",China,Acta Scientiae Circumstantiae(in Chinese),Swine manure,Rice husk,-,Biological,Microbiological agent,-,-,-,2.386634845,58.1,8.33957,1.8680998,48.5705948,26,,,40,16.76,2.16383,0.308411,,7.96683,,,,,,,,0.0427083,0.707944,33.01,,,,,,,,,,Reactor,1,1,1,1,1,35,0.187,0.213903743,Intermittent ,240,10,35,5.966587112,-,6
50,沸石在猪粪堆肥过程中保氮效果研究,"Ruisheng Zheng et al.,2010",China,Acta Scientiae Circumstantiae(in Chinese),Swine manure,Rice husk,-,Mixture,Zeolite,Microbiological agent,-,-,14.31980907,58.1,8.33176,1.7369735,45.161311,26,,,40,16.76,2.07841,0.26215,,7.78537,,,,,,,,0.0427083,0.716355,28.94,,,,,,,,,,Reactor,1,1,1,1,1,35,0.187,0.213903743,Intermittent ,240,10,35,5.966587112,-,6
50,沸石在猪粪堆肥过程中保氮效果研究,"Ruisheng Zheng et al.,2010",China,Acta Scientiae Circumstantiae(in Chinese),Swine manure,Rice husk,-,Mixture,Zeolite,Microbiological agent,-,-,26.25298329,58.1,8.2342,1.5455498,40.1842948,26,,,40,16.76,1.76525,0.276168,,7.70342,,,,,,,,0.0427083,0.601402,21.28,,,,,,,,,,Reactor,1,1,1,1,1,35,0.187,0.213903743,Intermittent ,240,10,35,5.966587112,-,6
50,沸石在猪粪堆肥过程中保氮效果研究,"Ruisheng Zheng et al.,2010",China,Acta Scientiae Circumstantiae(in Chinese),Swine manure,Rice husk,-,Mixture,Zeolite,Microbiological agent,-,-,38.18615752,58.1,8.18152,1.4885897,38.7033322,26,,,40,16.76,1.22908,0.214486,,7.62147,,,,,,,,0.0427083,1.00234,17.39,,,,,,,,,,Reactor,1,1,1,1,1,35,0.187,0.213903743,Intermittent ,240,10,35,5.966587112,-,6
51,保氮剂对水葫芦堆肥进程及氮素损失的影响,"Sen Li et al.,2017",China,Chinese Journal of Applied Ecology(in Chinese)?,Water hyacinth,-,-,Biological,Microbiological agent,-,-,-,3.016290988,66.8467,7.868,1.6298,,,,,200,66.3066,1.49049,0.442105,51.5183,7.47,1.87815,,,,,100.6418961,48.79290216,0.490197,0.633333,15.2,,,,,,,,,,Static,0,1,0,1,0,35,1,0.2,None,-,-,-,-,-,7
51,保氮剂对水葫芦堆肥进程及氮素损失的影响,"Sen Li et al.,2017",China,Chinese Journal of Applied Ecology(in Chinese)?,Water hyacinth,-,-,Mixture,FeSO?,Sodium humate,Superphosphate,Microbiological agent,6.06463077,67.0219,7.896,1.62781,,,,,200,65.9562,1.3552,0.453801,51.2555,7.406,2.00132,,,,,98.50090445,48.01377337,1.04363,0.708188,10.5,,,,,,,,,,Static,0,1,0,1,0,35,1,0.2,None,-,-,-,-,-,7
51,保氮剂对水葫芦堆肥进程及氮素损失的影响,"Sen Li et al.,2017",China,Chinese Journal of Applied Ecology(in Chinese)?,Water hyacinth,-,-,Mixture,FeSO?,Sodium humate,Superphosphate,Microbiological agent,8.869232043,66.1752,7.876,1.62185,,,,,200,67.6496,1.51098,0.430994,50.9927,7.434,2.04503,,,,,99.62236578,48.82223166,1.12972,0.69883,9,,,,,,,,,,Static,0,1,0,1,0,35,1,0.2,None,-,-,-,-,-,7
51,保氮剂对水葫芦堆肥进程及氮素损失的影响,"Sen Li et al.,2017",China,Chinese Journal of Applied Ecology(in Chinese)?,Water hyacinth,-,-,Mixture,FeSO?,Sodium humate,Superphosphate,Microbiological agent,11.87687246,66.3211,7.856,1.62384,,,,,200,67.3578,1.52328,0.439181,50.7008,7.46,2.18212,,,,,97.40430158,48.01954144,1.265,0.735087,4.2,,,,,,,,,,Static,0,1,0,1,0,35,1,0.2,None,-,-,-,-,-,7
52,添加过磷酸钙对蔬菜废弃物堆肥中氨气及温室气体排放的影响,"Yan Yang et al.,2015",China,Chinese Journal of Applied Ecology(in Chinese)?,Poultry manure,Corn stalk,Lettuce,None,-,-,-,-,0,72,,,,25,,,124.97,34.9916,,,,,,,,,,,,,,,8395.925671,179.7295818,,,,92.790225,706.8757636,,,Reactor,1,1,1,1,1,27,0.77,0.162298701,Intermittent ,480,15,27,5.941425942,"0-4d, V2 is 240",1
52,添加过磷酸钙对蔬菜废弃物堆肥中氨气及温室气体排放的影响,"Yan Yang et al.,2015",China,Chinese Journal of Applied Ecology(in Chinese)?,Poultry manure,Corn stalk,Lettuce,Physical,Superphosphate,-,-,-,2.1,72,,,,25,,,125.69,35.1932,,,,,,,,,,,,,,,6331.670718,177.5656909,,,,63.159225,831.2679545,,,Reactor,1,1,1,1,1,27,0.77,0.163233766,Intermittent ,480,15,27,5.907391201,"0-4d, V2 is 240",1
