Feature,Mean_MinDepth,Tree1_MinDepth,Tree2_MinDepth,Tree3_MinDepth,Tree4_MinDepth,Tree5_MinDepth,Tree6_MinDepth,Tree7_MinDepth,Tree8_MinDepth,Tree9_MinDepth,Tree10_MinDepth,Tree11_MinDepth,Tree12_MinDepth,Tree13_MinDepth,Tree14_MinDepth,Tree15_MinDepth,Tree16_MinDepth,Tree17_MinDepth,Tree18_MinDepth,Tree19_MinDepth,Tree20_MinDepth,Tree21_MinDepth,Tree22_MinDepth,Tree23_MinDepth,Tree24_MinDepth,Tree25_MinDepth,Tree26_MinDepth,Tree27_MinDepth,Tree28_MinDepth,Tree29_MinDepth,Tree30_MinDepth,Tree31_MinDepth,Tree32_MinDepth,Tree33_MinDepth,Tree34_MinDepth,Tree35_MinDepth,Tree36_MinDepth,Tree37_MinDepth,Tree38_MinDepth,Tree39_MinDepth,Tree40_MinDepth,Tree41_MinDepth,Tree42_MinDepth,Tree43_MinDepth,Tree44_MinDepth,Tree45_MinDepth,Tree46_MinDepth,Tree47_MinDepth,Tree48_MinDepth,Tree49_MinDepth,Tree50_MinDepth,Tree51_MinDepth,Tree52_MinDepth,Tree53_MinDepth,Tree54_MinDepth,Tree55_MinDepth,Tree56_MinDepth,Tree57_MinDepth,Tree58_MinDepth,Tree59_MinDepth,Tree60_MinDepth,Tree61_MinDepth,Tree62_MinDepth,Tree63_MinDepth,Tree64_MinDepth,Tree65_MinDepth,Tree66_MinDepth,Tree67_MinDepth,Tree68_MinDepth,Tree69_MinDepth,Tree70_MinDepth,Tree71_MinDepth,Tree72_MinDepth,Tree73_MinDepth,Tree74_MinDepth,Tree75_MinDepth,Tree76_MinDepth,Tree77_MinDepth,Tree78_MinDepth,Tree79_MinDepth,Tree80_MinDepth,Tree81_MinDepth,Tree82_MinDepth,Tree83_MinDepth,Tree84_MinDepth,Tree85_MinDepth,Tree86_MinDepth,Tree87_MinDepth,Tree88_MinDepth,Tree89_MinDepth,Tree90_MinDepth,Tree91_MinDepth,Tree92_MinDepth,Tree93_MinDepth,Tree94_MinDepth,Tree95_MinDepth,Tree96_MinDepth,Tree97_MinDepth,Tree98_MinDepth,Tree99_MinDepth,Tree100_MinDepth
Additive_3,10.5,13,2,12,15,15,15,15,2,6,13,15,15,16,17,13,14,17,14,2,6,6,17,14,6,2,12,6,2,16,13,6,17,6,17,2,2,2,15,13,13,13,2,14,15,15,2,15,21,17,15,20,14,12,2,14,2,14,2,2,6,15,2,13,2,14,18,6,16,2,16,6,13,15,20,13,2,13,6,2,7,14,14,6,2,6,15,6,12,16,14,15,14,14,15,2,19,13,2,7,2
Period (d),13.94,13,13,12,15,14,17,15,15,16,13,16,15,16,16,13,14,17,14,17,1,13,17,17,13,16,12,15,13,16,17,15,17,1,15,15,13,13,14,13,15,13,15,14,15,13,15,14,21,17,15,20,14,12,13,14,13,14,14,16,15,12,14,13,12,14,1,13,16,13,16,13,13,1,20,13,12,13,13,19,13,14,14,13,17,14,1,15,12,16,14,22,14,14,15,13,19,13,12,14,15
V1_Ventilation Type,14.26,13,13,12,15,14,15,15,15,16,13,16,15,16,16,13,14,7,7,17,15,13,15,14,13,16,12,15,13,16,7,15,17,17,15,15,13,13,14,13,15,13,15,14,15,13,15,14,21,17,15,20,14,12,13,14,13,14,14,16,15,12,14,13,12,14,18,13,16,13,16,13,13,15,20,13,12,13,13,19,13,14,14,13,17,14,14,15,12,16,14,22,14,14,7,13,19,13,12,14,15
V4_Ventilation Day,12.65,13,13,6,15,14,15,15,6,16,6,16,15,16,16,13,14,13,14,17,15,13,17,7,13,16,12,15,13,6,13,15,17,17,15,15,13,13,14,13,15,6,15,14,15,13,15,14,1,17,15,6,14,12,13,1,6,6,14,16,15,12,14,6,12,14,18,13,16,13,16,6,6,15,20,13,12,13,13,19,13,14,14,13,17,6,6,15,12,16,14,6,14,14,15,13,6,6,12,14,6
Compost volume (m3),14.09,13,13,12,13,14,15,13,17,16,13,16,15,16,13,13,14,13,14,13,15,13,13,14,13,16,12,15,13,16,13,15,17,17,15,15,13,13,14,13,15,13,13,14,15,13,13,14,21,17,15,20,14,12,13,14,13,14,14,16,13,12,14,13,12,14,18,13,16,13,16,13,13,15,20,13,12,13,13,13,13,14,14,13,17,14,14,15,12,16,14,7,14,14,15,13,13,13,12,14,15
V3_Ventilation Duration (min),11.42,15,2,12,15,14,15,17,2,15,2,16,15,16,2,13,14,13,15,13,2,2,2,17,17,2,13,13,15,15,2,2,17,17,15,15,13,13,2,15,13,2,13,15,15,15,15,14,2,17,15,17,14,15,13,14,13,2,2,16,15,12,14,13,15,2,15,2,16,13,16,13,13,17,20,2,2,2,13,15,17,2,14,15,17,14,2,15,12,16,14,22,14,15,2,2,19,17,2,2,2
V5_Ventilation rate (L/min/kg iniDW),14.15,7,13,12,15,15,15,15,15,16,13,16,15,16,17,7,14,17,14,17,15,7,17,14,13,16,12,15,7,16,13,17,17,17,15,15,13,13,14,7,15,13,15,14,15,13,15,14,21,17,15,20,14,12,13,14,13,14,14,16,15,12,14,13,12,14,18,13,16,13,16,13,13,15,20,13,12,13,13,19,13,14,14,13,17,14,14,15,7,16,14,22,14,14,15,13,19,13,7,14,7
Application Rate (%DW),13.75,13,13,12,15,14,15,15,15,16,13,16,15,16,16,13,14,7,15,17,15,13,17,14,13,16,12,15,13,16,13,15,17,15,15,15,7,13,14,13,15,13,13,14,15,13,15,14,21,17,15,20,14,12,13,14,13,14,14,7,15,12,14,7,12,7,18,13,7,13,16,13,13,7,20,13,12,7,13,19,13,14,14,7,17,14,15,15,12,16,14,22,14,14,15,13,19,13,12,7,7
Initial TN (%),13.94,13,13,12,15,14,15,15,15,16,13,16,15,16,16,13,14,13,14,17,15,13,17,14,13,16,12,15,13,7,13,15,17,17,15,15,13,13,14,13,15,13,15,14,15,13,15,14,21,17,15,20,14,12,13,14,13,14,14,16,15,7,14,13,12,14,18,13,16,13,16,13,13,7,7,13,12,13,13,19,13,14,14,13,17,14,14,15,12,16,7,22,14,14,15,13,7,13,12,7,15
Initial pH,13.59,7,13,12,15,7,15,15,7,16,13,16,15,16,16,13,14,13,7,17,17,13,17,14,13,16,12,15,13,16,13,7,17,7,15,7,13,13,14,13,15,13,15,14,15,13,15,14,21,17,15,20,14,12,13,14,13,14,14,16,15,12,14,13,7,14,7,13,16,13,7,13,13,15,20,13,12,13,13,19,13,14,7,13,17,14,14,15,12,16,14,22,14,14,15,13,7,13,12,14,15
Initial Moisture Content (%),12.56,13,13,12,15,14,15,7,7,16,13,16,7,16,16,13,14,7,14,7,15,13,17,14,13,16,7,15,7,16,13,7,17,7,7,7,13,13,14,7,15,7,15,14,15,13,15,14,21,17,15,7,14,12,7,14,7,15,15,7,7,7,14,2,12,14,18,13,16,13,16,13,13,15,20,13,12,7,13,7,13,14,7,7,17,14,14,15,12,16,7,22,14,14,15,13,19,13,12,14,7
Initial C/N (%),14.47,13,13,12,15,14,15,15,15,16,13,16,15,16,16,17,14,13,14,17,15,13,17,14,13,16,12,15,13,16,13,15,17,17,15,15,13,13,14,13,15,13,15,14,15,13,15,14,21,17,15,20,14,12,13,14,13,14,14,16,15,12,14,13,12,14,18,13,16,13,16,13,13,15,20,13,12,13,13,19,13,14,14,13,17,14,14,15,12,16,14,22,14,14,15,13,7,13,12,14,15
