Material_2,V5_Ventilation rate (L/min/kg iniDW),Additive_2,Initial C/N (%),V2_Ventilation Interval (min),Additive_3,Period (d),V1_Ventilation Type,Material_3,Application Rate (%DW),Additive_1,Initial GI (%),M1_is Enclosed,Material_Main,Compost volume (m3), Composting Method,V4_Ventilation Day,Additive_4,Turning times,V3_Ventilation Duration (min),Initial Moisture Content (%),Initial pH,Initial TN (%),Initial TC (%),Final GI (%),NH3-N loss (%),N2O-N loss (%),CH4-C loss (%),CO2-C loss (%)
13.0,1.8567186024540032,8.0,41.471607353376015,578.0,4.0,132.0,1.0,2.0,6.768981877664044,10.0,27.32884658064516,1.0,7,0.6292491869918699,2.0,46.0,1.0,31.0,5.8864613007613675,61.99999999999999,5.0,2.4967368849582217,103.54369175767852,112.21866200000004,8.783803447532907,0.6307191252708435,0.13464850475610735,24.068458708428583
5.0,1.6917868465374142,11.0,19.0,551.0,4.0,65.0,1.0,0.0,7.007287883783647,27.0,27.32884658064516,1.0,7,0.6292491869918699,0.0,37.0,1.0,14.0,3.288256825604321,69.0,11.38554383997289,2.4967368849582217,61.932445285664116,114.25871500000005,8.954324830266781,0.41525712609291077,0.16571692844715336,1000000.0
5.0,1.7554422005199601,3.0,13.0,988.0,4.0,95.0,1.0,5.0,2.952494783562086,14.0,27.32884658064516,0.0,7,0.6292491869918699,1.0,57.0,1.0,28.0,7.088456118897377,82.6325328779414,10.425246835289506,2.4967368849582217,14.719084653273342,111.34406000000003,8.355090332741018,0.9015805125236511,0.16966846382575404,1000000.0
8.0,1.2810648691206654,11.0,26.0,302.0,4.0,71.0,1.0,0.0,8.238065193964832,27.0,27.32884658064516,0.0,7,0.6292491869918699,2.0,16.0,1.0,4.0,2.8843856315905425,83.53067200736493,7.0,2.4967368849582217,50.80937930988162,114.29076400000005,9.06580758901812,0.3944222331047058,0.1611887478505246,1000000.0
14.0,0.9522066191495593,9.0,39.0,333.0,4.0,83.0,1.0,5.0,5.133777586428801,15.0,27.328846580645163,1.0,7,0.6292491869918699,2.0,37.0,1.0,29.0,5.361215384614566,56.0,8.648758356110708,2.4967368849582217,78.00790907560591,110.67830900000003,9.570410154164552,0.8434863686561584,0.15797213489612716,1000000.0
2.0,0.9160842351155861,13.0,38.0,918.0,4.0,90.0,1.0,4.0,7.586886373591431,37.0,27.32884658064516,1.0,7,0.6292491869918699,0.0,40.0,1.0,5.0,4.262605722324695,50.0,11.389897537820858,2.4967368849582217,66.18773339560514,114.22339500000005,8.558612629523415,0.36755287647247314,0.1365512315001526,1000000.0
13.0,1.3778315028916344,10.0,29.0,207.0,4.0,79.0,1.0,9.0,4.493575147936426,6.0,27.32884658064516,1.0,7,0.6292491869918699,1.0,69.0,1.0,10.0,2.7325494146463036,70.0,8.0,2.4967368849582217,59.78698591715147,111.90365500000006,8.426997006559706,0.6654691696166992,0.1966300640387902,1000000.0
3.0,0.3780926754598082,12.0,43.26112129391379,501.0,4.0,88.0,1.0,5.0,8.703284854399156,23.0,27.32884658064516,1.0,7,0.6292491869918699,0.0,70.0,1.0,0.0,50.47334271905768,69.0,10.718571782798662,2.4967368849582217,108.0116372191661,111.102982,6.53272286825003,0.541373074054718,0.1483770582330154,19.811944547485975
6.0,0.6435125457686948,11.0,19.0,1393.0,4.0,113.0,1.0,4.0,2.152195169256575,27.0,27.328846580645163,1.0,7,0.6292491869918699,0.0,44.0,1.0,17.0,0.5674261586195772,60.0,8.0,2.4967368849582217,54.54397582378253,112.60579800000005,8.110713379752257,1.022641658782959,0.17183268222166545,1000000.0
3.0,1.2743447723289014,5.0,34.0,1019.0,4.0,65.0,1.0,5.0,6.7833608944429855,8.0,27.32884658064516,1.0,7,0.6292491869918699,0.0,37.0,1.0,0.0,5.987101517980635,58.0,10.80067720509486,2.4967368849582217,48.85196309445359,114.32748500000007,6.517831100309679,0.530360221862793,0.16819990152707923,1000000.0
8.0,1.7102561198426984,2.0,35.0,155.0,4.0,121.0,1.0,4.0,3.457822904685662,22.0,27.32884658064516,1.0,7,0.6292491869918699,1.0,35.0,1.0,4.0,4.368348010366789,58.0,9.010266000054795,2.4967368849582217,41.16751534368442,114.28715800000005,8.671373959548466,0.6917276978492737,0.16855824081575072,1000000.0
0.0,1.4986770141058328,1.0,24.0,166.0,4.0,27.0,1.0,4.0,8.753541975420005,31.0,27.32884658064516,0.0,7,0.6292491869918699,1.0,23.0,1.0,14.0,15.706906495550273,83.86628030724479,6.0,2.4967368849582217,44.64249057420212,110.23531200000004,8.692714171290419,0.6219521164894104,0.17630308053055596,1000000.0
13.0,0.8926176148443634,10.0,19.0,519.0,4.0,133.0,1.0,2.0,4.861791796067817,28.0,27.32884658064516,1.0,7,0.6292491869918699,1.0,23.0,1.0,1.0,4.155867876275334,67.0,7.0,2.4967368849582217,84.94538612022926,113.66186200000004,9.01114731387561,0.9545716047286987,0.12726479054009693,1000000.0
8.0,1.5118240451975353,13.0,37.0,1241.0,4.0,95.0,1.0,0.0,4.902952643229966,6.0,27.32884658064516,0.0,7,0.6292491869918699,2.0,49.0,1.0,0.0,35.467853199489156,56.0,5.0,2.4967368849582217,99.0565067576113,111.54292800000002,7.555488663194337,0.910010039806366,0.13608950735055358,1000000.0
3.0,0.14379027405129685,13.0,12.0,305.0,4.0,130.0,1.0,3.0,6.26595273640616,10.0,27.32884658064516,1.0,7,0.6292491869918699,1.0,20.0,1.0,11.0,7.001857095137385,81.95025140295677,6.0,2.4967368849582217,64.21221000654843,114.50059200000004,8.954324830266781,0.42482709884643555,0.1473509725992433,1000000.0
2.0,0.7306482359597022,11.0,14.0,409.0,4.0,129.0,1.0,0.0,4.573163031826097,37.0,27.32884658064516,0.0,7,0.6292491869918699,2.0,74.0,1.0,6.0,58.606111000039895,72.25237166139877,6.0,2.4967368849582217,37.100308559071756,111.474599,11.584902075143798,0.7984809875488281,0.1299816816592923,1000000.0
8.0,0.887157822441681,15.0,12.0,778.0,4.0,42.0,1.0,9.0,6.302581506748339,37.0,27.32884658064516,0.0,7,0.6292491869918699,1.0,20.0,1.0,1.0,3.6012548886339357,60.0,8.04653317644147,2.4967368849582217,48.26965959645206,113.59210700000007,8.224540607243965,0.8528515696525574,0.14123559928351292,1000000.0
5.0,0.4493098340351016,9.0,27.0,246.0,4.0,105.0,1.0,5.0,6.044777830216436,38.0,27.32884658064516,0.0,7,0.6292491869918699,2.0,52.0,1.0,24.0,11.821624558537165,70.0,8.0,2.4967368849582217,91.06497437825685,110.36088099999998,8.954324830266781,0.6962087750434875,0.16269738029611955,1000000.0
3.0,0.40285750683877586,2.0,44.324486282634176,1276.0,4.0,105.0,1.0,3.0,5.292090252178984,38.0,27.32884658064516,1.0,7,0.6292491869918699,2.0,40.0,1.0,21.0,0.055081573976480946,70.0,10.671392071823092,2.4967368849582217,110.66657980867748,113.90865200000003,10.150097521676397,1.0491372346878052,0.13558774941849092,24.231068266841458
4.0,0.2420707763961818,3.0,37.0,1360.0,4.0,102.0,1.0,3.0,9.294165325512083,14.0,27.32884658064516,0.0,7,0.6292491869918699,1.0,55.0,1.0,30.0,2.212810948002312,82.17049189575346,6.0,2.4967368849582217,60.63186715833493,113.59927200000001,9.198701783255542,0.6330300569534302,0.16238535473405755,1000000.0
2.0,1.1117859766997185,10.0,40.21225373947599,896.0,4.0,54.0,1.0,5.0,6.373314343372462,8.0,27.32884658064516,0.0,7,0.6292491869918699,1.0,53.0,1.0,5.0,39.00118769830621,66.0,10.58145540582457,2.4967368849582217,100.39941713864889,111.59437200000002,8.558612629523415,0.5658340454101562,0.1651720141239151,20.414364481869445
2.0,1.863166209461422,6.0,22.0,822.0,4.0,53.0,1.0,9.0,7.469007972374597,36.0,27.32884658064516,0.0,7,0.6292491869918699,1.0,4.0,1.0,23.0,4.533318129123417,82.50188279391804,10.951040936248358,2.4967368849582217,96.12362598167476,110.68868600000003,10.13019241300041,0.47944846749305725,0.15597315020642438,1000000.0
5.0,1.5873710625823212,7.0,22.0,1084.0,4.0,67.0,1.0,5.0,3.895442032508396,37.0,27.32884658064516,1.0,7,0.6292491869918699,2.0,61.0,1.0,21.0,0.2628628419037171,63.0,10.685050375263632,2.4967368849582217,66.4051467590297,112.69112900000006,9.00668437407155,1.0561977624893188,0.14753394311182305,1000000.0
14.0,0.23541025229583123,11.0,24.956855718085205,676.0,4.0,58.0,1.0,5.0,3.7743661942323774,27.0,27.32884658064516,1.0,7,0.6292491869918699,2.0,49.0,1.0,0.0,7.307295182458963,65.0,5.996397084047117,2.4967368849582217,92.71344483665156,113.22393100000004,6.41207551558949,0.693152904510498,0.1376555524483631,1000000.0
6.0,1.6541420663050177,6.0,41.22792501121828,1181.0,4.0,23.0,1.0,4.0,4.865364720227622,8.0,27.32884658064516,0.0,7,0.6292491869918699,1.0,14.0,1.0,13.0,4.7938527596407265,54.0,9.914330762986939,2.4967368849582217,102.9352810658003,112.39085400000008,10.432101663161609,0.6691312193870544,0.16354107526196923,24.830298299006767
6.0,0.964832629969653,11.0,35.0,896.0,4.0,98.0,1.0,0.0,3.7263468125227437,27.0,27.32884658064516,0.0,7,0.6292491869918699,2.0,76.0,1.0,12.0,4.9111176274900465,75.29397137532708,8.0,2.4967368849582217,29.360684139655095,113.79543200000008,8.76230742108279,0.8800870180130005,0.17761791078466801,1000000.0
6.0,1.4659061926656585,7.0,40.35927877962472,1011.0,4.0,82.0,1.0,3.0,2.712851551111301,21.0,27.32884658064516,0.0,7,0.6292491869918699,1.0,57.0,1.0,8.0,43.90006452189765,61.0,10.251224728673662,2.4967368849582217,100.76649997940068,111.08749800000001,8.355090332741018,0.8414660692214966,0.16592223320561666,25.415305128123286
8.0,1.566529465929122,10.0,24.0,880.0,4.0,60.0,1.0,3.0,4.023761229214101,28.0,27.328846580645163,1.0,7,0.6292491869918699,0.0,40.0,1.0,3.0,6.202964502447205,72.56643945890917,8.837667387471136,2.4967368849582217,48.75337318448713,114.81208400000006,8.426997006559706,0.5568767189979553,0.14587198691842415,1000000.0
2.0,1.5771410912754593,8.0,25.0,991.0,4.0,113.0,1.0,5.0,5.222898117746957,31.0,27.32884658064516,1.0,7,0.6292491869918699,0.0,14.0,1.0,6.0,1.7359088525104365,62.0,6.0,2.4967368849582217,81.33267969578355,113.00000800000007,10.187724710172848,0.7454881072044373,0.17125435616720763,1000000.0
4.0,0.3956800054493417,15.0,31.0,1369.0,4.0,65.0,1.0,5.0,4.841481911645921,38.0,27.32884658064516,0.0,7,0.6292491869918699,1.0,54.0,1.0,5.0,7.023369727595005,61.0,9.976512808889769,2.4967368849582217,87.04766095917327,114.67011400000007,9.905720568687636,0.7773000001907349,0.1345932841957467,1000000.0
4.0,0.10282126411179804,11.0,20.0,700.0,4.0,105.0,1.0,9.0,9.319544375378191,7.0,27.32884658064516,0.0,7,0.6292491869918699,2.0,75.0,1.0,9.0,2.1774101775534174,76.46349279473412,11.12499279407226,2.4967368849582217,55.02673824099413,112.68775900000009,8.954324830266781,0.6040371656417847,0.1701203465292171,1000000.0
14.0,0.496223547741542,6.0,13.0,292.0,4.0,76.0,1.0,0.0,1.7821902996435421,20.0,27.582211692691885,1.0,7,0.6292491869918699,0.0,48.0,1.0,11.0,6.992497545664417,65.61960434860721,4.678594515071277,2.4967368849582217,66.36633694314516,113.80617900000003,8.019779918217933,0.20099149644374847,0.1241462026293926,1000000.0
4.0,2.720019430151371,2.0,22.058199383021282,1241.0,4.0,64.0,1.0,5.0,6.397363561859299,23.0,27.576470026649222,1.0,7,0.6292491869918699,0.0,28.0,1.0,5.0,3.429265969744364,74.43260694566249,9.986592921539437,2.4967368849582217,51.391146945153245,114.41190900000007,9.126936854748152,0.33423110842704773,0.16127724144190184,1000000.0
2.0,1.4562403174050036,1.0,40.72858617846659,1383.0,4.0,28.0,1.0,3.0,4.442648901312762,20.0,27.32884658064516,1.0,7,0.6292491869918699,2.0,18.0,1.0,7.0,1.2494927855144566,72.78133519242073,8.0,2.4967368849582217,101.68856338397717,114.01857000000005,9.00668437407155,0.8276200890541077,0.18885932729256477,21.845652518326677
6.0,0.36097849676656635,8.0,23.0,722.0,4.0,109.0,1.0,3.0,2.1230734889815617,12.0,27.32884658064516,1.0,7,0.6292491869918699,0.0,22.0,1.0,12.0,4.2075758105312655,56.0,11.50882436065833,2.4967368849582217,95.37708041436436,114.44946400000005,8.110713379752257,0.34433713555336,0.15362751113338333,1000000.0
14.0,0.6889761182995935,7.0,11.0,70.0,4.0,72.0,1.0,2.0,2.26383846284869,7.0,27.32884658064516,1.0,7,0.6292491869918699,0.0,38.0,1.0,16.0,4.065849053192325,65.0,9.337729365139184,2.4967368849582217,59.66904688238712,112.79498100000005,8.019779918217933,0.2637435495853424,0.14447001438220058,1000000.0
5.0,0.7327959596242413,13.0,31.0,677.0,4.0,42.0,1.0,0.0,9.819596974279818,36.0,27.32884658064516,1.0,7,0.6292491869918699,2.0,18.0,1.0,17.0,6.287984144224987,51.0,11.104567497807155,2.4967368849582217,38.89478394414011,113.57301000000005,8.954324830266781,0.5155484676361084,0.14322161240243503,1000000.0
5.0,1.8068432038895783,13.0,41.55136435654136,1061.0,4.0,115.0,1.0,9.0,7.761876357559859,2.0,27.32884658064516,1.0,7,0.6292491869918699,2.0,27.0,1.0,9.0,7.144641019033293,72.10954267916466,5.279382137336688,2.4967368849582217,103.74282400931517,111.81862500000008,8.954324830266781,0.6816057562828064,0.19870633225719436,19.353623425416213
13.0,1.573522549746835,11.0,25.0,335.0,4.0,53.0,1.0,2.0,2.395008613899906,18.0,27.328846580645163,1.0,7,0.6292491869918699,0.0,50.0,1.0,1.0,3.0293319940459074,56.0,10.068512248355951,2.4967368849582217,84.65388677314941,113.60071200000004,7.216140124940233,0.4723648428916931,0.15764867910091457,1000000.0
12.0,1.7676757147921307,1.0,27.0,1018.0,4.0,114.0,1.0,5.0,3.081006007259634,36.0,27.32884658064516,0.0,7,0.6292491869918699,1.0,17.0,1.0,8.0,2.8542580460324873,78.52480409978973,9.170526577674202,2.4967368849582217,68.83918655314292,113.03881500000007,8.671373959548466,0.5657363533973694,0.16127228423050913,1000000.0
6.0,0.5437982200392575,6.0,36.0,1362.0,4.0,108.0,1.0,3.0,2.8052828639331158,8.0,27.32884658064516,0.0,7,0.6292491869918699,1.0,12.0,1.0,1.0,52.98333130880513,74.52089199353999,8.329514146099461,2.4967368849582217,93.04836323309333,111.829158,8.077831633937286,1.0562435388565063,0.15211454403567187,1000000.0
