Material_2,V5_Ventilation rate (L/min/kg iniDW),Additive_2,Initial C/N (%),V2_Ventilation Interval (min),Additive_3,Period (d),V1_Ventilation Type,Material_3,Application Rate (%DW),Additive_1,Initial GI (%),M1_is Enclosed,Material_Main,Compost volume (m3), Composting Method,V4_Ventilation Day,Additive_4,Turning times,V3_Ventilation Duration (min),Initial Moisture Content (%),Initial pH,Initial TN (%),Initial TC (%),Final GI (%),NH3-N loss (%),N2O-N loss (%),CH4-C loss (%),CO2-C loss (%)
2.0,1.8991828944617644,10.0,14.167031478050792,1072.0,4.0,35.0,1.0,3.0,2.1281596272525096,25.0,27.328846580645166,0.0,7,0.6292491869918699,2.0,34.0,1.0,1.0,20.694689993046612,53.0,11.097013009479266,2.4967368849582217,92.74468912772008,111.49850900000001,7.551450539463313,1.0873157978057861,0.1348354863936593,1000000.0
3.0,0.10485791043753467,5.0,14.0,28.0,4.0,82.0,1.0,0.0,4.253937222404917,31.0,27.328846580645163,1.0,7,0.6292491869918699,1.0,67.0,1.0,8.0,2.9180257698763774,52.00000000000001,8.890191603258398,2.4967368849582217,14.339937427107511,114.03075400000003,9.00668437407155,0.8349604606628418,0.15556397063998162,1000000.0
4.0,0.600836363683706,15.0,33.0,1269.0,4.0,62.0,1.0,3.0,6.932677677840027,2.0,27.32884658064516,1.0,7,0.6292491869918699,0.0,58.0,1.0,24.0,6.427813352576102,66.0,9.681692763656086,2.4967368849582217,81.8774301815883,113.71431000000004,8.954324830266781,0.3973463475704193,0.17324695206752355,1000000.0
6.0,0.5278781870217037,9.0,33.0,1347.0,4.0,108.0,1.0,4.0,4.240201268428496,18.0,27.32884658064516,1.0,7,0.6292491869918699,0.0,64.0,1.0,10.0,7.33491174362912,64.0,8.0,2.4967368849582217,50.05986204290879,114.31886100000003,8.76230742108279,0.44326141476631165,0.1702475045376757,1000000.0
5.0,0.7498917726322969,13.0,24.0,1091.0,4.0,133.0,1.0,2.0,8.471313795121633,11.0,27.32884658064516,1.0,7,0.6292491869918699,1.0,32.0,1.0,7.0,7.117644793921471,51.0,9.904987889448037,2.4967368849582217,46.55034572250407,115.24920400000002,8.954324830266781,0.6124027371406555,0.16955429632680374,1000000.0
13.0,0.30988612892319867,2.0,18.0,651.0,4.0,77.0,1.0,3.0,7.624698967702028,15.0,27.32884658064516,0.0,7,0.6292491869918699,1.0,62.0,1.0,3.0,5.215526354798932,74.0969114612475,10.945521942963717,2.4967368849582217,98.91956717939621,113.70494200000005,9.028180400521668,0.606050968170166,0.12010905927359397,1000000.0
0.0,0.32625337201581806,6.0,15.0,2.0,4.0,109.0,1.0,5.0,5.219043493925892,25.0,27.32884658064516,1.0,7,0.6292491869918699,1.0,26.0,1.0,15.0,4.873622439552056,50.0,7.0,2.4967368849582217,64.22731535227172,113.33724800000006,10.211103090797035,0.6341936588287354,0.21404429874130337,1000000.0
2.0,0.24081166257965703,13.0,36.0,769.0,4.0,110.0,1.0,0.0,9.416499775913714,38.0,27.32884658064516,1.0,7,0.6292491869918699,1.0,40.0,1.0,2.0,4.31205143595111,50.0,8.0,2.4967368849582217,40.68398247672702,114.96010000000004,8.558612629523415,0.8155590295791626,0.13594704347830353,1000000.0
4.0,1.4599874674963893,3.0,22.0,285.0,4.0,69.0,1.0,3.0,5.2168952379442715,38.0,27.32884658064516,0.0,7,0.6292491869918699,1.0,47.0,1.0,24.0,8.827447610872301,67.0,6.0,2.4967368849582217,82.57567808279046,110.59905499999999,10.150097521676397,0.8835286498069763,0.1654400290175244,1000000.0
3.0,0.15812684888284712,5.0,28.0,886.0,4.0,79.0,1.0,4.0,7.973392341199535,34.0,27.32884658064516,1.0,7,0.6292491869918699,1.0,62.0,1.0,14.0,6.695096291348117,62.0,11.67035517764339,2.4967368849582217,59.39951098797881,113.80726800000006,9.198701783255542,0.6389143466949463,0.14519646842343006,1000000.0
6.0,0.2828229663276738,15.0,43.40498626842567,1099.0,4.0,120.0,1.0,5.0,8.957934787206629,36.0,27.32884658064516,0.0,7,0.6292491869918699,1.0,33.0,1.0,4.0,39.27430236935095,81.0561176463736,9.251454154037754,2.4967368849582217,108.37083020748348,111.77453200000002,8.954324830266781,0.5601549744606018,0.15099202482501806,21.075510742659105
14.0,1.2037516892905404,2.0,37.0,374.0,4.0,78.0,1.0,2.0,4.052735928492255,11.0,27.32884658064516,1.0,7,0.6292491869918699,2.0,54.0,1.0,27.0,2.461459611907808,73.16485028698777,10.625003706372286,2.4967368849582217,62.582774752113764,112.35679200000004,8.671373959548466,0.6711677312850952,0.14345180398096086,1000000.0
5.0,0.5829885079947528,8.0,24.843189285952327,946.0,4.0,93.0,1.0,3.0,6.217362185494216,18.0,27.328846580645163,0.0,7,0.6292491869918699,1.0,29.0,1.0,0.0,37.40868665721432,70.0,9.531249875115556,2.4967368849582217,26.62715179720893,112.198899,6.53272286825003,0.6770153641700745,0.14458440544736853,1000000.0
5.0,1.9472539552298698,11.0,12.0,220.0,4.0,94.0,1.0,3.0,4.60009654510268,18.0,27.32884658064516,0.0,7,0.6292491869918699,1.0,83.0,1.0,7.0,56.16835618656228,61.0,5.0,2.4967368849582217,56.94386813258715,111.11882900000002,11.699812882089217,0.8251699209213257,0.14665658768289358,1000000.0
0.0,1.16717804559896,5.0,18.0,1396.0,4.0,125.0,1.0,3.0,2.629899788899655,7.0,29.75043946063777,0.0,7,0.6292491869918699,1.0,79.0,1.0,1.0,0.5120788930722853,81.22178148505263,10.815348616146037,2.4967368849582217,89.12799064087682,114.27209700000004,7.911875267078407,0.687896728515625,0.14496829567559952,1000000.0
3.0,0.28271166531292513,9.0,31.0,1073.0,4.0,114.0,1.0,0.0,3.9809484192216367,12.0,27.32884658064516,1.0,7,0.6292491869918699,1.0,36.0,1.0,11.0,6.302462016896862,55.0,5.0,2.4967368849582217,84.47089656428645,114.90116000000006,8.76230742108279,0.8451642990112305,0.15356111909568498,1000000.0
8.0,0.34082542061848753,0.0,41.597932205984314,1192.0,4.0,103.0,1.0,9.0,7.109527430539131,25.0,27.32884658064516,1.0,7,0.6292491869918699,2.0,44.0,1.0,4.0,1.1198171150142078,51.0,7.0,2.4967368849582217,103.85909167667256,113.13218400000007,9.270834378106352,0.9648852348327637,0.14442961811245525,18.358572386277224
13.0,0.4039140567936066,11.0,26.0,555.0,4.0,133.0,1.0,9.0,7.5355223830259845,11.0,27.32884658064516,1.0,7,0.6292491869918699,0.0,27.0,1.0,15.0,0.32994792457734956,72.10223674826979,5.0,2.4967368849582217,44.66566543347062,111.86550400000006,8.783803447532907,0.9536141157150269,0.1628691341526556,1000000.0
6.0,0.7474312400182777,8.0,23.0,629.0,4.0,81.0,1.0,0.0,9.730748828392315,6.0,27.32884658064516,0.0,7,0.6292491869918699,2.0,13.0,1.0,4.0,44.681741247242236,71.91521985384914,5.736961728525179,2.4967368849582217,56.59635451064254,111.022058,9.236328971751993,0.3927236795425415,0.15087473793692938,1000000.0
2.0,1.2173983233987373,6.0,14.999999999999998,672.0,4.0,119.0,1.0,5.0,5.53906848201691,37.0,27.32884658064516,0.0,7,0.6292491869918699,1.0,80.0,1.0,5.0,36.45077293758028,60.0,6.0,2.4967368849582217,51.044978843900196,111.60160200000001,8.802989582512176,0.7638311982154846,0.1433070213179187,1000000.0
0.0,1.655691282794532,2.0,42.31758645866426,380.0,4.0,24.0,1.0,3.0,9.902877529734532,17.0,27.328846580645163,0.0,7,0.6292491869918699,1.0,7.0,1.0,11.0,5.622396098330336,75.6493606598865,8.0,2.4967368849582217,105.65587899375562,111.86225500000006,8.853767251814178,0.3646349310874939,0.18114209123018105,23.482701479715175
0.0,0.7400240688971089,11.0,40.0,1383.0,4.0,79.0,1.0,9.0,3.259908668110537,27.0,27.32884658064516,0.0,7,0.6292491869918699,2.0,70.0,1.0,15.0,2.689221901914234,78.1568476621544,6.0,2.4967368849582217,31.41237841373482,113.02762400000007,8.823312990203428,0.5918298959732056,0.14891264989736996,1000000.0
12.0,1.8638791391754554,13.0,14.0,160.0,4.0,56.0,1.0,3.0,3.222049453424982,36.0,27.32884658064516,0.0,7,0.6292491869918699,1.0,52.0,1.0,3.0,3.206572836440169,83.30515208293234,6.0,2.4967368849582217,88.38970017305081,113.26225300000006,8.426997006559706,0.7352257966995239,0.09925110959770243,1000000.0
12.0,0.23388170677147932,15.0,10.0,623.0,4.0,94.0,1.0,3.0,6.490606060561408,6.0,27.32884658064516,1.0,7,0.6292491869918699,1.0,75.0,1.0,23.0,6.7736901472014015,83.2234579396371,8.0,2.4967368849582217,75.28378374379663,112.95188100000003,8.783803447532907,0.6102354526519775,0.1559832375928865,1000000.0
6.0,1.6596834785744141,9.0,38.0,169.0,4.0,78.0,1.0,5.0,3.441635282354975,37.0,27.32884658064516,1.0,7,0.6292491869918699,2.0,29.0,1.0,21.0,4.305711368385882,71.34476887127907,7.731979837714484,2.4967368849582217,83.91235266022315,112.85183500000007,8.76230742108279,0.9167888760566711,0.15892011153545055,1000000.0
0.0,0.3801824788005661,0.0,30.0,1118.0,4.0,23.0,1.0,9.0,5.684493859278673,8.0,27.32884658064516,0.0,7,0.6292491869918699,2.0,20.0,1.0,6.0,2.114681565408325,84.02310100105348,6.0,2.4967368849582217,54.64557498937286,112.72014600000007,8.832494733527628,0.2972496449947357,0.17346169520206794,1000000.0
2.0,0.3018301041946274,11.0,11.0,567.0,4.0,121.0,1.0,0.0,9.305820645330666,27.0,27.32884658064516,1.0,7,0.6292491869918699,1.0,78.0,1.0,4.0,0.4854941753892228,67.0,10.70734766713364,2.4967368849582217,74.09237696757805,114.78116400000003,8.558612629523415,0.945617139339447,0.16364940759163335,1000000.0
6.0,1.8665868326348218,11.0,18.0,48.0,4.0,89.0,1.0,2.0,9.547386985008568,27.0,27.32884658064516,1.0,7,0.6292491869918699,0.0,69.0,1.0,0.0,1.2359847320826267,57.000000000000014,7.0,2.4967368849582217,27.369720503519297,114.65524500000005,6.53272286825003,1.1428377628326416,0.1326329364128492,1000000.0
4.0,0.22226514265041455,11.0,14.0,1363.0,4.0,55.0,1.0,2.0,4.189057138475784,33.0,27.328846580645163,1.0,7,0.6292491869918699,0.0,23.0,1.0,12.0,2.331755585032924,62.0,11.754529715026358,2.4967368849582217,17.39119513674725,114.36543400000004,8.76230742108279,0.4547498822212219,0.10536757869736238,1000000.0
2.0,1.2393153389115168,12.0,25.0,115.0,4.0,41.0,1.0,4.0,4.249816730700603,20.0,27.32884658064516,0.0,7,0.6292491869918699,2.0,16.0,1.0,6.0,48.30489895767059,66.0,8.0,2.4967368849582217,41.08598657328763,111.55570200000003,9.044311562568002,0.7156356573104858,0.2013511134443171,1000000.0
0.0,1.3095163062377293,8.0,22.0,1273.0,4.0,93.0,1.0,2.0,4.574508863263906,34.0,27.32884658064516,0.0,7,0.6292491869918699,1.0,38.0,1.0,21.0,52.89914653953001,54.0,11.757735367975613,2.4967368849582217,88.28010365702347,110.737691,9.966726137808275,0.6078653335571289,0.15917242241906074,1000000.0
13.0,0.9392821900125088,5.0,11.0,334.0,4.0,103.0,1.0,2.0,7.510306361735567,34.0,27.32884658064516,0.0,7,0.6292491869918699,1.0,18.0,1.0,17.0,6.1776197733836336,80.0888056291512,11.869854857982503,2.4967368849582217,71.1351166249625,111.93032300000006,9.028180400521668,0.43539440631866455,0.13650719228627278,1000000.0
12.0,0.21157389497652446,13.0,40.0,662.0,4.0,37.0,1.0,5.0,8.842278452134332,28.0,27.32884658064516,0.0,7,0.6292491869918699,1.0,29.0,1.0,3.0,1.773670384977878,51.0,5.0,2.4967368849582217,55.94540034171786,113.33135400000006,8.783803447532907,0.8467187881469727,0.1484955929126393,1000000.0
12.0,1.8687316740995914,6.0,13.0,939.0,4.0,113.0,1.0,3.0,5.961226529884154,38.0,27.328846580645163,0.0,7,0.6292491869918699,2.0,76.0,1.0,1.0,17.45152131610252,63.0,8.63076339128109,2.4967368849582217,35.09253880839943,110.551646,8.468917560232724,0.9519824385643005,0.12706234680198297,1000000.0
8.0,1.2896286185273167,5.0,19.0,1186.0,4.0,104.0,1.0,9.0,3.3444846958476093,10.0,27.32884658064516,0.0,7,0.6292491869918699,2.0,12.0,1.0,1.0,53.90393936131936,76.64127786434196,6.0,2.4967368849582217,56.38213567712082,110.04733000000004,8.394115260744734,0.9372199177742004,0.16968722164555586,1000000.0
8.0,2.6131624934580158,3.0,34.0,388.0,4.0,133.0,1.0,0.0,2.3486761242459524,13.0,27.328846580645163,1.0,7,0.6292491869918699,0.0,45.0,1.0,9.0,3.296575490990339,57.0,5.0,2.4967368849582217,81.63033398141279,115.18171400000003,8.134690725163352,0.3206692636013031,0.17414769564517243,1000000.0
14.0,1.765422223721867,5.0,39.0,1286.0,4.0,70.0,1.0,3.0,8.908822834957203,31.0,27.32884658064516,1.0,7,0.6292491869918699,0.0,31.0,1.0,10.0,1.0373549672973814,67.0,6.0,2.4967368849582217,95.28838872140267,113.48727200000005,9.028180400521668,0.9721961617469788,0.15240797512703347,1000000.0
4.0,0.15720087346460354,15.0,26.0,1255.0,4.0,26.0,1.0,2.0,8.391543871415355,15.0,27.32884658064516,1.0,7,0.6292491869918699,2.0,25.0,1.0,1.0,10.169030808414233,70.0,8.0,2.4967368849582217,48.01601266242908,110.87487799999997,8.395061989977838,0.9172526597976685,0.1575081994173682,1000000.0
6.0,0.656429902590201,13.0,39.0,425.0,4.0,116.0,1.0,3.0,9.372418775677815,37.0,27.32884658064516,0.0,7,0.6292491869918699,2.0,78.0,1.0,8.0,26.687283204850683,83.82074221424324,11.681115979163408,2.4967368849582217,27.957226361852356,111.367698,8.954324830266781,0.633849024772644,0.16013562758933175,1000000.0
4.0,0.9260879436352132,11.0,30.0,840.0,4.0,121.0,1.0,3.0,2.576513602703527,31.0,27.328846580645163,1.0,7,0.6292491869918699,2.0,53.0,1.0,1.0,51.01791930104726,71.66882675403582,7.000000000000001,2.4967368849582217,28.36155972364513,110.922179,7.551450539463313,1.0393019914627075,0.13070044482829513,1000000.0
0.0,0.627037697053288,13.0,13.000000000000002,441.0,4.0,107.0,1.0,3.0,4.734880597898135,13.0,27.32884658064516,1.0,7,0.6292491869918699,0.0,48.0,1.0,3.0,54.72488042472255,52.0,5.0,2.4967368849582217,14.055585330766853,110.610574,9.966726137808275,0.5956045985221863,0.12463220599349727,1000000.0
4.0,0.9019218351704881,1.0,21.0,396.0,4.0,45.0,1.0,9.0,3.3047174593868,36.0,27.32884658064516,0.0,7,0.6292491869918699,2.0,45.0,1.0,11.0,3.0906867269416716,75.5310810482502,8.701745045538939,2.4967368849582217,97.6989009057386,113.14172900000008,9.00668437407155,0.8379497528076172,0.17048549425663237,1000000.0
8.0,1.759141597083247,15.0,28.0,1168.0,4.0,121.0,1.0,0.0,2.4307243225952027,37.0,27.32884658064516,0.0,7,0.6292491869918699,2.0,36.0,1.0,30.0,47.68413755292451,53.0,6.0,2.4967368849582217,24.766748961493402,110.43729899999998,7.775402965229173,0.7763978838920593,0.15432308912498346,1000000.0
3.0,1.5934118078282122,13.0,10.0,762.0,4.0,71.0,1.0,4.0,3.3490053361767,34.0,27.32884658064516,1.0,7,0.6292491869918699,0.0,65.0,1.0,7.0,2.378860050062599,75.30478130628427,7.0,2.4967368849582217,69.52031824868877,114.14854900000006,8.76230742108279,0.38616394996643066,0.14503817489810053,1000000.0
8.0,0.8097443293003697,0.0,12.0,1066.0,4.0,75.0,1.0,2.0,3.6414368714049736,34.0,27.32884658064516,1.0,7,0.6292491869918699,0.0,74.0,1.0,2.0,0.1775287287777405,59.38089686881785,8.0,2.4967368849582217,48.32512775438116,114.94073400000003,8.91402793713315,1.2084063291549683,0.14689899493374628,1000000.0
5.0,0.36007387994588735,3.0,44.65295350605141,613.0,4.0,76.0,1.0,3.0,8.755027965462002,11.0,27.32884658064516,0.0,7,0.6292491869918699,1.0,24.0,1.0,15.0,5.951577987362382,77.47143465076525,8.0,2.4967368849582217,111.4866760408831,113.81139200000005,9.198701783255542,0.7196860909461975,0.18571049899477704,18.639527772433816
3.0,0.38375802890109956,13.0,40.7116534861851,336.0,4.0,112.0,1.0,2.0,6.687284114545961,21.0,27.32884658064516,0.0,7,0.6292491869918699,2.0,31.0,1.0,27.0,52.164585843666316,50.0,8.610706243523277,2.4967368849582217,101.64628690659632,110.88492099999998,8.954324830266781,0.6992438435554504,0.14081006460947895,23.036785589014833
6.0,0.37464926083315864,13.0,15.0,785.0,4.0,66.0,1.0,4.0,7.853528077751202,35.0,27.32884658064516,1.0,7,0.6292491869918699,0.0,53.0,1.0,7.0,46.67383051915104,70.16760847794252,6.0,2.4967368849582217,30.043717205066223,110.835522,8.954324830266781,0.4164711534976959,0.12873346536373234,1000000.0
6.0,1.295823317949949,5.0,32.0,521.0,4.0,113.0,1.0,2.0,5.163165424628989,12.0,27.32884658064516,1.0,7,0.6292491869918699,0.0,17.0,1.0,7.0,0.25992486595491915,79.54008961059341,11.54359486047517,2.4967368849582217,48.08270908864731,114.67854100000005,10.150097521676397,0.7912414073944092,0.18116602070046856,1000000.0
5.0,0.8761666755575498,10.0,41.32388452563232,456.0,4.0,103.0,1.0,0.0,2.7531901094103515,12.0,27.328846580645163,0.0,7,0.6292491869918699,1.0,42.0,1.0,31.0,54.72437250927341,59.0,8.110592872866107,2.4967368849582217,103.17486672490051,110.19423099999999,8.110713379752257,0.9020609855651855,0.1706283763334133,22.904718938741574
3.0,0.26666160017259855,5.0,10.0,493.0,4.0,125.0,1.0,0.0,4.593379162375993,10.0,27.32884658064516,0.0,7,0.6292491869918699,2.0,72.0,1.0,13.0,32.39988080115954,50.0,11.636934236347878,2.4967368849582217,12.686025975816387,110.216939,10.150097521676397,0.873127818107605,0.15810315629237126,1000000.0
3.0,1.0164651409646668,5.0,14.0,47.0,4.0,133.0,1.0,0.0,3.4797017573113234,14.0,27.32884658064516,1.0,7,0.6292491869918699,2.0,21.0,1.0,27.0,6.349447536041173,78.67802218594699,6.0,2.4967368849582217,24.13663072381872,112.92607700000003,9.00668437407155,0.8018239736557007,0.16344286548857362,1000000.0
8.0,1.0909042742114952,2.0,34.0,516.0,4.0,22.0,1.0,0.0,5.9656160591286005,34.0,27.32884658064516,1.0,7,0.6292491869918699,0.0,11.0,1.0,15.0,4.084121481759075,50.0,5.0,2.4967368849582217,42.71178206840465,114.18292400000004,8.558686785219674,0.23143704235553741,0.1563882970684052,1000000.0
12.0,0.2147657432331871,2.0,43.80196506009336,437.0,4.0,76.0,1.0,0.0,8.48616117276553,20.0,27.32884658064516,1.0,7,0.6292491869918699,1.0,34.0,1.0,5.0,5.085845354531575,57.0,10.504606363977224,2.4967368849582217,113.7353028740979,114.04340100000003,9.028180400521668,0.5066425800323486,0.13092261800342753,1000000.0
12.0,1.9885495832650137,10.0,10.0,144.0,4.0,30.0,1.0,5.0,9.456880482102484,38.0,27.32884658064516,1.0,7,0.6292491869918699,0.0,18.0,1.0,1.0,3.7289504210873514,64.0,10.268560372347782,2.4967368849582217,63.02070269305712,113.24274600000004,8.243191383395962,0.60831218957901,0.1542431891977841,1000000.0
8.0,1.1173800760238872,13.0,19.0,1266.0,4.0,80.0,1.0,5.0,9.810721696407848,20.0,27.32884658064516,1.0,7,0.6292491869918699,0.0,77.0,1.0,4.0,6.424436298692201,51.0,9.874615944793739,2.4967368849582217,31.466816341085618,114.20280800000005,8.783803447532907,0.3674456775188446,0.1582357526981786,1000000.0
2.0,0.5064652649381862,15.0,44.76719195914443,740.0,4.0,80.0,1.0,5.0,4.1128034932900706,28.0,27.32884658064516,1.0,7,0.6292491869918699,0.0,57.0,1.0,1.0,34.271956196027745,66.0,8.73944800485148,2.4967368849582217,111.771899400401,111.238562,8.203044580793845,0.7003945112228394,0.14253108744538703,21.23914896167209
12.0,0.048281339882424446,10.0,31.0,178.0,4.0,126.0,1.0,5.0,4.753513174768797,38.0,27.32884658064516,1.0,7,0.6292491869918699,0.0,37.0,1.0,4.0,7.4720386680198825,55.0,7.0,2.4967368849582217,67.04046521307386,111.957425,9.570410154164552,0.3167421519756317,0.15146396046887525,1000000.0
4.0,1.3951402517387763,11.0,28.0,962.0,4.0,39.0,1.0,4.0,4.211314459372409,31.0,27.32884658064516,0.0,7,0.6292491869918699,2.0,14.0,1.0,2.0,48.415326706469784,69.0,5.0,2.4967368849582217,80.11581141355992,111.41580200000003,9.044311562568002,1.048400640487671,0.14632738095810896,1000000.0
3.0,1.1459833515053097,0.0,42.91401813147014,1129.0,4.0,112.0,1.0,0.0,6.207216890285658,20.0,27.32884658064516,1.0,7,0.6292491869918699,1.0,38.0,1.0,15.0,3.962520997412286,59.0,8.0,2.4967368849582217,107.1450119506074,113.99372100000006,9.338482345492752,0.6453261375427246,0.1697990048684943,23.498975110045677
8.0,0.8613284828359358,2.0,44.63962902040425,430.0,4.0,86.0,1.0,9.0,8.136917073670919,31.0,27.32884658064516,1.0,7,0.6292491869918699,0.0,12.0,1.0,7.0,2.1294147763668314,63.0,5.0,2.4967368849582217,111.45340830609474,113.05889800000006,9.31018454200688,0.21498467028141022,0.19482170327473755,20.92925355162027
14.0,0.6106410331351011,1.0,36.0,842.0,4.0,85.0,1.0,3.0,2.070694691040573,37.0,27.32884658064516,0.0,7,0.6292491869918699,1.0,61.0,1.0,24.0,35.82673849110488,77.00630592552739,5.0,2.4967368849582217,22.870931063973668,110.06183799999997,8.019779918217933,0.7168980240821838,0.14761863795919014,1000000.0
0.0,0.5708896867664925,9.0,23.0,211.0,4.0,95.0,1.0,5.0,8.935651756703875,38.0,27.32884658064516,0.0,7,0.6292491869918699,2.0,52.0,1.0,14.0,18.946304225946907,82.10615076868586,5.0,2.4967368849582217,68.99236355316275,110.88644300000001,8.448337218301658,0.5838746428489685,0.15360047065530077,1000000.0
