material_0,initial TN(%),initial TC(%),initial moisture content(%),initial CN(%),initial pH,material_1,Excipients_1,Additive Species,NH3-N loss  (%)
6,4.73,122.92,69.5,25.98731501057082,-1.0,11,53,4,9.366
6,4.35,126.12,67.3,28.993103448275868,-1.0,11,53,4,12.972999999999999
3,-1.0,-1.0,80.0,23.06666667,-1.0,3,53,4,1.363
3,-1.0,-1.0,72.0,24.43333333,-1.0,3,53,4,3.88
6,2.845139718825504,56.407650761498424,50.8,30.700000000000003,8.54,11,53,4,12.3
6,2.845139718825504,56.407650761498424,50.8,30.700000000000003,8.54,11,53,4,24.9
6,4.03,48.99,88.5,12.156327543424316,6.8,11,53,4,4.661
6,4.0,48.99,88.5,12.247499999999999,6.9,11,53,4,1.491
6,4.0,48.99,88.5,12.247499999999999,6.9,11,53,4,3.48
3,3.2,197.0,79.0,22.351348664737735,-1.0,0,24,4,14.709999999999999
3,2.9,135.0,86.0,46.55172413793104,-1.0,0,24,4,4.1899999999999995
3,3.9,130.0,84.0,33.333333333333336,-1.0,0,24,4,8.75
3,3.6,168.0,81.0,46.66666666666667,-1.0,0,24,4,24.16
3,3.9,150.0,83.0,38.46153846153846,-1.0,0,24,4,11.11
3,4.0,136.0,85.0,34.0,-1.0,0,24,4,8.690000000000001
6,5.7,87.64,80.02,15.375438596491227,-1.0,11,53,4,2.66
6,5.45,84.52,80.77,15.508256880733944,-1.0,11,53,4,2.755
6,-1.0,-1.0,77.2,-1.0,7.8,11,53,4,7.89
6,-1.0,-1.0,-1.0,-1.0,-1.0,11,53,4,7.99
6,-1.0,-1.0,-1.0,-1.0,-1.0,11,53,4,15.619
6,-1.0,-1.0,-1.0,-1.0,-1.0,11,53,4,21.298
6,-1.0,78.27,76.28,-1.0,-1.0,11,53,4,0.539
6,-1.0,78.27,76.28,-1.0,-1.0,11,53,4,0.456
6,-1.0,78.27,76.28,-1.0,-1.0,11,53,4,0.36
6,-1.0,78.27,76.28,-1.0,-1.0,11,53,4,0.226
6,-1.0,78.27,76.28,-1.0,-1.0,11,53,4,0.225
6,-1.0,78.27,76.28,-1.0,-1.0,11,53,4,0.126
6,-1.0,78.27,76.28,-1.0,-1.0,11,53,4,0.15
6,3.2,86.88,82.52,27.15,-1.0,11,53,4,0.412
6,2.92,123.79,77.67,42.39383561643836,-1.0,11,53,4,0.128
6,2.6,178.23,72.04,22.351348664737735,-1.0,11,53,4,0.223
6,2.845139718825504,56.407650761498424,62.9,25.006729475100943,8.2,11,53,4,0.74
6,2.845139718825504,56.407650761498424,62.9,25.006729475100943,8.2,11,53,4,0.351
6,3.89,69.21,76.0,17.791773778920305,8.2,11,53,4,1.5
