material_0,initial TN(%),initial TC(%),initial moisture content(%),initial CN(%),initial pH,material_1,Excipients_1,Additive Species,TC loss  (%)
3,1.2,32.11446740858506,60.0,26.76205617382088,7.8,5,3,4,28.4
3,10.4,30.176565008025683,60.0,2.9015927892332387,7.8,5,3,3,29.3
3,2.845139718825504,33.99239543726235,60.0,2.536745928153907,7.8,5,3,3,37.1
3,-1.0,6.0,66.0,25.0,-1.0,6,44,4,47.51
3,-1.0,6.35,66.0,25.0,-1.0,6,44,3,43.69
3,-1.0,5.8,66.0,25.0,-1.0,6,44,1,44.26
3,-1.0,5.85,66.0,25.0,-1.0,6,44,2,42.55
3,1.3,41.8,81.4,32.3,6.6,2,47,4,58.2
3,1.1,49.8,78.7,50.2,7.3,2,47,3,39.3
3,1.0,40.1,79.1,41.4,7.3,0,47,4,69.1
3,1.0,45.8,78.6,49.8,7.4,0,47,3,40.4
3,2.845139718825504,1.45,60.22,7.53,7.8456135058307,0,8,4,51.26
3,2.845139718825504,1.45,60.22,7.53,7.8456135058307,0,8,4,47.55
3,2.845139718825504,1.45,60.22,7.53,7.8456135058307,0,8,4,49.66
2,3.02,39.5318,-1.0,13.09,7.9,7,5,4,61.8
2,2.65,42.4795,-1.0,16.03,8.09,7,6,4,61.13
2,2.49,40.2882,-1.0,16.18,8.17,7,40,4,88.75
2,2.6,43.238,-1.0,16.63,7.71,7,39,4,85.83
2,2.35,41.7595,-1.0,17.77,7.87,7,35,4,54.59
2,2.65,42.585499999999996,-1.0,16.07,8.22,7,21,4,88.83
3,-1.0,-1.0,60.0,30.0,-1.0,6,32,4,15.15
3,-1.0,-1.0,60.0,30.0,-1.0,6,32,3,16.12
3,-1.0,-1.0,60.0,30.0,-1.0,6,32,3,16.94
3,-1.0,-1.0,60.0,30.0,-1.0,6,32,3,20.46
3,-1.0,-1.0,60.0,30.0,-1.0,6,32,3,19.19
3,-1.0,-1.0,60.0,30.0,-1.0,6,32,3,19.79
1,1.7,35.9,52.8,21.4,8.1,7,33,4,18.0
1,1.7,35.9,52.8,21.4,8.1,7,33,3,25.0
1,1.7,35.9,52.8,21.4,8.1,7,33,3,28.0
1,1.7,35.9,52.8,21.4,8.1,7,33,3,32.0
3,-1.0,-1.0,-1.0,-1.0,7.6,0,8,4,48.73
3,-1.0,-1.0,-1.0,-1.0,7.6,0,8,3,52.58
3,-1.0,-1.0,-1.0,-1.0,7.6,0,8,3,56.6
4,5.36,32.9,-1.0,6.15,6.99,7,48,4,10.42
4,1.98,35.36,-1.0,18.08,7.32,7,48,4,8.29
4,1.34,37.77,-1.0,28.17,7.64,7,48,4,8.92
4,1.05,40.18,-1.0,38.36,7.97,7,48,4,5.54
3,-1.0,-1.0,-1.0,20.0,7.49,5,8,4,22.39
3,-1.0,-1.0,-1.0,25.0,7.45,5,8,4,21.38
3,-1.0,-1.0,-1.0,30.0,7.42,5,8,4,21.49
3,-1.0,-1.0,-1.0,-1.0,-1.0,6,48,4,51.47
3,-1.0,-1.0,-1.0,-1.0,-1.0,6,48,0,64.64
3,-1.0,-1.0,-1.0,-1.0,-1.0,6,48,3,63.1
3,-1.0,-1.0,-1.0,-1.0,-1.0,6,48,2,68.47
3,1.9900000000000002,39.800000000000004,60.0,20.0,7.96,5,25,4,50.4
3,2.02,40.4,60.0,20.0,7.9,5,25,3,37.8
3,1.9300000000000002,38.6,60.0,20.0,7.54,5,25,1,41.4
3,1.96,39.2,60.0,20.0,7.45,5,25,2,10.8
3,7.87,196.75,60.0,25.0,7.6,5,25,4,51.3
3,1.7799999999999998,44.49999999999999,60.0,25.0,7.69,5,25,3,30.6
3,1.8199999999999998,45.49999999999999,60.0,25.0,7.16,5,25,3,39.6
3,1.7599999999999998,43.99999999999999,60.0,25.0,7.27,5,25,3,12.6
3,1.6700000000000002,50.1,60.0,30.0,7.53,5,25,4,55.8
3,1.6300000000000001,48.900000000000006,60.0,30.0,7.48,5,25,3,40.5
3,1.7000000000000002,51.00000000000001,60.0,30.0,7.13,5,25,3,37.8
3,1.52,45.6,60.0,30.0,7.1,5,25,3,22.5
3,1.9900000000000002,39.800000000000004,60.0,20.0,7.96,5,25,4,50.4
3,7.87,196.75,60.0,25.0,7.6,5,25,4,51.3
3,1.6700000000000002,50.1,60.0,30.0,7.53,5,25,4,55.8
3,2.02,40.4,60.0,20.0,7.9,5,25,3,37.8
3,1.7799999999999998,44.49999999999999,60.0,25.0,7.69,5,25,3,30.6
3,1.6300000000000001,48.900000000000006,60.0,30.0,7.48,5,25,3,40.5
3,1.9300000000000002,38.6,60.0,20.0,7.54,5,25,3,41.4
3,1.8199999999999998,45.49999999999999,60.0,25.0,7.16,5,25,3,39.6
3,1.7000000000000002,51.00000000000001,60.0,30.0,7.13,5,25,3,37.8
3,1.96,39.2,60.0,20.0,7.45,5,25,3,10.8
3,1.7599999999999998,43.99999999999999,60.0,25.0,7.27,5,25,3,12.6
3,1.52,45.6,60.0,30.0,7.1,5,25,3,22.5
3,2.52,35.3,-1.0,14.0,7.21,0,58,4,32.42
3,2.34,26.8,-1.0,11.5,7.26,0,58,3,23.55
3,2.52,36.1,-1.0,14.7,7.36,0,58,3,19.67
2,2.0,48.5,-1.0,23.2,6.6,7,18,4,10.5
2,1.0,50.6,-1.0,49.6,6.3,7,18,4,8.9
2,1.3,49.9,-1.0,36.1,6.6,7,18,4,10.3
2,1.7,49.2,-1.0,28.2,6.7,7,18,4,10.4
3,2.1,29.7,65.4,14.2,9.1,0,48,4,48.8
3,2.1,29.7,65.4,14.2,9.1,0,48,4,50.7
3,2.1,29.7,65.4,14.2,9.1,0,48,4,53.1
2,1.06,22.86,-1.0,21.566037735849054,8.19,7,41,4,75.43
2,2.46,42.01,-1.0,17.077235772357724,8.82,7,22,4,67.56
2,2.6,46.09,-1.0,17.72692307692308,8.08,7,4,4,60.2
2,1.92,38.09,-1.0,19.838541666666668,8.66,7,38,4,60.06
4,2.68,30.45,72.1,11.361940298507461,7.72,7,8,4,52.59
4,2.68,30.45,72.1,11.361940298507461,7.72,7,8,1,50.31
4,2.68,30.45,72.1,11.361940298507461,7.72,7,8,1,48.7
4,2.68,30.45,72.1,11.361940298507461,7.72,7,8,2,49.24
4,2.68,30.45,72.1,11.361940298507461,7.72,7,8,2,47.73
4,3.5701784419752753,43.30626450116009,67.86,12.13,5.86,7,11,4,32.63
4,1.5851156733964107,28.468677494199536,75.32,17.96,6.28,7,11,4,22.82
4,2.560597444542619,45.65545243619489,69.37,17.83,8.05,7,11,4,43.09
4,2.4365576135095495,46.75754060324826,66.06,19.19,8.33,7,11,4,49.76
4,2.2093453282417856,48.09744779582367,76.28,21.77,8.74,7,11,4,23.45
4,2.272514342715113,47.83642691415313,72.85,21.05,8.65,7,11,4,37.55
4,2.1182167154736624,47.511600928074245,63.45,22.43,8.79,7,11,4,57.58
4,2.206210669515432,49.0661252900232,76.28,22.24,8.73,7,11,4,31.16
3,1.91,38.1,59.81,19.9,7.3,6,8,4,49.2
3,1.79,35.6,60.21,19.9,7.89,6,43,4,44.46
4,-1.0,-1.0,-1.0,-1.0,-1.0,7,35,4,33.0
4,-1.0,-1.0,-1.0,-1.0,-1.0,7,35,0,32.0
4,-1.0,-1.0,-1.0,-1.0,-1.0,7,35,0,31.7
4,-1.0,-1.0,-1.0,-1.0,-1.0,7,35,0,29.5
4,1.78,44.89,56.23,25.21,8.12,7,48,4,10.0
4,1.78,44.89,56.23,25.21,8.12,7,48,3,22.0
4,1.78,44.89,56.23,25.21,8.12,7,48,2,16.0
4,1.78,44.89,56.23,25.21,8.12,7,48,2,23.0
4,1.78,44.89,56.23,25.21,8.12,7,48,2,23.5
4,-1.0,-1.0,65.0,25.0,-1.0,7,31,4,61.66
4,-1.0,-1.0,65.0,25.0,-1.0,7,31,1,57.96
3,1.7107438016528926,41.4,-1.0,24.2,-1.0,6,56,4,37.2
3,1.4605263157894737,44.4,-1.0,30.4,-1.0,6,56,4,35.2
3,1.281899109792285,43.2,-1.0,33.7,-1.0,6,56,4,33.3
2,3.5149820532651166,41.12529002320186,65.3,11.7,6.92,7,28,4,56.57
2,1.9823665893271463,49.559164733178655,61.9,25.0,6.0,7,28,4,53.43
2,1.1831657643722608,53.24245939675174,58.4,45.0,5.6,7,28,4,36.77
2,1.3120649651972158,52.48259860788863,56.2,40.0,5.8,7,28,4,45.06
2,1.4844216108717267,51.95475638051044,58.8,35.0,5.7,7,28,4,43.65
2,1.6927687548337198,50.7830626450116,60.9,30.0,5.7,7,28,4,50.1
2,2.3895011600928076,47.79002320185615,61.9,20.0,6.7,7,28,4,56.34
2,2.9972931167826764,44.959396751740144,64.5,15.0,6.82,7,28,4,54.84
4,4.589603283173735,22.566666666666663,-1.0,4.916910084451067,-1.0,7,51,4,27.6
4,3.8512332947490266,36.55923076923077,-1.0,9.492863187249016,-1.0,7,48,4,50.1
4,3.7750794485951804,36.83615384615385,-1.0,9.757716187896834,-1.0,7,43,4,47.1
4,3.8004640639797924,36.74384615384616,-1.0,9.668252491083555,-1.0,7,50,4,52.3
3,1.52,35.65,66.56369999999994,23.5,8.3,0,58,4,67.85
3,1.04,23.81,65.05469999999998,22.9,7.2,0,58,1,68.38
3,1.02,23.61,65.68179999999995,22.3,8.3,0,58,3,65.69
3,1.03,23.81,67.50139999999998,23.1,7.5,0,58,2,68.11
3,1.0,37.16,62.35080000000001,37.2,8.2,0,30,4,64.61
3,0.82,29.73,71.84760000000004,36.1,7.0,0,30,1,59.23
3,0.8,29.73,55.0916,37.1,8.0,0,30,3,55.46
3,0.81,29.73,70.15879691100002,36.6,7.3,0,30,2,59.23
3,0.85,40.41,75.57460000000005,47.5,7.7,0,23,4,61.65
3,0.7,32.33,64.245593822,45.9,6.7,0,23,1,43.88
3,0.68,32.33,73.95100000000004,47.5,7.6,0,23,3,53.04
3,0.69,32.33,73.87280000000001,46.7,6.9,0,23,2,51.96
3,1.52,35.65,68.08669999999992,23.5,8.3,0,58,4,67.85
3,1.0,37.16,62.35080000000001,37.2,8.2,0,30,4,64.61
3,0.85,40.41,75.57460000000005,47.5,7.7,0,23,4,61.65
3,1.04,23.81,67.32379999999998,22.9,7.2,0,58,3,68.38
3,0.82,29.73,71.84760000000004,36.1,7.0,0,30,3,59.23
3,0.7,32.33,64.245593822,45.9,6.7,0,23,3,43.88
3,1.02,23.61,66.84099999999994,22.3,8.3,0,58,3,65.69
3,0.8,29.73,55.0916,37.1,8.0,0,30,3,55.46
3,0.68,32.33,73.95100000000004,47.5,7.6,0,23,3,53.04
3,1.03,23.81,67.50139999999998,23.1,7.5,0,58,3,68.11
3,0.81,29.73,70.15879691100002,36.6,7.3,0,30,3,59.23
3,0.69,32.33,73.87280000000001,46.7,6.9,0,23,3,51.96
2,0.97,51.3,76.36259999999997,52.88659793814433,6.7,7,58,4,49.18
2,0.92,50.6,75.0436,55.0,8.76,7,58,1,49.13
2,0.92,49.4,76.06080000000001,53.69565217391304,9.33,7,58,1,44.24
2,0.94,48.9,76.22680000000001,52.02127659574468,9.35,7,58,1,43.93
2,0.91,46.6,75.72990000000001,51.20879120879121,8.13,7,58,1,48.71
2,0.83,44.6,75.69040000000001,53.73493975903615,8.86,7,58,1,44.74
2,0.77,41.1,75.83610000000002,53.37662337662338,8.77,7,58,1,44.62
3,2.18,28.0,65.03,12.88,7.88,3,34,4,10.33
3,1.9,43.37434388303481,63.17,24.41,7.88,3,34,3,15.82
3,1.8,43.16737540603248,62.39,27.43,7.7,3,34,3,17.17
3,1.8,43.65782853828306,62.6,28.06,7.88,3,34,3,16.54
3,2.05,38.03156300000003,61.97,16.31,7.88,3,34,3,11.61
3,1.8,45.88559215777261,63.43,39.93,7.88,3,34,3,12.7
2,2.473897911832947,49.47795823665894,61.1,20.0,6.0,7,37,4,22.76
2,1.722737819025522,51.68213457076566,53.5,30.0,6.1,7,37,4,7.81
2,1.363109048723898,54.52436194895591,48.5,40.0,6.5,7,37,4,17.58
2,2.105820639564209,48.4338747099768,74.7,23.0,8.9,7,11,4,34.26
2,1.662799690641918,49.88399071925754,65.6,30.0,8.9,7,11,4,21.27
2,1.357308584686775,54.29234338747099,53.0,40.0,8.2,7,11,4,7.04
2,1.283007402496962,53.8863109048724,47.5,42.0,6.9,7,46,4,10.57
2,1.79,42.59,72.00489691100002,23.8,8.2,7,44,4,43.0
2,4.45,44.38,70.46750000000002,30.6,8.4,7,44,4,39.6
3,3.86,46.9,81.0,12.2,7.0,3,58,4,24.900000000000006
3,3.18,48.8,75.8,15.3,7.1,4,29,4,31.400000000000006
0,2.16,48.2,77.3,22.3,8.7,7,29,4,31.599999999999994
0,2.25,45.3,77.0,20.1,8.8,7,29,4,40.8
0,1.82,54.5,80.0,29.9,6.7,7,45,4,35.0
0,2.26,38.3,84.1,16.9,10.7,7,58,3,14.900000000000006
0,2.21,45.3,80.7,20.5,9.8,7,29,3,32.3
0,2.03,42.5,81.5,21.3,10.0,7,29,3,25.299999999999997
3,2.295194145561243,38.68289928120651,60.0,16.0,6.954763033333339,0,16,4,44.0
3,2.031960637073607,33.98118955445477,65.0,19.0,6.944186742857148,0,16,4,42.0
3,1.277269940201892,25.29425999999998,70.0,22.0,7.199152800000002,0,16,4,47.0
3,2.386932878405209,40.08146983990719,70.0,16.0,7.127311766666668,0,16,4,36.0
3,2.04231034389359,40.6889710185615,60.0,19.0,6.649135033333336,0,16,4,51.0
3,1.527390292201894,34.14800336426914,65.0,22.0,7.167312500000006,0,16,4,56.0
3,2.387783241153718,36.78098493199538,65.0,16.0,6.972203066666672,0,16,4,51.0
3,1.495309491935857,26.19814039675175,70.0,19.0,7.092696109523814,0,16,4,50.0
3,1.598367165021877,37.43413740139212,60.0,22.0,7.258119300000004,0,16,4,54.0
3,2.12,36.7,67.35141999999993,17.3,7.9823613,6,8,4,54.8
3,2.12,36.7,67.33011999999994,17.3,8.0193613,6,8,4,54.2
3,2.12,36.7,67.52870999999998,17.3,8.108158700000002,6,8,4,53.7
3,2.12,36.7,67.15951,17.3,7.917320900000004,6,8,4,52.2
3,2.12,36.7,67.15951,17.3,7.917320900000004,6,8,4,52.2
3,2.12,36.7,67.55981999999997,17.3,8.0069369,6,8,4,56.3
4,1.715,43.97,58.83044999999998,25.63848396501458,7.743668899999998,7,35,4,40.0
4,1.925,44.47,67.24429999999997,23.1012987012987,7.682135100000002,7,8,4,44.0
4,1.985,42.27,68.47079999999998,21.29471032745592,7.805135100000002,7,15,4,47.0
4,1.96,43.165,67.76759999999997,22.02295918367347,7.763535100000001,7,24,4,51.0
3,1.9,40.0,61.0,21.05263157894737,7.913376900000002,0,35,4,26.0
3,1.9,40.0,61.0,21.05263157894737,7.9521769,0,35,4,39.0
3,1.9,40.0,61.0,21.05263157894737,7.9341769,0,35,4,36.0
3,1.9,40.0,61.0,21.05263157894737,7.937176900000001,0,35,4,32.0
3,1.9,40.0,61.0,21.05263157894737,7.941676900000001,0,35,4,34.0
3,1.22,30.2,63.0,24.75409836065574,7.729217299999992,0,13,4,17.0
3,1.24,31.1,63.0,25.08064516129032,7.731051299999993,0,13,4,23.0
3,1.5,30.2,64.0,20.13333333333333,7.922627499999994,0,13,4,24.0
3,1.5,30.6,65.0,20.4,7.862807899999996,0,13,4,30.0
3,1.19,43.90951276102088,55.72479382199998,36.89875021934528,7.415600000000003,0,14,4,47.16
3,1.22,44.32714617169373,66.2854,36.33372637024077,7.177707900000001,0,14,4,59.54
3,1.25,46.79814385150812,62.80799691099999,37.4385150812065,7.21466666666667,0,14,4,68.8
3,1.29,41.84454756380511,71.77489999999995,32.43763377039156,7.161700000000004,0,14,4,60.72
3,1.32,43.49187935034803,62.30699999999998,32.94839344723335,7.487099999999999,0,14,4,55.61
0,2.4,40.7,69.0,16.95833333333334,7.580647899999998,7,12,4,23.5
0,2.4,40.7,63.0,16.95833333333334,7.382253399999999,7,12,3,20.6
0,1.87,41.9,63.0,22.40641711229946,7.652439699999998,7,12,3,16.8
0,1.97,49.0,58.0,24.87309644670051,7.218014300000004,7,12,3,8.9
0,1.99,41.4,70.0,20.80402010050251,7.691427199999997,7,12,3,29.5
0,2.4,40.7,62.0,16.95833333333334,7.308101899999998,7,12,3,21.8
0,2.09,41.4,61.0,19.80861244019139,7.6014139,7,12,3,19.2
0,2.15,45.4,57.0,21.11627906976744,7.609300499999997,7,12,3,13.4
0,2.37,40.5,64.0,17.08860759493671,7.4330296,7,12,3,18.6
3,1.65,43.0,83.0,16.5,8.45,0,0,4,45.0
3,1.65,43.0,83.0,16.5,8.45,0,0,4,40.0
3,4.6,35.2,71.0,6.1,6.8,5,0,4,24.0
3,4.61,35.2,71.0,6.1,6.8,5,0,4,22.0
3,3.42,48.7,65.0,12.2,6.95,5,0,3,33.0
3,3.42,48.7,65.0,12.2,6.95,5,0,3,28.0
1,-1.0,-1.0,66.9,31.8,5.6,7,58,4,54.0
1,-1.0,-1.0,57.58,31.5,6.6,7,8,4,57.0
1,-1.0,-1.0,57.78,32.5,6.5,7,35,4,44.0
1,-1.0,-1.0,58.599999999999994,22.5,6.2,7,42,4,30.0
2,1.1,46.7,-1.0,43.0,5.2,7,53,4,23.1
3,1.7,39.7,-1.0,23.4,7.5,1,55,4,14.6
3,1.5,40.5,-1.0,28.2,7.42,1,52,4,12.6
3,2.4,44.8,-1.0,18.6,6.52,1,54,4,20.8
3,2.17,38.76,65.9,17.86,7.8,6,8,4,58.4
3,1.96,36.72,-1.0,-1.0,-1.0,6,8,1,56.6
3,2.06,36.53,-1.0,-1.0,-1.0,6,8,2,56.3
3,2.1,37.4,-1.0,-1.0,-1.0,6,8,2,58.0
3,2.07,36.9,63.0,17.8,8.6,6,8,4,7.0
3,2.07,36.9,63.0,17.8,8.6,6,8,4,8.1
3,2.07,36.9,63.0,17.8,8.6,6,8,4,8.4
3,2.07,36.9,63.0,17.8,8.6,6,8,4,5.1
3,2.07,36.9,63.0,17.8,8.6,6,8,4,8.3
3,2.07,36.9,63.0,17.8,8.6,6,8,4,7.9
3,2.75,44.1,-1.0,16.036363636363635,7.24,1,1,4,26.3
3,1.5,44.8,-1.0,29.866666666666664,7.42,1,1,4,23.4
2,2.02,39.66,-1.0,19.5,8.3,7,27,4,52.0
2,2.06,40.31,-1.0,19.5,7.97,7,27,1,50.0
2,2.11,39.32,-1.0,18.7,8.02,7,27,1,44.0
2,1.86,25.19,-1.0,13.5,8.88,7,38,4,55.0
2,1.92,27.23,-1.0,14.2,8.52,7,38,1,53.0
2,2.845139718825504,28.84,-1.0,15.0,8.35,7,38,1,52.0
3,2.4,34.8,65.0,15.0,-1.0,6,8,4,43.0
3,2.4,35.2,70.0,15.0,-1.0,6,8,4,50.0
3,2.4,35.3,75.0,15.0,-1.0,6,8,4,34.0
3,1.9,40.9,75.0,21.0,-1.0,6,8,4,46.0
3,1.9,40.1,70.0,21.0,-1.0,6,8,4,55.0
3,1.9,39.4,65.0,21.0,-1.0,6,8,4,53.0
3,2.1,38.0,70.0,18.0,-1.0,6,8,4,41.0
3,2.1,38.0,65.0,18.0,-1.0,6,8,4,50.0
3,2.1,37.6,75.0,18.0,-1.0,6,8,4,49.0
3,2.4,34.8,65.0,15.0,-1.0,6,8,4,43.0
3,1.9,40.9,75.0,21.0,-1.0,6,8,4,46.0
3,2.1,38.0,70.0,18.0,-1.0,6,8,4,41.0
3,2.4,35.3,75.0,15.0,-1.0,6,8,4,34.0
3,1.9,40.1,70.0,21.0,-1.0,6,8,4,55.0
3,2.1,38.0,65.0,18.0,-1.0,6,8,4,50.0
3,2.4,35.2,70.0,15.0,-1.0,6,8,4,50.0
3,1.9,39.4,65.0,21.0,-1.0,6,8,4,53.0
3,2.1,37.6,75.0,18.0,-1.0,6,8,4,49.0
3,-1.0,-1.0,65.0,20.0,-1.0,5,9,4,24.3
3,-1.0,-1.0,65.0,20.0,-1.0,5,9,4,54.47
3,-1.0,-1.0,65.0,20.0,-1.0,5,9,4,45.7
3,1.15,37.3,49.6,32.0,7.84,5,34,4,24.2
3,1.15,37.3,49.6,32.0,7.84,5,34,4,21.4
3,1.15,37.3,49.6,32.0,7.84,5,34,4,23.1
3,1.15,37.3,49.6,32.0,7.84,5,34,4,25.0
3,1.15,37.3,49.6,32.0,7.84,5,34,4,22.3
3,1.15,37.3,49.6,32.0,7.84,5,34,4,26.5
4,2.1,46.0,62.0,22.0,-1.0,7,20,4,33.0
4,2.4,46.0,65.0,19.0,-1.0,7,20,4,44.0
4,1.8,47.0,58.0,26.0,-1.0,7,20,4,62.0
4,1.9,43.0,59.0,23.0,-1.0,7,20,4,60.0
4,1.7,47.0,59.0,28.0,-1.0,7,20,4,28.0
4,1.4,42.0,56.0,30.0,-1.0,7,20,4,40.0
3,2.36,34.8,64.1,14.7,-1.0,6,10,4,42.7
3,2.06,38.0,71.3,18.4,-1.0,6,10,4,41.6
3,1.93,40.9,75.7,21.2,-1.0,6,10,4,45.6
3,2.08,38.0,65.2,18.3,-1.0,6,10,4,51.0
3,1.9,40.1,70.6,21.1,-1.0,6,10,4,54.0
3,2.37,35.3,76.8,14.9,-1.0,6,10,4,33.8
3,1.9,39.4,63.7,20.7,-1.0,6,10,4,50.7
3,2.35,35.2,70.8,15.0,-1.0,6,10,4,50.3
3,2.09,37.6,74.0,18.0,-1.0,6,10,4,48.9
3,2.36,34.8,64.1,14.7,-1.0,6,10,4,42.7
3,2.06,38.0,71.3,18.4,-1.0,6,10,4,41.6
3,1.93,40.9,75.7,21.2,-1.0,6,10,4,45.6
3,2.08,38.0,65.2,18.3,-1.0,6,10,4,51.0
3,1.9,40.1,70.6,21.1,-1.0,6,10,4,54.0
3,2.37,35.3,76.8,14.9,-1.0,6,10,4,33.8
3,1.9,39.4,63.7,20.7,-1.0,6,10,4,50.7
3,2.35,35.2,70.8,15.0,-1.0,6,10,4,50.3
3,2.09,37.6,74.0,18.0,-1.0,6,10,4,48.9
2,1.20625,19.3,-1.0,16.0,8.42,7,17,3,30.0
2,1.2748538011695907,21.8,-1.0,17.1,8.8,7,17,3,52.0
2,1.2954545454545454,22.8,-1.0,17.6,8.35,7,17,3,12.0
2,1.3105263157894735,24.9,-1.0,19.0,7.81,7,17,3,18.0
2,1.6833333333333333,20.2,-1.0,12.0,8.41,7,17,3,32.0
1,2.524222038265574,50.232018561484914,67.7,19.9,6.4,7,58,4,54.8
1,2.528773730469866,51.33410672853828,65.9,20.3,6.6,7,58,3,59.9
1,2.6895835877396506,51.10208816705336,66.6,19.0,6.4,7,58,3,64.7
1,2.7505426240550856,51.1600928074246,67.0,18.6,6.4,7,58,3,46.7
1,2.5399001617099066,50.29002320185615,65.6,19.8,6.3,7,58,3,46.4
3,1.2346702021876035,34.5707656612529,60.0,28.0,7.65,5,34,4,14.0
3,1.2323405801289724,34.62877030162413,60.0,28.1,7.68,5,34,4,15.4
3,1.2174825576152097,34.45475638051044,60.0,28.3,7.67,5,34,4,12.8
2,3.87,39.203100000000006,60.0,10.13,7.0,7,36,4,19.29
2,1.26,52.542,60.0,41.7,6.7,7,36,4,7.56
2,2.98,43.7166,60.0,14.67,6.9,7,36,4,9.06
2,3.42,40.7664,60.0,11.92,7.0,7,36,4,12.49
3,-1.0,-1.0,-1.0,-1.0,-1.0,0,49,4,38.6
3,-1.0,-1.0,-1.0,-1.0,-1.0,0,44,4,49.3
2,3.644108322558935,47.73781902552204,-1.0,13.1,7.5,7,26,4,40.0
2,2.5412924123038754,51.33410672853828,-1.0,20.2,7.1,7,2,4,38.0
3,-1.0,-1.0,60.0,20.0,-1.0,6,30,4,79.33
3,-1.0,-1.0,60.0,25.0,-1.0,6,30,4,92.58
2,1.46,39.6,61.7,30.0,-1.0,7,58,4,9.4
2,1.44,38.9,61.1,30.0,-1.0,7,19,4,10.0
2,1.41,36.8,60.6,30.0,-1.0,7,19,4,12.8
2,1.37,35.8,61.0,30.0,-1.0,7,19,4,12.9
2,1.34,30.9,61.1,30.0,-1.0,7,19,4,23.0
2,1.3,28.0,60.9,30.0,-1.0,7,19,4,28.4
3,1.4,25.04,62.63,17.9,8.3,0,58,4,50.0
3,1.33,23.63,65.46,17.8,7.6,0,58,1,50.38461538461539
3,1.32,24.89,64.61,18.9,7.6,0,58,1,53.42465753424658
3,1.29,23.82,65.46,18.5,7.4,0,58,1,56.29139072847682
3,1.29,25.93,64.12,20.1,8.4,0,58,3,50.877192982456144
3,1.12,19.14,61.07,17.1,8.6,0,58,3,39.39393939393939
3,1.23,23.12,63.73,18.9,8.7,0,58,3,50.331125827814574
3,2.9,40.4,71.9,14.4,7.9,5,7,4,75.0
3,1.6,36.9,72.4,23.5,8.3,5,7,4,80.0
3,-1.0,-1.0,-1.0,-1.0,7.1,6,58,4,57.8
3,-1.0,-1.0,-1.0,-1.0,8.4,6,58,1,45.4
3,-1.0,-1.0,-1.0,-1.0,6.6,6,58,1,56.0
3,-1.0,-1.0,-1.0,-1.0,6.7,6,58,1,48.5
