Material_Main, Composting Method,M1_is Enclosed,Period (d),V2_Ventilation Interval (min),V4_Ventilation Day,V3_Ventilation Duration (min),Turning times,Application Rate (%DW),Material_2,Compost volume (m3),V5_Ventilation rate (L/min/kg iniDW),Initial Moisture Content (%),Initial C/N (%),Initial TN (%),V1_Ventilation Type,Initial TC (%),Additive_1,Initial density (kg/L),TN loss (%)
10,0,1,28.0,0,28.0,0.0,5,2.44988,11,0.06,0.48,56.61409,26.515,2.14833,0,41.5342,18,0.53821,15.82
10,0,1,28.0,0,28.0,0.0,5,2.45195,11,0.06,0.48,56.61409,26.515,2.15,0,41.5342,17,0.53821,27.47
10,0,1,28.0,0,28.0,0.0,5,4.35435,11,0.06,0.48,57.17409,24.29595,2.16833,0,41.5342,20,0.54251,32.42
7,0,1,21.0,9,21.0,10.0,0,0.0,0,0.1,0.2,59.268,16.66133,3.07,1,41.2452,5,0.94663,23.4
7,0,1,21.0,9,21.0,10.0,0,0.25,0,0.1,0.2,59.268,17.39133,3.15,1,42.0702,48,0.93858,13.05
7,0,1,21.0,9,21.0,10.0,0,5.25,0,0.1,0.2,59.868,16.21133,2.99,1,40.9452,48,0.69959,6.82
7,0,1,21.0,9,21.0,10.0,0,5.0,0,0.1,0.2,59.868,15.71133,2.92,1,39.70861,30,0.70688,16.78
7,0,1,42.0,0,42.0,0.0,2,0.0,11,0.165,0.0702,53.8,16.6,2.89,0,47.9,5,0.3,48.7
7,0,1,42.0,0,42.0,0.0,2,10.8,11,0.165,0.06533,49.3,18.6,2.65,0,49.3,5,0.3,41.9
7,0,1,42.0,0,42.0,0.0,2,21.6,11,0.165,0.07023,50.2,20.4,2.45,0,50.1,5,0.3,38.3
8,0,1,34.0,0,34.0,0.0,6,0.0,11,0.06,0.27211,65.0,11.37,2.21557,0,33.23298,5,0.58333,37.08
8,0,1,34.0,0,34.0,0.0,6,10.0,11,0.06,0.26291,65.0,11.37,2.21292,0,35.76798,49,0.60375,28.22
8,0,1,34.0,0,34.0,0.0,6,10.28571,11,0.06,0.26265,65.0,11.37,2.21292,0,35.63567,49,0.60433,26.16
8,0,1,34.0,0,34.0,0.0,6,14.57143,11,0.06,0.2589,65.0,11.37,2.25992,0,37.42,49,0.61308,24.0
10,0,1,35.0,0,0.0,0.0,6,0.0,11,0.06,0.25,69.2,18.43351,2.03653,0,37.5404,5,0.37833,37.5
10,0,1,35.0,0,0.0,0.0,6,9.13414,11,0.06,0.25,63.27932,18.43351,2.03653,0,37.5404,18,0.255,18.8
10,0,1,35.0,0,0.0,0.0,6,4.0,11,0.06,0.25,65.01916,18.43351,2.03653,0,37.5404,49,0.33056,24.8
10,0,1,35.0,0,0.0,0.0,6,9.13414,11,0.06,0.25,63.27932,18.43351,2.03653,0,37.5404,18,0.255,15.5
8,0,1,44.44706,11,22.85922,3.69595,0,4.90157,7,1.22038,0.66439,64.03324,21.34763,2.07399,1,39.62259,5,0.47538,33.4
8,0,1,44.44706,11,22.85922,3.69595,0,4.90157,11,1.22038,0.66439,64.03324,21.34763,2.07399,1,39.62259,5,0.47538,18.5
8,0,1,44.44706,11,22.85922,3.69595,0,4.90157,7,1.22038,0.66439,64.03324,21.34763,2.07399,1,39.62259,5,0.47538,13.8
7,0,1,50.0,0,25.5,0.025,9,0.0,11,0.1,0.065,60.0,31.0074,1.68589,0,44.57341,5,0.5,41.19
7,0,1,50.0,0,21.3,0.025,9,2.0,11,0.1,0.03,60.0,30.0553,1.71673,0,44.57341,11,0.5,38.64
7,0,1,50.0,0,19.1,0.025,9,4.0,11,0.1,0.07,60.0,30.3317,1.69581,0,45.8476,11,0.5,31.45
7,0,1,50.0,0,19.3,0.025,9,6.0,11,0.1,0.095,60.0,30.5467,1.64443,0,43.63852,11,0.5,25.78
7,0,1,50.0,0,29.3,0.025,9,8.0,11,0.1,0.13,60.0,31.0381,1.54038,0,43.86004,11,0.5,18.48
7,0,1,50.0,0,35.3,0.025,9,10.0,11,0.1,0.095,60.0,30.7924,1.58899,0,43.86004,11,0.5,12.39
10,0,1,50.0,0,50.0,0.0,9,0.0,11,0.1,0.3,55.0,25.0,2.084,0,52.1,5,0.56915,3.27626
10,0,1,50.0,0,50.0,0.0,9,10.0,11,0.1,0.3,62.41946,25.10433,2.03465,0,43.48709,5,0.52318,1.86454
10,0,1,50.0,0,50.0,0.0,9,20.0,11,0.1,0.3,59.73189,22.14199,2.27241,0,43.60416,5,0.44474,1.06012
10,0,1,50.0,0,50.0,0.0,9,20.5,11,0.1,0.3,59.73189,22.14199,2.35764,0,43.60416,5,0.44474,1.0175
10,0,1,50.0,0,50.0,0.0,9,21.0,11,0.1,0.3,59.73189,22.14199,2.35764,0,42.85043,5,0.44474,0.84703
10,0,1,50.0,0,50.0,0.0,9,22.0,11,0.1,0.3,59.73189,22.14199,2.33658,0,42.85043,5,0.44474,0.75114
8,0,1,34.0,0,34.0,0.0,7,0.0,7,0.005,0.03367,67.6,33.5,1.46,0,42.91,5,0.55,20.9
8,0,1,34.0,0,34.0,0.0,7,7.73359,7,0.005,0.03367,67.3,33.52459,1.22,0,40.9,29,0.41395,14.7
8,0,1,34.0,0,34.0,0.0,7,7.12828,7,0.005,0.03367,66.8,33.1129,1.24,0,41.06,21,0.39447,17.3
8,0,1,34.0,0,34.0,0.0,7,6.05043,7,0.005,0.03367,66.0,31.5303,1.32,0,41.62,29,0.49314,5.7
10,2,0,52.0,0,0.0,0.0,13,0.0,11,2.412,0.0,65.0,16.75336,2.157,0,36.137,5,0.46162,22.64
10,2,0,52.0,0,0.0,0.0,13,23.0,11,2.374,0.0,65.0,24.09262,1.958,0,38.5,5,0.54145,15.38
10,2,0,44.44706,0,22.85922,3.69595,13,4.90157,11,1.22038,0.66439,64.03324,21.34763,2.07399,0,39.62259,5,0.47538,8.88
10,2,0,44.44706,0,22.85922,3.69595,13,4.90157,11,1.22038,0.66439,64.03324,21.34763,2.07399,0,39.62259,5,0.47538,11.28
7,0,1,91.0,0,0.0,0.0,13,0.0,11,0.25,0.0,60.0,20.0,1.99,0,39.8,5,0.40065,38.7288
7,0,1,91.0,0,25.6,0.0,13,12.5,11,0.25,0.14475,60.0,20.0,2.02,0,40.4,5,0.34394,30.5921
7,0,1,91.0,0,25.6,0.0,13,12.5,11,0.25,0.14475,60.0,20.0,1.93,0,38.6,16,0.34394,28.3129
7,0,1,44.44706,0,22.85922,3.69595,13,4.90157,11,1.22038,0.66439,64.03324,21.34763,2.07399,0,39.62259,5,0.47538,20.4619
7,0,1,44.44706,0,22.85922,3.69595,13,4.90157,11,1.22038,0.66439,64.03324,21.34763,2.07399,0,39.62259,5,0.47538,31.9196
7,0,1,91.0,0,13.6,0.0,13,12.5,11,0.25,0.07875,60.0,25.0,1.78,0,44.5,5,0.37521,21.7826
7,0,1,91.0,0,13.6,0.0,13,12.5,11,0.25,0.07875,60.0,25.0,1.82,0,45.5,16,0.37521,19.0748
7,0,1,44.44706,0,22.85922,3.69595,13,4.90157,11,1.22038,0.66439,64.03324,21.34763,2.07399,0,39.62259,5,0.47538,8.79526
7,0,1,91.0,0,0.0,0.0,13,0.0,11,0.25,0.0,60.0,30.0,1.67,0,50.1,5,0.42587,26.1098
7,0,1,91.0,0,30.0,0.0,13,12.5,11,0.25,0.41755,60.0,30.0,1.63,0,48.9,5,0.39615,19.9734
7,0,1,91.0,0,30.0,0.0,13,12.5,11,0.25,0.41755,60.0,30.0,1.7,0,51.0,16,0.39615,13.265
7,0,1,44.44706,0,22.85922,3.69595,13,4.90157,11,1.22038,0.66439,64.03324,21.34763,2.07399,0,39.62259,5,0.47538,9.98574
8,0,1,32.0,0,32.0,0.0,0,0.0,11,0.1,0.48762,75.32,17.96,2.18647,0,37.57637,5,0.51721,17.06
8,0,1,32.0,0,32.0,0.0,0,0.0,11,0.1,0.48662,69.37,17.83,2.10447,0,36.82372,5,0.52759,37.71
8,0,1,32.0,0,32.0,0.0,0,0.0,11,0.1,0.69442,66.06,19.19,1.99607,0,35.29671,5,0.5952,33.42
0,0,1,32.0,0,32.0,0.0,0,0.0,11,0.1,0.46062,76.28,21.77,2.17076,0,37.57637,5,0.50995,23.26
0,0,1,32.0,0,32.0,0.0,0,0.0,11,0.1,0.45275,72.85,21.05,2.17253,0,38.82661,5,0.40433,31.6
0,0,1,32.0,0,32.0,0.0,0,0.0,11,0.1,0.49974,63.45,22.43,2.15195,0,38.84165,5,0.60378,34.13
8,0,1,32.0,0,32.0,0.0,0,0.0,11,0.1,0.41996,67.86,12.13,3.13718,0,36.11357,5,0.48025,52.0
0,0,1,32.0,0,32.0,0.0,0,0.0,11,0.1,0.46062,76.28,22.24,2.17076,0,37.57637,5,0.50995,26.68
5,0,1,28.0,0,28.0,0.0,0,0.0,11,0.1,0.51762,58.4,45.0,2.062,0,37.01683,5,0.68675,23.29
5,0,1,28.0,0,28.0,0.0,0,0.0,11,0.1,0.51762,56.2,40.0,2.17878,0,38.01505,5,0.69646,28.36
5,0,1,28.0,0,28.0,0.0,0,0.0,11,0.1,0.51762,58.8,35.0,2.09501,0,36.89639,5,0.60809,25.55
5,0,1,28.0,0,28.0,0.0,0,0.0,11,0.1,0.58858,60.9,30.0,2.18708,0,40.73402,5,0.52769,27.35
5,0,1,28.0,0,28.0,0.0,0,0.0,11,0.1,0.58893,61.9,25.0,2.28291,0,39.72726,5,0.55847,32.02
7,0,1,28.0,0,28.0,0.0,0,0.0,0,0.1,0.60458,61.9,20.0,2.26108,0,41.95725,5,0.5555,42.17
7,0,1,28.0,0,28.0,0.0,0,0.0,0,0.1,0.30676,64.5,15.0,2.41916,0,36.68,5,0.48942,44.85
7,0,1,28.0,0,28.0,0.0,0,0.0,11,0.1,0.305,65.3,11.7,2.57284,0,37.48,5,0.44832,55.92
0,0,1,44.44706,0,22.85922,3.69595,1,4.90157,11,1.22038,0.66439,64.03324,21.34763,2.07399,0,39.62259,40,0.47538,47.069
0,0,1,44.44706,0,22.85922,3.69595,1,4.90157,11,1.22038,0.66439,64.03324,21.34763,2.07399,0,39.62259,56,0.47538,50.0
0,0,1,44.44706,0,22.85922,3.69595,1,4.90157,11,1.22038,0.66439,64.03324,21.34763,2.07399,0,39.62259,40,0.47538,46.7241
0,0,1,44.44706,0,22.85922,3.69595,1,4.90157,11,1.22038,0.66439,64.03324,21.34763,2.07399,0,39.62259,40,0.47538,49.3103
0,0,1,44.44706,0,22.85922,3.69595,1,4.90157,11,1.22038,0.66439,64.03324,21.34763,2.07399,0,39.62259,56,0.47538,46.5517
0,0,1,44.44706,0,22.85922,3.69595,1,4.90157,11,1.22038,0.66439,64.03324,21.34763,2.07399,0,39.62259,40,0.47538,48.4483
0,0,1,44.44706,0,22.85922,3.69595,1,4.90157,7,1.22038,0.66439,64.03324,21.34763,2.07399,0,39.62259,5,0.47538,44.3103
0,0,1,44.44706,0,22.85922,3.69595,1,4.90157,7,1.22038,0.66439,64.03324,21.34763,2.07399,0,39.62259,40,0.47538,26.8966
0,0,1,44.44706,0,22.85922,3.69595,1,4.90157,7,1.22038,0.66439,64.03324,21.34763,2.07399,0,39.62259,56,0.47538,28.2759
0,0,1,44.44706,0,22.85922,3.69595,1,4.90157,7,1.22038,0.66439,64.03324,21.34763,2.07399,0,39.62259,40,0.47538,33.7931
10,0,0,84.0,0,0.0,0.0,0,0.0,11,0.12,0.0,81.0,12.2,3.86,0,46.9,5,0.35789,39.9
10,0,0,84.0,0,0.0,0.0,0,0.0,11,0.12,0.0,75.8,15.3,3.18,0,48.8,5,0.37259,30.9
1,0,0,84.0,0,0.0,0.0,0,0.0,11,0.12,0.0,77.3,22.3,2.16,0,48.2,5,0.34361,27.1
1,0,0,84.0,0,0.0,0.0,0,0.0,11,0.12,0.0,77.0,20.1,2.25,0,45.3,5,0.35833,30.3
1,0,0,84.0,0,0.0,0.0,0,0.0,0,0.12,0.0,80.0,29.9,1.82,0,54.5,5,0.35875,31.8
1,0,0,84.0,0,0.0,0.0,0,22.28321,11,0.12,0.0,84.1,16.9,2.26,0,38.3,5,0.35901,39.3
1,0,0,84.0,0,0.0,0.0,0,9.53373,11,0.12,0.0,80.7,20.5,2.21,0,45.3,5,0.35838,31.2
1,0,0,84.0,0,0.0,0.0,0,15.84383,11,0.12,0.0,81.5,21.3,2.03,0,42.5,5,0.35766,29.4
0,0,1,60.0,0,60.0,0.0,5,2.79709,11,0.045,0.22,60.0,16.0,2.3,0,36.9,49,0.56915,22.0
0,0,1,60.0,0,60.0,0.0,5,3.49709,11,0.045,0.44,60.0,19.0,2.0,0,38.2,49,0.56915,28.0
0,0,1,60.0,0,60.0,0.0,5,4.49709,11,0.045,0.66,60.0,22.0,1.8,0,39.8,49,0.59489,32.0
0,0,1,60.0,0,60.0,0.0,5,3.66746,11,0.045,0.22,65.0,19.0,2.0,0,38.4,49,0.52672,23.0
0,0,1,60.0,0,60.0,0.0,5,3.66746,11,0.045,0.44,65.0,22.0,1.8,0,40.4,49,0.53022,29.0
0,0,1,60.0,0,60.0,0.0,5,2.16746,11,0.045,0.66,65.0,16.0,2.3,0,37.2,49,0.4415,45.0
0,0,1,60.0,0,60.0,0.0,5,3.35437,11,0.045,0.22,70.0,22.0,1.8,0,40.6,49,0.38834,19.0
0,0,1,60.0,0,60.0,0.0,5,1.47518,11,0.045,0.44,70.0,16.0,2.3,0,37.5,49,0.32984,40.0
0,0,1,60.0,0,60.0,0.0,5,2.43345,11,0.045,0.66,70.0,19.0,2.0,0,38.5,49,0.38834,36.0
1,0,1,28.0,0,28.0,0.0,0,0.0,11,0.01,0.28,69.0,11.0,3.7,0,40.7,5,0.24194,17.7
1,0,1,28.0,0,28.0,0.0,0,0.0,5,0.01,0.28,63.0,11.0,3.7,0,40.7,5,0.27027,13.5
1,0,1,28.0,0,28.0,0.0,0,0.0,5,0.01,0.28,66.0,11.0,3.7,0,40.7,5,0.25735,10.2
1,0,1,28.0,0,28.0,0.0,0,0.0,7,0.01,0.28,65.0,14.7,2.85034,0,41.9,5,0.28571,3.1
1,0,1,28.0,0,28.0,0.0,0,0.0,7,0.01,0.28,67.0,12.9,3.2093,0,41.4,5,0.26515,13.1
1,0,1,28.0,0,28.0,0.0,0,25.0,11,0.01,0.28,65.0,16.7,2.93413,0,49.0,5,0.28571,12.8
1,0,1,28.0,0,28.0,0.0,0,14.28571,11,0.01,0.28,67.0,14.0,3.24286,0,45.4,5,0.26515,14.0
1,0,1,28.0,0,28.0,0.0,0,0.0,11,0.01,0.28,65.0,14.0,2.95714,0,41.4,5,0.28571,13.2
1,0,1,28.0,0,28.0,0.0,0,0.0,2,0.01,0.28,65.0,12.1,3.34711,0,40.5,5,0.28571,8.7
10,0,1,37.0,1,37.0,25.0,4,0.0,11,0.06,0.24,65.0,14.5,2.4,1,34.8,5,0.35841,21.0
10,0,1,37.0,1,37.0,25.0,4,0.0,11,0.06,0.48,65.0,18.09524,2.1,1,38.0,5,0.5307,27.0
10,0,1,37.0,1,37.0,25.0,4,0.0,11,0.06,0.72,65.0,20.73684,1.9,1,39.4,5,0.5882,31.0
10,0,1,37.0,1,37.0,25.0,4,0.0,11,0.06,0.24,70.0,18.09524,2.1,1,38.0,5,0.56693,22.0
10,0,1,37.0,1,37.0,25.0,4,0.0,11,0.06,0.48,70.0,21.10526,1.9,1,40.1,5,0.57203,28.0
10,0,1,37.0,1,37.0,25.0,4,0.0,11,0.06,0.72,70.0,14.66667,2.4,1,35.2,5,0.56968,46.0
10,0,1,37.0,1,37.0,25.0,4,0.0,11,0.06,0.24,75.0,21.52632,1.9,1,40.9,5,0.4633,18.0
10,0,1,37.0,1,37.0,25.0,4,0.0,11,0.06,0.48,75.0,14.70833,2.4,1,35.3,5,0.59623,40.0
10,0,1,37.0,1,37.0,25.0,4,0.0,11,0.06,0.72,75.0,17.90476,2.1,1,37.6,5,0.52435,35.0
10,0,1,37.0,0,37.0,0.0,4,0.0,11,0.06,0.24,64.1,14.7,2.36,0,34.8,5,0.48579,21.3
10,0,1,37.0,0,37.0,0.0,4,0.0,11,0.06,0.48,65.2,18.3,2.08,0,38.0,5,0.5632,26.6
10,0,1,37.0,0,37.0,0.0,4,0.0,11,0.06,0.72,63.7,20.7,1.9,0,39.4,5,0.60445,30.6
10,0,1,37.0,0,37.0,0.0,4,0.0,11,0.06,0.24,71.3,18.4,2.06,0,38.0,5,0.55183,22.0
10,0,1,37.0,0,37.0,0.0,4,0.0,11,0.06,0.48,70.6,21.1,1.9,0,40.1,5,0.55339,28.4
10,0,1,37.0,0,37.0,0.0,4,0.0,11,0.06,0.72,70.8,15.0,2.35,0,35.2,5,0.58483,45.9
10,0,1,37.0,0,37.0,0.0,4,0.0,11,0.06,0.24,75.7,21.2,1.93,0,40.9,5,0.4633,18.4
10,0,1,37.0,0,37.0,0.0,4,0.0,11,0.06,0.48,76.8,14.9,2.37,0,35.3,5,0.58163,40.3
10,0,1,37.0,0,37.0,0.0,4,0.0,11,0.06,0.72,74.0,18.0,2.09,0,37.6,5,0.51816,35.3
0,0,1,35.0,0,35.0,0.0,9,0.0,7,0.1559,0.408,66.03,21.96203,1.817,0,39.905,5,0.70071,42.26403
0,0,1,35.0,0,35.0,0.0,9,0.0,7,0.2984,0.408,65.69,21.51131,1.813,0,39.0,5,0.72895,44.08916
0,0,1,35.0,0,35.0,0.0,9,0.0,7,0.5697,0.408,66.14,21.64477,1.796,0,38.874,5,0.75396,43.1352
10,1,0,70.0,0,0.0,0.0,10,0.0,11,1.2,0.0,64.0,17.4,2.22,0,38.0,5,0.44854,32.15
10,1,1,70.0,0,0.0,0.0,10,0.0,11,1.2,0.0,64.0,17.4,2.22,0,38.0,5,0.44854,31.59
10,1,0,70.0,0,0.0,0.0,5,0.0,11,1.2,0.0,64.0,17.4,2.22,0,38.0,5,0.44854,29.96
10,1,1,70.0,0,0.0,0.0,5,0.0,11,1.2,0.0,64.0,17.4,2.22,0,38.0,5,0.44854,26.24
10,1,0,70.0,0,0.0,0.0,0,0.0,11,1.2,0.0,64.0,17.4,2.22,0,38.0,5,0.44854,18.22
10,1,1,70.0,0,0.0,0.0,0,0.0,11,1.2,0.0,64.0,17.4,2.22,0,38.0,5,0.44854,14.66
8,0,1,35.0,0,35.0,0.0,5,0.0,11,0.06,0.2,72.1,11.37,2.68,0,30.45,5,0.667,28.22
10,0,1,56.0,0,0.0,0.0,7,0.0,11,1.2,0.0,67.6,18.98238,2.03974,0,38.71921,5,0.475,39.2
10,0,1,56.0,0,0.0,0.0,7,3.3,11,1.2,0.0,67.6,18.98238,2.03974,0,38.71921,49,0.475,33.8
10,0,1,56.0,0,0.0,0.0,7,6.6,11,1.2,0.0,67.6,18.98238,2.03974,0,38.71921,49,0.475,28.9
10,0,1,56.0,0,0.0,0.0,7,9.9,11,1.2,0.0,67.6,18.98238,2.03974,0,38.71921,49,0.475,21.8
10,0,1,56.0,0,0.0,0.0,7,13.2,11,1.2,0.0,67.6,18.98238,2.03974,0,38.71921,49,0.475,14.3
7,0,1,28.0,0,0.0,0.0,9,0.0,11,0.13,0.0,61.4561,30.8801,1.667,0,51.47713,5,0.5,54.21
7,0,1,28.0,0,0.0,0.0,9,2.0,11,0.13,0.0,60.661,30.0375,1.668,0,50.10255,11,0.5,52.14
7,0,1,28.0,0,0.0,0.0,9,4.0,11,0.13,0.0,59.7109,30.3496,1.613,0,48.9539,11,0.5,48.82
7,0,1,28.0,0,0.0,0.0,9,6.0,11,0.13,0.0,60.4548,30.568,1.562,0,47.74722,11,0.5,42.31
7,0,1,28.0,0,0.0,0.0,9,8.0,11,0.13,0.0,60.0684,30.8801,1.563,0,48.2656,11,0.5,39.54
7,0,1,28.0,0,0.0,0.0,9,10.0,11,0.13,0.0,59.4546,31.0362,1.555,0,48.26129,11,0.5,38.67
0,1,0,64.0,0,0.0,0.0,12,0.0,11,1.0,0.0,74.0,23.86538,2.23336,0,45.63272,5,0.1715,27.86
0,1,1,64.0,0,0.0,0.0,12,0.0,11,1.0,0.0,74.0,25.17538,2.28344,0,45.63272,5,0.1715,27.01
0,1,1,64.0,0,0.0,0.0,12,0.0,11,1.0,0.0,74.0,23.86538,2.23179,0,45.63272,5,0.1715,29.97
0,1,1,64.0,0,64.0,0.0,12,0.0,11,1.0,1.157,74.0,20.0,2.11755,0,38.19339,5,0.1715,25.05
7,0,1,25.0,5,25.0,30.0,0,0.0,11,0.06,0.08242,60.0,19.76844,2.23049,1,44.09341,5,0.30333,1.74283
7,0,1,25.0,5,25.0,30.0,0,0.0,11,0.06,0.82645,60.0,20.12346,2.2314,1,44.90358,5,0.3025,14.64815
7,0,1,25.0,5,25.0,30.0,0,0.0,11,0.06,1.64384,60.0,20.01965,2.23068,1,44.65753,5,0.30417,24.93245
10,0,1,28.0,5,28.0,30.0,2,0.0,11,0.07122,0.8589,60.0,15.04166,2.6237,1,39.4648,5,0.22888,42.34
10,0,1,28.0,5,28.0,30.0,2,0.0,11,0.07122,0.92562,60.0,19.96354,1.99111,1,39.7496,5,0.21239,29.04
10,0,1,28.0,5,28.0,30.0,2,0.0,11,0.07122,0.90323,60.0,24.98683,1.60222,1,40.0344,5,0.21765,25.46
10,0,1,28.0,5,28.0,30.0,2,0.0,11,0.07122,0.90909,60.0,30.22585,1.32741,1,40.1221,5,0.21625,25.75
2,0,1,28.0,7,28.0,30.0,4,0.0,11,0.06,1.20727,66.9,25.0,1.5,1,37.5,5,0.55333,37.9
2,0,1,28.0,7,28.0,30.0,4,0.0,0,0.06,0.96434,58.6,20.9,1.7,1,36.1,5,0.51833,20.9
2,0,1,28.0,7,28.0,30.0,4,0.0,0,0.06,0.85547,53.1,18.7,1.9,1,35.1,5,0.48833,8.8
2,0,1,28.0,7,28.0,30.0,4,0.0,0,0.06,0.76023,47.5,16.8,2.0,1,34.1,5,0.54167,5.4
0,2,0,51.0,0,0.0,0.0,14,4.8,11,6.841,0.0,65.0,15.0,1.66572,0,24.9858,53,0.46667,24.0636
0,2,0,51.0,0,0.0,0.0,14,0.0,11,2.412,0.0,65.0,20.0,1.60453,0,32.0906,5,0.46162,16.7491
0,2,0,51.0,0,0.0,0.0,14,0.0,11,2.384,0.0,65.0,25.0,1.58074,0,39.5185,5,0.42551,12.0848
0,2,0,51.0,0,0.0,0.0,14,0.0,11,2.396,0.0,65.0,30.0,1.51445,0,45.4335,5,0.42551,12.0848
0,2,0,51.0,0,0.0,0.0,14,0.0,11,2.412,0.0,65.0,35.0,1.39037,0,48.66295,5,0.46162,10.0707
8,1,0,26.0,6,26.0,20.0,0,0.0,0,1.3,1.95892,70.0,20.42,1.13,1,23.08,5,0.6951,16.9
8,1,0,26.0,6,26.0,20.0,0,0.0,0,1.3,1.95892,70.0,20.42,1.13,1,23.08,5,0.6951,20.12
8,1,0,26.0,6,26.0,20.0,0,0.0,0,1.3,1.95892,70.0,20.42,1.13,1,23.08,5,0.6951,25.1
8,0,1,22.0,0,22.0,0.0,0,0.0,7,0.002,0.57284,63.453,11.67616,2.29,0,26.7384,15,0.78768,36.4
8,0,1,22.0,0,22.0,0.0,0,0.0,7,0.002,0.32578,62.8218,10.8911,2.46,0,26.7921,47,0.8146,35.0
8,0,1,22.0,0,22.0,0.0,0,0.0,7,0.002,0.50252,63.5272,11.37506,2.39,0,27.1864,5,0.8146,52.4
8,0,1,22.0,0,22.0,0.0,0,0.0,7,0.002,0.34767,61.745,12.39416,2.26,0,28.0108,15,0.73518,40.3
8,0,1,22.0,0,22.0,0.0,0,0.0,7,0.002,0.38502,62.5248,12.03611,2.29,0,27.5627,47,0.8146,27.7
8,0,1,22.0,0,22.0,0.0,0,0.0,7,0.002,0.22135,62.0792,9.48508,2.46,0,23.3333,5,0.6811,53.1
8,0,1,22.0,0,22.0,0.0,0,0.0,11,0.002,0.34167,60.3523,12.19238,2.14,0,26.0917,5,0.66843,43.3
8,0,1,22.0,0,22.0,0.0,0,0.0,11,0.002,0.34167,61.1092,12.4725,2.12,0,26.4417,47,0.66843,40.9
8,0,1,22.0,0,22.0,0.0,0,0.0,11,0.002,0.35367,62.0116,12.03702,2.25,0,27.0833,47,0.74151,35.8
8,0,1,22.0,0,22.0,0.0,0,0.0,11,0.002,0.33002,62.5648,11.47597,2.36,0,27.0833,47,0.8146,24.9
8,0,1,22.0,0,22.0,0.0,0,0.0,0,0.002,0.34167,61.575,12.56143,2.17,0,27.2583,47,0.66843,30.2
8,0,1,22.0,0,22.0,0.0,0,0.0,7,0.002,0.27611,63.1761,9.94831,2.31,0,22.9806,5,0.76093,51.1
8,0,1,22.0,0,22.0,0.0,0,0.0,11,0.002,0.36067,57.5744,13.48335,2.0,0,26.9667,47,0.721,18.4
8,0,1,22.0,0,22.0,0.0,0,0.0,11,0.002,0.36467,61.183,11.29719,2.03,0,22.9333,47,0.66843,16.7
8,0,1,22.0,0,22.0,0.0,0,0.0,11,0.002,0.26,60.5878,10.25299,2.24,0,22.9667,47,0.66843,10.8
8,0,1,22.0,0,22.0,0.0,0,0.0,11,0.002,0.26,59.9182,10.58916,2.15,0,22.7667,47,0.66843,29.4
8,0,1,22.0,0,22.0,0.0,0,0.0,11,0.002,0.26,61.0342,10.28656,2.21,0,22.7333,47,0.66843,40.5
0,0,1,66.0,0,66.0,0.0,11,0.0,11,0.028,0.4,72.7,18.0,1.9,0,34.2,5,0.26071,27.96834
0,0,1,66.0,0,66.0,0.0,11,0.0,11,0.028,0.4,71.7,18.0,1.92,0,34.56,5,0.25,24.21053
0,0,1,66.0,0,66.0,0.0,11,0.0,11,0.028,0.2,71.7,18.0,1.92,0,34.56,5,0.25,19.47368
0,0,1,66.0,0,66.0,0.0,11,0.0,7,0.028,0.2,68.8,22.0,1.76,0,38.72,5,0.25,13.02083
0,0,1,66.0,0,66.0,0.0,11,0.0,7,0.028,0.2,69.5,26.0,1.55,0,40.3,5,0.25,9.66767
0,0,1,66.0,0,66.0,0.0,11,0.0,7,0.028,0.2,67.3,29.0,1.33,0,38.57,5,0.25,14.47368
0,0,1,66.0,0,66.0,0.0,11,0.0,11,0.028,0.2,71.8,18.0,1.92,0,34.56,5,0.25,20.84433
1,1,1,40.0,0,0.0,0.0,9,0.0,11,0.2,0.0,65.0,29.7094,1.33073,0,39.53519,5,0.25,29.8437
1,1,1,40.0,0,0.0,0.0,9,1.0,11,0.2,0.0,65.0,29.8465,1.34581,0,40.16772,30,0.25,21.05
1,1,1,40.0,0,0.0,0.0,9,5.0,11,0.2,0.0,65.0,33.0811,1.24777,0,41.2776,5,0.25,25.7031
1,1,1,40.0,0,0.0,0.0,9,6.0,11,0.2,0.0,65.0,33.4375,1.23268,0,41.21774,5,0.25,15.61
7,0,1,30.0,11,30.0,10.0,4,0.0,11,0.1,0.00833,60.0,41.11596,0.77987,1,32.0651,5,0.5,18.8
7,0,1,30.0,11,30.0,10.0,4,10.0,11,0.1,0.00833,60.0,38.25338,0.78831,1,30.1556,9,0.5,17.5
7,0,1,30.0,11,30.0,10.0,4,10.0,11,0.1,0.00833,60.0,42.9974,0.77338,1,33.2532,5,0.5,15.8
0,0,1,20.0,0,20.0,0.0,0,0.0,11,0.06,0.21,60.22,29.35,1.45,0,42.38,5,0.66843,23.2258
0,0,1,20.0,2,20.0,10.0,0,0.0,11,0.06,0.42,60.22,29.35,1.45,1,42.38,5,0.66843,21.1235
0,0,1,20.0,3,20.0,5.0,0,0.0,11,0.06,0.84,60.22,29.35,1.45,1,42.38,5,0.66843,21.7909
5,0,1,60.0,0,0.0,0.0,0,0.0,6,0.22,0.0,69.63,23.15743,1.78172,0,41.07977,5,0.45455,49.91
5,0,1,60.0,0,0.0,0.0,0,0.0,7,0.22,0.0,69.63,23.15743,1.78172,0,41.07977,5,0.45455,38.61
