Initial Moisture Content (%),Material_Main,Initial GI (%),V3_Ventilation Duration (min),Additive_3,Initial pH,Material_2,Application Rate (%DW),V1_Ventilation Type,V4_Ventilation Day,M1_is Enclosed,Additive_1,Initial C/N (%),Material_3,Turning times,V5_Ventilation rate (L/min/kg iniDW),Period (d),Additive_2, Composting Method,Compost volume (m3),V2_Ventilation Interval (min),Additive_4,Initial TN (%),Initial TC (%),Final GI (%),NH3-N loss (%),N2O-N loss (%),CH4-C loss (%),CO2-C loss (%)
52.03244674813356,6,27.32884658064516,39.152907111573,4,7.0,12.0,2.2806921582118487,1,22.0,1.0,14.0,19.0,5.0,27.0,0.3545187191390231,44.0,2.0,0.0,0.15181,1136.0,1,1.411,26.809,115.40912400000008,2.270541675087077,0.7872432470321655,0.1557789798320277,1000000.0
57.10124036901969,6,27.32884658064516,34.270321511090174,4,7.0,8.0,2.124358263331085,1,53.0,0.0,10.0,26.39871846556027,9.0,2.0,1.4673203928442657,125.0,2.0,1.0,0.15181,1157.0,1,1.411,37.24859175490554,115.05372300000008,4.936863442145335,0.8615924715995789,0.15599040083226953,21.699987731774872
60.0,6,27.32884658064516,6.575408715398215,4,7.0,3.0,9.840783138901205,1,39.0,1.0,24.0,34.44174951707978,5.0,26.0,0.4983608494213889,79.0,2.0,0.0,0.15181,863.0,1,1.411,48.597308568599566,113.13035700000006,1.971255959841752,0.7499091029167175,0.15143168397916484,24.7046848524754
50.14028412194602,6,27.32884658064516,33.520603425994956,4,6.0,12.0,9.993780447425637,1,65.0,0.0,31.0,26.827296491077888,0.0,5.0,0.5072897326790097,108.0,3.0,1.0,0.15181,1055.0,1,1.411,37.853315348910904,117.37812900000004,6.501139095215767,1.1071466207504272,0.11052885949699458,23.576151052529454
67.0,6,27.32884658064516,3.6929724719509394,4,7.0,12.0,5.018778709555807,1,23.0,1.0,20.0,29.011788107884087,5.0,17.0,1.5772744484581978,55.0,0.0,2.0,0.15181,770.0,1,1.411,40.93563302022445,115.94269500000006,4.095322383493741,0.28567397594451904,0.17070342465884494,25.017280734337415
65.0,6,27.32884658064516,32.59890745029038,4,7.0,3.0,5.676212222144407,1,13.0,1.0,24.0,28.0,0.0,23.0,1.4364847388059534,41.0,2.0,1.0,0.15181,818.0,1,1.411,56.44,119.29179400000007,5.340945414277388,0.7512161731719971,0.16486086908878633,1000000.0
62.0,6,27.32884658064516,53.60770948773025,4,8.0,14.0,6.296011374387133,1,73.0,1.0,35.0,26.0,9.0,18.0,1.33557959319632,107.0,0.0,0.0,0.15181,165.0,1,1.411,36.686,113.66918500000003,0.14476245790556988,1.089523434638977,0.16916926940350327,1000000.0
68.0,6,27.32884658064516,37.630779969138715,4,6.1012847286213265,2.0,5.028587922792732,1,13.0,1.0,13.0,21.600946433932823,0.0,6.0,0.46747446843684437,25.0,3.0,0.0,0.15181,1031.0,1,1.411,30.478935418279214,118.47978500000005,3.3343029895976968,1.0487247705459595,0.17348793924132433,22.754690379267664
69.0,6,27.32884658064516,23.717488971919668,4,5.131281452101379,5.0,2.950263313589038,1,17.0,0.0,12.0,15.880516317669862,5.0,0.0,0.5809728496895992,19.0,0.0,1.0,0.15181,33.0,1,1.411,22.407408524232174,116.34682200000006,2.8781701732317235,1.1283832788467407,0.146696024234849,23.795044265589038
58.75498931412274,6,27.32884658064516,25.079044233983193,4,5.526509206696701,5.0,5.515386916516498,1,60.0,1.0,24.0,38.984144321729055,5.0,13.0,0.7955021370088047,125.0,2.0,2.0,0.15181,494.0,1,1.411,55.006627637959696,115.50212400000008,5.177162475147,0.8529608249664307,0.14618542614934155,23.809499340970202
58.83152738523851,6,27.32884658064516,24.349220280759916,4,7.0,8.0,3.7019297683136374,1,84.0,0.0,16.0,24.0,0.0,13.0,0.6313079775695172,117.0,0.0,1.0,0.15181,1267.0,1,1.411,33.864000000000004,117.31716500000006,3.6867259537576467,1.1021028757095337,0.1446223645900062,1000000.0
