Additive_3,Additive_4,Material_3,V4_Ventilation Day,Initial GI (%),Material_Main,V3_Ventilation Duration (min), Composting Method,Compost volume (m3),M1_is Enclosed,Turning times,Period (d),Initial Moisture Content (%),Application Rate (%DW),Initial pH,V1_Ventilation Type,V5_Ventilation rate (L/min/kg iniDW),Additive_2,Material_2,V2_Ventilation Interval (min),Additive_1,Initial C/N (%),Initial TN (%),Initial TC (%),Final GI (%),NH3-N loss (%),N2O-N loss (%),CH4-C loss (%),CO2-C loss (%)
None,None,None,24.0,27.32884658064516,Sewage sludge,0.0,Windrow,4.210797122302158,0.0,28.0,83.0,68.0,8.457686436496449,11.43917598478587,Continuous,1.1014118581489356,Biochar,Plastic tube pieces,0.0,Zeolite,20.0,2.1457865217391303,60.00987142551653,109.51760400000003,8.32664738097159,0.1204550340771675,0.1866236409989742,1000000.0
None,None,Green waste,0.0,27.32884658064516,Sewage sludge,0.0,Reactor,4.210797122302158,1.0,12.0,53.0,82.50205652954773,3.4607716878343773,5.0,None,0.0,Calcium magnesium phosphate fertilizer,Byproduct,0.0,Sodium phosphates,16.0,2.1457865217391303,85.23203154364916,108.52827800000004,7.493936582045777,1.002901911735535,0.2165895152864673,1000000.0
None,None,Poultry manure,51.0,27.32884658064516,Sewage sludge,0.0,Trough,4.210797122302158,1.0,4.0,88.0,64.0,9.01788812962934,6.0,Continuous,1.2239975843471274,Calcium magnesium phosphate fertilizer,None,0.0,Potassium phosphate,29.0,2.1457865217391303,31.37287918172617,106.80628800000004,8.478154668517261,0.9458045363426208,0.192250926718133,1000000.0
None,None,Straw,0.0,27.32884658064516,Sewage sludge,0.0,Windrow,4.210797122302158,1.0,29.0,27.0,70.0,2.8205786966061908,10.230823076157217,None,0.0,DCD,Green Waste,0.0,Urea,37.0,2.1457865217391303,40.4828488882148,108.12436200000003,10.029683952339951,0.6743130683898926,0.2012269246397732,1000000.0
None,None,Green waste,2.0,27.32884658064516,Sewage sludge,0.0,Windrow,4.210797122302158,0.0,17.0,124.0,56.0,2.7211660437954963,6.0,Continuous,1.4260619803089245,Ca-superphosphate,None,0.0,Sand,21.0,2.1457865217391303,47.451030612371376,108.60366000000003,9.306857612777168,0.1219643279910087,0.2111715284010742,1000000.0
None,None,Poultry manure,24.0,27.32884658064516,Sewage sludge,0.0,Trough,4.210797122302158,1.0,18.0,50.0,72.9895136850956,7.225536276195077,10.00766049334122,Continuous,1.8325510542937893,DCD,Soil,0.0,Sulfur,10.0,2.1457865217391303,81.70634553350195,110.00650600000004,9.074645101172836,0.2915612757205963,0.2154809811097945,1000000.0
None,None,None,0.0,27.32884658064516,Sewage sludge,0.0,Trough,4.210797122302158,1.0,8.0,121.0,50.0,3.802089163303071,8.596775899167472,None,0.0,Calcium magnesium phosphate fertilizer,Straw,0.0,Sodium salt,16.0,2.1457865217391303,47.67842341921931,108.40160800000004,9.96896472218948,0.8199623227119446,0.1843905944828406,1000000.0
None,None,None,0.0,27.32884658064516,Sewage sludge,0.0,Trough,4.210797122302158,1.0,16.0,18.0,66.0,8.808665148939369,7.0,None,0.0,Gypsum,Sawdust,0.0,Urea,39.0,2.1457865217391303,25.753800926624542,106.61703300000003,10.029683952339951,0.3567761480808258,0.2431734769217713,1000000.0
None,None,Poultry manure,53.0,27.32884658064516,Sewage sludge,24.11402428849491,Trough,4.210797122302158,0.0,20.0,103.0,81.13896351736314,5.193352538651335,8.342097549952406,Intermittent ,0.7304027328812281,Calcium magnesium phosphate fertilizer,Sawdust,1086.0,Sodium salt,29.0,2.1457865217391303,36.46439870938258,104.73616899999998,16.06986219171494,0.7062840461730957,0.1486397681524192,1000000.0
None,None,Green waste,0.0,27.328846580645163,Sewage sludge,0.0,Trough,4.210797122302158,1.0,18.0,48.0,57.0,9.481299580381828,9.427501214614663,None,0.0,Calcium magnesium phosphate fertilizer,Soil,0.0,Zeolite,31.248143573862684,2.1457865217391303,19.14099752949106,108.16461800000005,10.029683952339951,0.2348585426807403,0.1978713567403445,1000000.0
None,None,None,0.0,27.32884658064516,Sewage sludge,0.0,Windrow,4.210797122302158,1.0,1.0,28.0,76.73267719070253,3.8279684212231375,4.807825556492104,None,0.0,Gypsum,Sawdust,0.0,Sand,11.0,2.1457865217391303,24.87522272881845,106.61703300000003,6.922643140068711,0.832489550113678,0.1883980464340511,1000000.0
None,None,Poultry manure,0.0,27.32884658064516,Sewage sludge,0.0,Trough,4.210797122302158,0.0,0.0,38.0,63.0,6.637330084229345,9.181409613382678,None,0.0,Biochar,Straw,0.0,Sodium salt,24.0,2.1457865217391303,34.64386199838046,108.37457500000004,7.33789766058849,0.0823473110795021,0.174537357230756,1000000.0
None,None,Straw,0.0,27.32884658064516,Sewage sludge,0.0,Reactor,4.210797122302158,1.0,19.0,31.0,69.13066439012404,9.309339331946967,9.280636000824224,None,0.0,Biochar,Woody peat,0.0,Urea,19.0,2.1457865217391303,39.22125465267867,108.78857500000004,9.5874159463975,0.1805776357650756,0.2086209150815008,1000000.0
None,None,Mature compost,0.0,27.32884658064516,Sewage sludge,0.0,Trough,4.210797122302158,1.0,1.0,51.0,59.0,6.19538290490978,10.631583693438088,None,0.4868370666538145,Calcium magnesium phosphate fertilizer,Soil,0.0,Sodium phosphates,25.0,2.1457865217391303,79.88372906582349,108.91993600000004,6.9624528188989645,0.6782134175300598,0.2018891285857572,1000000.0
None,None,Green waste,32.0,27.32884658064516,Sewage sludge,0.0,Windrow,4.210797122302158,0.0,10.0,77.0,61.0,9.436271481181231,10.04069747791254,Continuous,0.2554463235593476,DCD,Husk,0.0,Potassium phosphate,37.0,2.1457865217391303,55.590100042257184,107.82822400000006,10.17667813050243,0.988112211227417,0.2059643742447345,1000000.0
None,None,Straw,0.0,27.32884658064516,Sewage sludge,0.0,Reactor,4.210797122302158,1.0,1.0,30.0,68.0,6.394522235622922,9.555459261524655,None,0.0,Biochar,None,0.0,Zeolite,24.0,2.1457865217391303,56.457716669257366,108.13758500000004,7.33789766058849,0.0683522000908851,0.2058378082297989,1000000.0
None,None,Poultry manure,10.0,27.328846580645163,Sewage sludge,31.380837004339654,Reactor,4.210797122302158,1.0,25.0,81.0,58.0,8.184682900285217,5.0,Intermittent ,0.6751365106239473,Calcium magnesium phosphate fertilizer,Woody peat,350.0,Sulfur,21.241602777197677,2.1457865217391303,15.672028196933123,106.71663199999998,16.26040416708064,0.6736124753952026,0.1859042457613993,1000000.0
None,None,Poultry manure,31.0,27.32884658064516,Sewage sludge,0.0,Trough,4.210797122302158,0.0,12.0,112.0,64.0,4.899942659460739,7.0,Continuous,1.6509209067168924,Mg(OH)₂,None,0.0,Sodium phosphates,43.92939570915663,2.1457865217391303,94.26310522085308,103.008179,9.365321225355608,0.994305431842804,0.2093739579754703,25.239071161736767
None,None,Green waste,0.0,27.32884658064516,Sewage sludge,0.0,Reactor,4.210797122302158,1.0,3.0,20.0,82.40189841559229,3.512693861991499,5.696717795525039,None,0.0,Biochar,Sawdust,0.0,Sulfur,42.554212096113126,2.1457865217391303,91.3122547590678,108.49548500000004,6.74813400860283,0.283952385187149,0.1754311728915166,26.959556941729083
None,None,Byproduct,22.0,27.32884658064516,Sewage sludge,0.0,Windrow,4.210797122302158,1.0,15.0,83.0,68.0,8.797830709922223,7.0,Continuous,0.2631685192318582,Biochar,Byproduct,0.0,Sodium salt,42.968728881448925,2.1457865217391303,92.201719290076,108.67825400000004,8.178129438742824,0.4044751226902008,0.2293195156210225,24.591260344824185
None,None,Poultry manure,0.0,27.32884658064516,Sewage sludge,0.0,Windrow,4.210797122302158,0.0,30.0,82.0,61.0,3.958595825542188,8.0,None,0.0,Ca-superphosphate,Straw,0.0,Sodium phosphates,42.655032966731234,2.1457865217391303,91.52859482435017,107.04338200000004,10.233466697964976,0.2323761284351349,0.2036892549959502,27.016420981706755
None,None,Byproduct,6.0,27.32884658064516,Sewage sludge,34.82603502933089,Reactor,4.210797122302158,1.0,7.0,64.0,52.0,7.529052403341597,8.110800686402081,Intermittent ,0.5539477876316012,DCD,Woody peat,1136.0,Sulfur,15.0,2.1457865217391303,21.694311524847315,106.26164799999998,16.32873021535875,0.831070601940155,0.1386647713942934,1000000.0
None,None,Straw,33.0,27.32884658064516,Sewage sludge,0.0,Reactor,4.210797122302158,1.0,27.0,102.0,61.0,8.002120768888982,6.0,Continuous,1.869435703338003,Ca-superphosphate,Plastic tube pieces,0.0,Sand,39.0,2.1457865217391303,54.85735444697878,108.62991600000004,9.741032471215714,0.1419340819120407,0.2068474851848988,1000000.0
None,None,Byproduct,6.0,27.32884658064516,Sewage sludge,0.0,Windrow,4.210797122302158,1.0,22.0,81.0,68.0,5.947178319011452,11.390627087225258,Continuous,0.8720738551734013,Biochar,Woody peat,0.0,Sodium salt,37.0,2.1457865217391303,16.448635889304555,109.39779400000003,7.969681440617954,0.1032250002026557,0.1799597850197584,1000000.0
None,None,Byproduct,20.0,27.32884658064516,Sewage sludge,52.6587966971934,Windrow,4.210797122302158,0.0,22.0,52.0,53.0,9.79871843435592,8.525770382798113,Intermittent ,1.388139983159066,Calcium magnesium phosphate fertilizer,Green Waste,1046.0,Sodium phosphates,34.0,2.1457865217391303,28.28475067901758,107.15689099999996,15.336904221091125,0.9344873428344728,0.1501791878673616,1000000.0
None,None,Byproduct,0.0,27.328846580645163,Sewage sludge,0.0,Windrow,4.210797122302158,0.0,23.0,62.0,74.73016616657458,5.761920128478973,8.560088535499503,None,0.0,Biochar,Sawdust,0.0,Potassium phosphate,23.999999999999996,2.1457865217391303,36.30798942693306,108.39365300000004,9.771169265619328,0.1435463577508926,0.2020401797355822,1000000.0
None,None,Byproduct,0.0,27.328846580645163,Sewage sludge,0.0,Trough,4.210797122302158,0.0,10.0,75.0,60.0,3.5004365667189807,8.148303518206937,None,0.0,DCD,Sawdust,0.0,Urea,22.0,2.1457865217391303,45.50941329705429,108.32938900000003,10.001206900257868,0.9451726078987122,0.1859176877763854,1000000.0
None,None,None,0.0,27.32884658064516,Sewage sludge,0.0,Reactor,4.210797122302158,1.0,22.0,39.0,52.0,5.464855809549558,11.370430029765636,None,0.0,DCD,Green waste,0.0,Sodium phosphates,24.0,2.1457865217391303,75.05214071280632,108.36097900000004,10.66680226331174,0.539056658744812,0.2364046567128513,1000000.0
None,None,Byproduct,13.0,27.32884658064516,Sewage sludge,21.65103138828891,Reactor,4.210797122302158,1.0,10.0,48.0,70.41455077958528,6.092448727182022,7.869435443295844,Intermittent ,1.9842480802588875,Calcium magnesium phosphate fertilizer,Soil,471.0,Urea,39.0,2.1457865217391303,60.28397723592722,107.10175599999998,14.929957566850382,0.7455148100852966,0.2049799702699438,1000000.0
None,None,Byproduct,17.0,27.32884658064516,Sewage sludge,0.0,Windrow,4.210797122302158,1.0,17.0,88.0,74.66829104388925,2.021560178944979,8.0,Continuous,1.012715548169619,Biochar,Green Waste,0.0,Potassium phosphate,12.0,2.1457865217391303,26.343431603264875,109.71137200000004,7.724504565304655,0.4952390789985657,0.2485387270463003,1000000.0
None,None,Byproduct,0.0,27.32884658064516,Sewage sludge,0.0,Windrow,4.210797122302158,1.0,18.0,100.0,83.49184991923465,4.85781045389191,11.87057744348362,None,0.0,Ca-superphosphate,Husk,0.0,Zeolite,25.0,2.1457865217391303,77.21436318749275,106.83798200000004,10.414631526352316,0.1839729398488998,0.2237616658650993,1000000.0
None,None,Green waste,0.0,27.32884658064516,Sewage sludge,0.0,Reactor,4.210797122302158,1.0,5.0,52.0,83.2918670051229,7.1912814092261375,5.0,None,0.0,Biochar,Woody peat,0.0,Sodium salt,40.0,2.1457865217391303,75.40355779312743,108.78857500000004,9.781364004043407,0.2173367589712143,0.2054751366034581,1000000.0
None,None,None,8.0,27.32884658064516,Sewage sludge,0.0,Windrow,4.210797122302158,0.0,26.0,68.0,52.0,5.8893512235342,5.0,Continuous,0.0482402699266393,Mg(OH)₂,Soil,0.0,Urea,27.0,2.1457865217391303,68.92888164014332,103.051895,10.919958869072758,0.2895621955394745,0.1762683102944351,1000000.0
None,None,Poultry manure,0.0,27.51979781433712,Sewage sludge,0.0,Windrow,4.210797122302158,0.0,27.0,41.0,70.0,4.997089638775313,4.624925311279954,None,0.0,Biochar,Husk,0.0,Sand,39.0,2.1457865217391303,57.24439893293256,108.49548500000004,9.50291529164978,0.1523297727108001,0.2173281007079913,1000000.0
None,None,Poultry manure,44.0,27.328846580645163,Sewage sludge,17.550300296655372,Windrow,4.210797122302158,1.0,6.0,47.0,55.0,4.946149668549791,8.0,Intermittent ,1.056591356501844,DCD,Green Waste,703.0,Sodium phosphates,18.0,2.1457865217391303,59.30592273939301,106.73255499999998,17.449072407840966,1.1519898176193235,0.1685619277181801,1000000.0
None,None,Straw,77.0,27.32884658064516,Sewage sludge,0.0,Windrow,4.210797122302158,0.0,15.0,96.0,64.0,4.295652815257454,10.623930272960791,Continuous,0.81724556408175,Calcium magnesium phosphate fertilizer,Soil,0.0,Phosphogypsum,40.78733478102567,2.1457865217391303,87.52091323078652,104.10533800000005,9.891613305191958,0.1547584533691406,0.178949424493789,30.203737304497142
None,None,Mature compost,6.0,27.328846580645163,Sewage sludge,0.0,Windrow,4.210797122302158,0.0,10.0,83.0,61.0,3.794027001027632,9.534527940901532,Continuous,1.8977942236083276,DCD,Woody peat,0.0,Sulfur,16.0,2.1457865217391303,80.04853781976196,110.34678600000004,9.811386939341046,0.995817244052887,0.1556627453149996,1000000.0
None,None,Byproduct,16.0,27.32884658064516,Sewage sludge,0.0,Trough,4.210797122302158,1.0,21.0,67.0,65.0,5.546252259644805,11.598587218307344,Continuous,1.2363861486172945,Biochar,Straw,0.0,Sand,35.78347525196446,2.1457865217391303,46.3065348781554,109.82150400000002,7.969681440617954,0.1032250002026557,0.2057527231901943,1000000.0
None,None,Mature compost,0.0,27.32884658064516,Sewage sludge,0.0,Reactor,4.210797122302158,1.0,12.0,120.0,54.0,5.139901379268781,9.360596488235275,None,0.0,Calcium magnesium phosphate fertilizer,Plastic tube pieces,0.0,Urea,29.0,2.1457865217391303,45.61850383683679,108.52827800000004,10.665356161836144,0.7744656205177307,0.2134298176037042,1000000.0
None,None,Poultry manure,34.0,27.32884658064516,Sewage sludge,0.0,Trough,4.210797122302158,1.0,19.0,83.0,70.0,6.838663494657216,11.396162815680835,Continuous,0.6526732372819088,Calcium magnesium phosphate fertilizer,Plastic tube pieces,0.0,Zeolite,41.80756363477056,2.1457865217391303,89.71010655424168,108.72236600000004,9.891613305191958,0.1245601251721382,0.1925600569786391,27.701216217416462
None,None,Byproduct,0.0,27.32884658064516,Sewage sludge,0.0,Trough,4.210797122302158,0.0,26.0,62.0,63.0,4.240086641439523,8.0,None,0.0,Calcium magnesium phosphate fertilizer,Green waste,0.0,Sulfur,24.0,2.1457865217391303,24.456813991965955,108.52827800000004,10.665011656793151,0.381141722202301,0.2467112100554568,1000000.0
None,None,Poultry manure,0.0,27.32884658064516,Sewage sludge,0.0,Trough,4.210797122302158,1.0,5.0,92.0,66.0,7.2972367292842675,6.0,None,0.0,Calcium magnesium phosphate fertilizer,None,0.0,Urea,27.0,2.1457865217391303,13.351766959142877,108.52827800000004,10.8279641426663,0.7774421572685242,0.2292261665688906,1000000.0
None,None,Byproduct,0.0,27.32884658064516,Sewage sludge,0.0,Reactor,4.210797122302158,1.0,11.0,47.0,75.35107406580565,5.163940071728147,11.601581503006956,None,0.0,Ca-superphosphate,Byproduct,0.0,Zeolite,10.0,2.1457865217391303,83.66618736809902,106.83798200000004,7.526481543572058,1.005163550376892,0.2555630369334827,1000000.0
None,None,Mature compost,0.0,27.32884658064516,Sewage sludge,0.0,Windrow,4.210797122302158,1.0,13.0,86.0,57.0,6.202711823268521,10.322350083656785,None,0.0,Biochar,Husk,0.0,Sulfur,38.0,2.1457865217391303,14.205656431894312,108.49548500000004,9.50291529164978,0.1918507814407348,0.2220551801304014,1000000.0
None,None,Green waste,0.0,27.32884658064516,Sewage sludge,0.0,Reactor,4.210797122302158,1.0,5.0,77.0,53.0,6.62753637091073,10.320331078729764,Continuous,2.052121732462585,Ca-superphosphate,None,0.0,Sand,28.0,2.4308829001127386,49.68550284943931,109.05591000000004,1000000.0,1000000.0,1000000.0,1000000.0
None,None,Mature compost,0.0,27.32884658064516,Sewage sludge,0.0,Reactor,4.210797122302158,1.0,20.0,40.0,77.08383472078887,6.946147926031852,8.897088679118456,None,0.0,Biochar,Green Waste,0.0,Potassium phosphate,34.0,2.1457865217391303,45.95150334375244,108.39365300000004,9.50291529164978,0.4682426750659942,0.230866680147653,1000000.0
None,None,Byproduct,0.0,27.32884658064516,Sewage sludge,0.0,Windrow,4.210797122302158,1.0,31.0,26.0,70.0,5.47550888831776,11.018037640813924,None,0.0,DCD,Byproduct,0.0,Sodium phosphates,19.0,2.1457865217391303,35.36345513293124,108.12436200000003,10.51816125608158,0.5760805606842041,0.2516211528450341,1000000.0
None,None,Straw,23.0,27.32884658064516,Sewage sludge,0.0,Trough,4.210797122302158,1.0,13.0,100.0,64.0,7.104582189605592,7.0,Continuous,1.5250074885037113,Calcium magnesium phosphate fertilizer,Green waste,0.0,Sulfur,16.0,2.1457865217391303,55.11490529054311,109.79399700000002,9.50269001519134,1.0876294374465942,0.2260984778944766,1000000.0
None,None,Poultry manure,32.0,27.32884658064516,Sewage sludge,12.933242526176835,Reactor,4.210797122302158,1.0,2.0,70.0,50.0,6.461140722287252,5.0,Intermittent ,1.905803720313345,Calcium magnesium phosphate fertilizer,Green waste,88.0,Zeolite,42.84729165482987,2.1457865217391303,91.94114092595944,106.52666,9.943242398100592,1.1176337003707886,0.1644022825195335,22.962294633628435
None,None,Straw,17.0,27.32884658064516,Sewage sludge,0.0,Windrow,4.210797122302158,1.0,17.0,24.0,68.0,6.130942685961365,6.0,Continuous,1.8549725450624568,Calcium magnesium phosphate fertilizer,Soil,0.0,Potassium phosphate,15.0,2.1457865217391303,78.1399037791024,108.96698600000003,9.029944051302596,0.1554241925477981,0.1899772216778813,1000000.0
None,None,None,0.0,27.32884658064516,Sewage sludge,0.0,Trough,4.210797122302158,0.0,12.0,77.0,62.0,6.942199184054172,7.0,None,0.0,Calcium magnesium phosphate fertilizer,None,0.0,Zeolite,29.0,2.1457865217391303,47.60579405513862,108.17037800000006,10.665356161836144,0.7712450623512268,0.1904510808447249,1000000.0
None,None,Straw,0.0,27.32884658064516,Sewage sludge,0.0,Windrow,4.210797122302158,1.0,7.0,75.0,79.38458578317892,5.034414447300894,6.0,None,0.0,DCD,Soil,0.0,Potassium phosphate,12.0,2.1457865217391303,29.264172141343877,107.39701800000006,9.161899229356182,0.9843283295631408,0.2266371234860104,1000000.0
None,None,None,0.0,27.32884658064516,Sewage sludge,0.0,Trough,4.210797122302158,0.0,17.0,24.0,74.16165136074724,8.342493777838724,10.21035413817166,None,0.0,Calcium magnesium phosphate fertilizer,None,0.0,Zeolite,35.0,2.1457865217391303,52.1197321663272,108.17037800000006,10.029683952339951,0.1850898712873459,0.212251062112174,1000000.0
None,None,Byproduct,31.0,27.32884658064516,Sewage sludge,0.0,Reactor,4.210797122302158,1.0,22.0,60.0,78.57707662969169,2.2002380295831285,8.851309959468779,Continuous,1.6829144621093028,Calcium magnesium phosphate fertilizer,Soil,0.0,Zeolite,38.0,2.1457865217391303,67.51920840165717,109.54260600000003,9.439956032912605,0.1395032405853271,0.2159299177585487,1000000.0
None,None,Green waste,0.0,27.32884658064516,Sewage sludge,0.0,Trough,4.210797122302158,0.0,7.0,81.0,55.0,8.683675466003569,6.698315554967698,None,0.0,Biochar,Green waste,0.0,Phosphogypsum,21.0,2.1457865217391303,48.71934337729077,105.27840700000004,9.34516531038006,0.3810388445854187,0.2108795939233259,1000000.0
