Initial pH,Period (d),V4_Ventilation Day,Initial C/N (%),Material_3,Additive_4,Material_Main,V1_Ventilation Type,M1_is Enclosed, Composting Method,V3_Ventilation Duration (min),Application Rate (%DW),Initial Moisture Content (%),Additive_3,V5_Ventilation rate (L/min/kg iniDW),Material_2,Additive_2,Compost volume (m3),Initial GI (%),Additive_1,Turning times,V2_Ventilation Interval (min),Initial TN (%),Initial TC (%),Final GI (%),NH3-N loss (%),N2O-N loss (%),CH4-C loss (%),CO2-C loss (%)
6.0,82.0,0.0,26.0,2.0,1.0,6,2.0,1.0,2.0,0.0,3.3807786051147586,59.0,4.0,0.0,2.0,11.0,0.15181,27.32884658064516,38.0,30.0,0.0,1.411,20.653983600491983,109.23280449999999,2.2252683448248964,1.4598857164382935,0.17390604769385332,1000000.0
8.521450097843815,70.0,0.0,36.0,2.0,1.0,6,2.0,1.0,0.0,0.0,7.829920805211002,82.48583491785215,4.0,0.0,14.0,12.0,0.15181,27.32884658064516,37.0,29.0,0.0,1.411,56.14925602472056,107.662937,3.400966583813751,1.2701343297958374,0.17327776649606802,1000000.0
5.0,36.0,0.0,36.0,4.0,1.0,6,2.0,1.0,0.0,0.0,9.05832045634708,81.81904129549665,4.0,0.0,8.0,10.0,0.15181,27.32884658064516,4.0,31.0,0.0,1.411,9.270672563477653,110.43846800000003,2.2679264629490627,1.2340763807296753,0.1821579117953185,1000000.0
11.08301181682667,99.0,0.0,41.907297609628145,3.0,1.0,6,2.0,1.0,2.0,0.0,3.1717846506758374,69.0,4.0,0.0,3.0,9.0,0.15181,27.32884658064516,11.0,30.0,0.0,1.411,59.131196927185314,104.42830749999999,2.882385783046997,1.3526602983474731,0.15887960961008066,18.456807591842797
11.052879606304444,89.0,0.0,13.0,3.0,1.0,6,2.0,1.0,2.0,0.0,6.830893815403688,51.0,4.0,0.0,13.0,11.0,0.15181,27.32884658064516,22.0,27.0,0.0,1.411,52.15629638019131,105.65318699999997,3.400966583813751,1.3506358861923218,0.09617962459863029,1000000.0
8.0,30.0,0.0,20.0,3.0,1.0,6,2.0,1.0,0.0,0.0,7.221636515359744,78.17244726752622,4.0,0.0,8.0,15.0,0.15181,27.32884658064516,30.0,27.0,0.0,1.411,28.488414487928992,104.77349399999997,2.650536650582578,1.240496039390564,0.19459745670825337,1000000.0
9.74557819146388,122.0,0.0,36.0,9.0,1.0,6,2.0,1.0,0.0,0.0,3.3170830852806397,69.0,4.0,0.0,14.0,11.0,0.15181,27.32884658064516,16.0,31.0,0.0,1.411,13.863456872875608,107.35567449999996,3.400966583813751,1.135949969291687,0.16800812011429792,1000000.0
5.0,80.0,0.0,32.0,9.0,1.0,6,2.0,0.0,1.0,0.0,3.6267880229064797,73.09601588255379,4.0,0.0,8.0,13.0,0.15181,27.32884658064516,4.0,29.0,0.0,1.411,10.038599844692266,108.59067600000004,2.2679264629490627,1.2340763807296753,0.15567269431165956,1000000.0
8.0,83.0,0.0,13.0,9.0,1.0,6,2.0,0.0,2.0,0.0,9.765796777716652,76.07668648382855,4.0,2.3860214649697897,6.0,13.0,0.15181,27.32884658064516,11.0,31.0,0.0,1.411,47.74303068229489,107.9801355,2.7900648953664327,1.4529205560684204,0.1667585920416182,1000000.0
8.0,49.0,0.0,17.0,2.0,1.0,6,2.0,1.0,0.0,0.0,9.699491513573541,64.0,4.0,0.0,3.0,15.0,0.15181,27.32884658064516,37.0,30.0,0.0,1.411,45.550997160020046,108.08621649999999,2.882385783046997,1.2483738660812378,0.1749045184548096,1000000.0
11.476901877454104,95.0,15.0,25.0,3.0,1.0,6,0.0,1.0,1.0,0.0,3.6924414710371583,67.0,4.0,0.9219915475758356,2.0,11.0,0.15181,27.32884658064516,18.0,27.0,0.0,1.411,52.54814969556375,105.67500399999997,2.586118976550512,1.0686973333358765,0.2323674468097447,1000000.0
8.0,115.0,0.0,42.696763780741236,3.0,1.0,6,2.0,1.0,2.0,0.0,4.413769847749047,73.38596816986175,4.0,0.0,12.0,11.0,0.15181,27.32884658064516,27.0,30.0,0.0,1.411,60.245133694625885,108.617442,3.400966583813751,1.462595820426941,0.19419546001418475,20.401393802768972
