Initial C/N (%),V1_Ventilation Type,Additive_4,Initial Moisture Content (%),Turning times,V5_Ventilation rate (L/min/kg iniDW),Material_3,Initial GI (%), Composting Method,V3_Ventilation Duration (min),M1_is Enclosed,Additive_3,Application Rate (%DW),Initial pH,Additive_1,Additive_2,V2_Ventilation Interval (min),V4_Ventilation Day,Material_Main,Compost volume (m3),Period (d),Material_2,Initial TN (%),Initial TC (%),Final GI (%),NH3-N loss (%),N2O-N loss (%),CH4-C loss (%),CO2-C loss (%)
26.0,1.0,1.0,64.0,24.0,0.49729289895884765,0.0,27.32884658064516,1.0,8.19116218168849,0.0,4.0,9.14151351161373,7.0,31.0,3.0,169.0,2.0,9,0.045,50.0,14.0,1.97,68.47149359435556,112.79717000000002,6.4517387837368965,0.674423336982727,0.16050172539395755,1000000.0
39.0,1.0,1.0,58.0,31.0,0.42677647136638175,4.0,27.32884658064516,0.0,22.706228640357796,1.0,4.0,4.6241457219152915,11.665526838537971,2.0,12.0,617.0,0.0,9,0.045,62.0,4.0,1.97,13.947879475704795,112.53037000000003,5.1178211122878645,0.46465572714805603,0.15029792412906612,1000000.0
17.0,1.0,1.0,67.0,9.0,0.676825828426495,9.0,27.32884658064516,1.0,32.39874484519909,0.0,4.0,3.889138295763309,8.550394389102006,2.0,10.0,729.0,4.0,9,0.045,44.0,0.0,1.97,26.662915206106888,111.63708100000005,7.484090323344575,0.9894246459007263,0.17692684351675497,1000000.0
40.20736009537694,1.0,1.0,50.72111959102611,1.0,0.9222850728095279,2.0,27.328846580645163,2.0,39.13927869139033,0.0,4.0,7.377631184801177,8.427065550645683,24.0,6.0,672.0,0.0,9,0.045,132.0,8.0,1.97,79.20849938789257,112.52679,5.804878371040231,0.32126715779304504,0.1432558781963944,22.611980508037895
30.0,1.0,1.0,79.9568715911302,11.0,0.17772355449563926,4.0,27.32884658064516,0.0,6.925727742912516,1.0,4.0,3.1014627649213233,8.0,30.0,7.0,981.0,0.0,9,0.045,42.0,12.0,1.97,10.10256513373102,112.705455,5.557879695749654,0.39549586176872253,0.14154235117770195,1000000.0
22.0,1.0,1.0,59.39532040960282,3.0,1.4169596378215477,3.0,27.328846580645163,1.0,0.9306843625956174,1.0,4.0,6.317739809304158,10.108680409004595,19.0,7.0,94.0,0.0,9,0.045,112.0,5.0,1.97,41.96944673966652,112.65642500000001,5.098872540164861,0.41969266533851624,0.18472555136679714,1000000.0
16.0,2.0,1.0,57.0,23.0,0.0,3.0,27.32884658064516,0.0,0.0,1.0,4.0,5.070234134978046,8.960183044370678,31.0,0.0,0.0,0.0,9,0.045,33.0,13.0,1.97,20.341678246901658,108.01843399999998,6.944020220223892,0.22361405193805695,0.17575863780754392,1000000.0
28.0,1.0,1.0,62.0,25.0,1.8291113344822854,4.0,27.32884658064516,1.0,30.015760949582592,0.0,4.0,9.475099484186817,11.825903357127793,7.0,8.0,728.0,3.0,9,0.045,107.0,0.0,1.97,72.36128134589416,112.11639500000007,7.161046634690967,0.9920374751091003,0.16080547040619836,1000000.0
28.0,1.0,1.0,60.0,4.0,0.34106799482630135,9.0,27.32884658064516,2.0,55.83225927771436,0.0,4.0,4.18548990525218,6.0,21.0,10.0,822.0,4.0,9,0.045,103.0,5.0,1.97,25.304538995154285,111.57790100000003,7.484090323344575,0.9894246459007263,0.14528480164063323,1000000.0
14.0,1.0,1.0,71.67090644655416,25.0,0.4788191032866802,9.0,27.32884658064516,2.0,37.449514883656846,1.0,4.0,3.7021719994025766,10.599999870419918,2.0,7.0,208.0,2.0,9,0.045,35.0,2.0,1.97,36.85779400250493,112.10062900000001,7.484090323344575,0.7087539434432983,0.20073026723408724,1000000.0
44.95954238237502,1.0,1.0,80.03112433355606,7.0,0.09109557867207907,0.0,27.32884658064516,0.0,18.453005294124264,1.0,4.0,7.365176466501764,9.503244441658254,6.0,0.0,1050.0,3.0,9,0.045,118.0,13.0,1.97,88.57029849327878,112.87557400000001,6.519091643928112,1.0893903970718384,0.1267102734985328,22.142586298403685
22.94466249554447,2.0,1.0,66.0,10.0,0.02103355469158202,3.0,27.32884658064516,2.0,0.0,1.0,4.0,5.384951712283239,10.906591966277212,17.0,0.0,0.0,0.0,9,0.045,127.0,8.0,1.97,62.874621013991884,107.959263,7.059615195210737,0.2355729192495346,0.20660461295401708,1000000.0
29.0,1.0,1.0,60.0,3.0,0.03540999271129386,9.0,27.32884658064516,0.0,4.993530999111931,1.0,4.0,7.556102598038504,9.382328129322612,38.0,5.0,88.0,4.0,9,0.045,60.0,8.0,1.97,50.05047218684682,110.96807600000002,7.523152605322201,1.0467089414596558,0.13928967152201246,1000000.0
36.0,1.0,1.0,63.0,2.0,0.5880893032784937,4.0,27.32884658064516,2.0,47.68411851627055,1.0,4.0,3.3190168304691685,7.0,24.0,8.0,1311.0,3.0,9,0.045,63.0,8.0,1.97,49.914677615568365,113.05433000000005,7.161046634690967,0.9920374751091003,0.11877703683781779,1000000.0
10.0,1.0,1.0,53.0,17.0,0.9840943681003977,2.0,27.32884658064516,1.0,50.69732980561068,0.0,4.0,2.3094594060165816,9.816924498152964,21.0,0.0,552.0,4.0,9,0.045,95.0,5.0,1.97,58.600211640674175,112.77767400000002,7.161046634690967,1.0893903970718384,0.13620570228983905,1000000.0
31.0,1.0,1.0,52.0,2.0,1.273324006674804,5.0,27.32884658064516,0.0,45.726638797252576,1.0,4.0,5.980732629658359,9.315708784031678,12.0,0.0,514.0,2.0,9,0.045,37.0,12.0,1.97,12.223936024587053,113.06436900000003,7.161046634690967,0.8087201118469238,0.14977785646813535,1000000.0
35.0,2.0,1.0,65.0,28.0,0.0,4.0,27.32884658064516,2.0,0.0,1.0,4.0,8.744270730562484,8.364333619704185,15.0,2.0,0.0,0.0,9,0.045,74.0,4.0,1.97,19.933831550826465,108.067173,7.059615195210737,0.33428892493247986,0.2178803866503608,1000000.0
13.0,1.0,1.0,50.0,14.0,1.434417723494008,5.0,27.32884658064516,0.0,57.34166908713538,1.0,4.0,7.478343108928977,7.0,15.0,15.0,276.0,3.0,9,0.045,132.0,4.0,1.97,29.166988561282967,112.15875700000004,7.1799952068139685,0.9920374751091003,0.17002275666256558,1000000.0
40.06400160506377,1.0,1.0,51.0,19.0,0.3690181166792139,2.0,27.32884658064516,2.0,59.64649386938147,0.0,4.0,8.567407450533874,10.560093240368053,13.0,12.0,526.0,4.0,9,0.045,68.0,8.0,1.97,78.92608316197563,111.38071100000003,7.1799952068139685,0.9920374751091003,0.13812552119478522,25.657461341674498
17.158189372255798,1.0,1.0,81.44610530489216,30.0,1.0232831012777872,2.0,27.32884658064516,1.0,24.92726158102163,0.0,4.0,7.37829986940519,10.843890761381637,19.0,0.0,476.0,1.0,9,0.045,125.0,8.0,1.97,38.17624988452592,110.19409900000002,7.696736229564326,0.7637571096420288,0.1608243415690173,1000000.0
13.0,1.0,1.0,64.0,29.0,0.9544696645162554,4.0,27.32884658064516,2.0,37.43676288152793,0.0,4.0,6.817091539762844,8.955805134388811,31.0,2.0,1342.0,4.0,9,0.045,116.0,5.0,1.97,71.90495863332605,112.77113400000002,7.0936937744997515,1.000056505203247,0.14716330811481107,1000000.0
44.63559814153903,1.0,1.0,51.0,29.0,1.9065109497272028,5.0,27.32884658064516,2.0,50.42923326311333,0.0,4.0,8.662370283220726,11.062581978867009,20.0,8.0,735.0,3.0,9,0.045,102.0,6.0,1.97,87.93212833883189,112.11639500000007,7.161046634690967,0.9920374751091003,0.15266025159478727,25.836311317386212
18.0,2.0,1.0,55.0,2.0,0.0,0.0,27.32884658064516,0.0,0.0,1.0,4.0,6.339766843619114,5.0,31.0,0.0,0.0,0.0,9,0.045,42.0,3.0,1.97,77.77573209692511,107.99281799999999,7.58597521098674,0.22361405193805695,0.1871803067290653,1000000.0
37.0,2.0,1.0,83.77975534665207,22.0,0.0,9.0,27.32884658064516,1.0,0.0,1.0,4.0,6.684367229672058,8.0,22.0,3.0,0.0,0.0,9,0.045,118.0,4.0,1.97,20.13271018998912,107.339085,8.12095793334512,0.2928940951824188,0.21771326792402648,1000000.0
25.0,2.0,1.0,57.0,25.0,0.0,0.0,27.32884658064516,0.0,0.0,1.0,4.0,3.4663508125780558,9.0013035686268,14.0,2.0,0.0,0.0,9,0.045,107.0,13.0,1.97,29.80049779913462,107.87927400000001,6.417660204447881,0.33428892493247986,0.18845578337778596,1000000.0
11.0,1.0,1.0,70.0,21.0,1.1210758205460527,3.0,27.32884658064516,2.0,40.560503824027805,1.0,4.0,6.201384697975484,8.0,28.0,7.0,268.0,3.0,9,0.045,91.0,14.0,1.97,60.07219572796508,112.92708000000002,6.4517387837368965,0.9920374751091003,0.19674723331851365,1000000.0
30.0,2.0,1.0,70.0,6.0,0.0,0.0,27.32884658064516,1.0,0.0,1.0,4.0,9.420282600763223,8.0,8.0,1.0,0.0,0.0,9,0.045,82.0,6.0,1.97,59.894830553085534,108.087744,7.059615195210737,0.33428892493247986,0.2452988949927049,1000000.0
23.0,1.0,1.0,70.44127094248387,8.0,1.565987334679514,9.0,27.32884658064516,2.0,49.62240358626066,0.0,4.0,5.4463377043461865,10.15181374554388,38.0,3.0,1109.0,2.0,9,0.045,62.0,13.0,1.97,68.19502356705165,111.77245500000002,6.88119761455935,0.7210758328437805,0.16003022217381352,1000000.0
13.0,2.0,1.0,51.0,26.0,0.0,5.0,27.32884658064516,0.0,0.0,1.0,4.0,8.034335843533945,10.958521292618709,7.0,2.0,0.0,0.0,9,0.045,44.0,2.0,1.97,17.684631311931568,108.067173,7.059615195210737,0.33428892493247986,0.1938988459358676,1000000.0
24.0,2.0,1.0,70.24728509653019,21.0,0.0,9.0,27.32884658064516,1.0,0.0,0.0,4.0,3.614128267327816,9.008615549759401,13.0,2.0,0.0,0.0,9,0.045,110.0,14.0,1.97,19.567751921598493,108.067173,6.709171383028814,0.3378571569919586,0.16486734088703728,1000000.0
40.92788825570695,1.0,1.0,60.0,3.0,0.8259933493885643,5.0,27.32884658064516,0.0,16.422599657707234,1.0,4.0,4.777400681632005,8.0,23.0,13.0,872.0,3.0,9,0.045,54.0,0.0,1.97,80.62793986374268,112.46139700000003,7.1799952068139685,0.9920374751091003,0.16548839952787275,21.50130068066622
21.0,1.0,1.0,52.0,13.0,1.9520068751437716,9.0,27.32884658064516,1.0,22.734522509357443,0.0,4.0,9.781738341586209,10.334827955572019,22.0,1.0,724.0,1.0,9,0.045,97.0,2.0,1.97,21.969920723793333,110.10450200000002,8.019779918217933,0.6637909412384033,0.1454253657370141,1000000.0
31.0,1.0,1.0,76.38701642769783,18.0,1.4722419577011214,5.0,27.32884658064516,2.0,59.78288718340263,0.0,4.0,8.610457068283374,8.933343013613456,36.0,1.0,495.0,2.0,9,0.045,47.0,12.0,1.97,26.947986329914414,112.115441,7.436132575472917,0.674423336982727,0.15251003463063198,1000000.0
10.0,1.0,1.0,74.50660721269452,18.0,1.0401965653755803,4.0,27.32884658064516,2.0,16.55380705065187,0.0,4.0,6.9481410542511925,6.0,15.0,5.0,852.0,3.0,9,0.045,101.0,8.0,1.97,12.243645828036511,112.51232100000003,7.161046634690967,0.9920374751091003,0.16163487227106518,1000000.0
32.0,1.0,1.0,60.0,21.0,0.1875072156733304,9.0,27.32884658064516,0.0,53.319044954883935,1.0,4.0,6.061078876062282,9.994127429835633,2.0,11.0,1063.0,4.0,9,0.045,95.0,8.0,1.97,27.30803112369108,111.38071100000003,7.484090323344575,0.9894246459007263,0.14092398062471284,1000000.0
43.36998986894089,1.0,1.0,54.0,17.0,0.0028194562440591042,9.0,27.32884658064516,1.0,52.046162085313185,0.0,4.0,2.1002642074294275,5.0,15.0,9.0,1038.0,5.0,9,0.045,124.0,5.0,1.97,85.43888004181355,110.06623200000004,7.484090323344575,0.9894246459007263,0.1309772602559531,22.46757356679813
26.0,1.0,1.0,50.0,20.0,0.24028306496911855,4.0,27.32884658064516,2.0,9.791561759192351,0.0,4.0,9.845542493446711,7.0,2.0,1.0,1017.0,5.0,9,0.045,40.0,0.0,1.97,69.39742677831322,111.107886,7.161046634690967,0.9920374751091003,0.16537591241158653,1000000.0
15.0,1.0,1.0,68.0,2.0,0.21335526274514272,0.0,27.32884658064516,0.0,6.356711924231773,1.0,4.0,8.44148674862497,8.0,30.0,8.0,767.0,3.0,9,0.045,108.0,0.0,1.97,70.82175997219707,112.70081200000004,7.0936937744997515,1.000056505203247,0.14367524206562646,1000000.0
40.0,2.0,1.0,70.02967863296024,18.0,0.0,5.0,27.32884658064516,0.0,0.0,1.0,4.0,4.780386236820566,7.0,34.0,0.0,0.0,0.0,9,0.045,66.0,3.0,1.97,75.80389454097508,107.54515799999999,7.838200782360837,0.22361405193805695,0.21608780482887402,1000000.0
11.0,1.0,1.0,81.14263966972918,11.0,0.6614459857569257,0.0,27.32884658064516,1.0,14.716380302438958,0.0,4.0,4.732341139763607,7.0,19.0,12.0,230.0,5.0,9,0.045,45.0,12.0,1.97,78.24709520458411,109.87095500000004,7.1799952068139685,0.9920374751091003,0.17498250405783042,1000000.0
18.0,1.0,1.0,72.55850366565525,8.0,1.3870953161073474,0.0,27.32884658064516,0.0,38.078816397886456,1.0,4.0,2.7177532858549807,8.0,2.0,15.0,988.0,5.0,9,0.045,82.0,2.0,1.97,40.45198931261585,110.04171900000003,7.1799952068139685,0.9920374751091003,0.19174855363957505,1000000.0
31.0,1.0,1.0,61.0,31.0,0.8714221015040513,2.0,27.32884658064516,1.0,43.46153370760256,0.0,4.0,6.262134112683336,6.0,23.0,1.0,850.0,3.0,9,0.045,111.0,5.0,1.97,38.712686542974666,113.67716000000001,7.161046634690967,0.9920374751091003,0.15005022175547206,1000000.0
24.0,1.0,1.0,59.0,17.0,0.14743945907655776,0.0,27.32884658064516,1.0,17.27249266689663,1.0,4.0,6.772404645396567,7.0,35.0,12.0,830.0,2.0,9,0.045,89.0,0.0,1.97,11.708446273577467,111.43697500000002,7.4550811475959184,0.674423336982727,0.1270960342147588,1000000.0
12.0,1.0,1.0,65.0,2.0,1.8815909876563386,9.0,27.32884658064516,2.0,44.03578235559727,0.0,4.0,3.587943558538721,8.0,23.0,12.0,192.0,2.0,9,0.045,73.0,14.0,1.97,30.076579906367805,111.28664000000005,6.861083904704724,0.6637909412384033,0.17714367051216595,1000000.0
28.0,2.0,1.0,60.0,10.0,0.0,4.0,27.32884658064516,1.0,0.0,0.0,4.0,8.798974448299806,5.0,31.0,0.0,0.0,0.0,9,0.045,104.0,14.0,1.97,13.46255125732964,107.99281799999999,6.700548676446442,0.22361405193805695,0.13535548791327426,1000000.0
17.0,1.0,1.0,82.62086751668622,6.0,1.7887798285864966,5.0,27.328846580645163,2.0,51.58203659057756,0.0,4.0,5.638384309265054,8.9699777071325,11.0,1.0,901.0,3.0,9,0.045,132.0,12.0,1.97,34.06805934672951,112.61910100000003,7.161046634690967,0.9920374751091003,0.173348777332083,1000000.0
38.0,1.0,1.0,74.49495775124177,8.0,0.8894393286285074,5.0,27.32884658064516,2.0,51.514543425242564,1.0,4.0,4.052095324310769,8.060027007406081,25.0,2.0,822.0,1.0,9,0.045,46.0,8.0,1.97,46.27444586010938,111.01747500000002,7.696736229564326,0.6664039492607117,0.17946920063732205,1000000.0
40.0,1.0,1.0,55.0,19.0,1.4902499085074605,4.0,27.32884658064516,1.0,42.80329558612784,0.0,4.0,3.4673241009053135,8.0,33.0,9.0,403.0,5.0,9,0.045,120.0,0.0,1.97,43.90726991449129,109.89050200000003,7.0936937744997515,1.000056505203247,0.15391187078550175,1000000.0
33.0,1.0,1.0,70.0,4.0,1.2101394960130907,3.0,27.32884658064516,0.0,42.185315177368956,1.0,4.0,0.3417753079554089,8.13497649291526,30.0,13.0,110.0,3.0,9,0.045,91.0,14.0,1.97,73.93359038965595,112.50120400000003,6.470687355859898,1.000056505203247,0.19264213368514646,1000000.0
21.0,1.0,1.0,56.0,10.0,0.05844320067887043,2.0,27.32884658064516,1.0,48.625040129547166,1.0,4.0,9.35690312244764,11.235460375194805,10.0,5.0,466.0,3.0,9,0.045,58.0,4.0,1.97,42.400984494396454,112.43640100000002,7.161046634690967,0.9920374751091003,0.14097758532594162,1000000.0
37.0,1.0,1.0,76.3421680935354,10.0,0.42327352114556516,3.0,27.32884658064516,0.0,47.85435239391172,1.0,4.0,6.2433781252568075,7.0,13.0,2.0,1321.0,0.0,9,0.045,107.0,0.0,1.97,20.560688632709056,113.045214,5.098872540164861,0.46465572714805603,0.13566049178968784,1000000.0
28.0,2.0,1.0,63.0,24.0,0.0,4.0,27.328846580645163,0.0,0.0,1.0,4.0,7.436452073446983,10.95061531248957,8.0,1.0,0.0,0.0,9,0.045,42.0,6.0,1.97,36.96566375854698,108.067173,7.059615195210737,0.33428892493247986,0.2046954891972318,1000000.0
18.0,1.0,1.0,62.0,26.0,1.3754756643270258,2.0,27.32884658064516,1.0,13.994179113397351,1.0,4.0,9.933504839864112,6.0,12.0,13.0,629.0,3.0,9,0.045,74.0,6.0,1.97,43.185197308205645,112.15875700000004,7.1799952068139685,0.9920374751091003,0.16324516495431113,1000000.0
36.0,1.0,1.0,83.73889454643394,30.0,1.2675573939109657,5.0,27.32884658064516,0.0,13.931124539414718,1.0,4.0,5.90719914993084,9.033267528771384,34.0,7.0,1118.0,3.0,9,0.045,51.0,2.0,1.97,32.06304297227117,111.85899300000003,7.436132575472917,1.000056505203247,0.14502100599380527,1000000.0
11.0,1.0,1.0,55.0,1.0,0.5094732638034216,2.0,27.32884658064516,1.0,26.9725269675807,1.0,4.0,9.742392154702273,8.151881256159138,27.0,11.0,725.0,2.0,9,0.045,37.0,3.0,1.97,59.70695830336162,112.60538500000004,7.27333958959911,0.5679782032966614,0.15115941727525406,1000000.0
40.0,1.0,1.0,63.0,13.0,1.1260361887979362,4.0,27.32884658064516,0.0,43.09343630951169,1.0,4.0,8.524848802917479,8.005919487824002,21.0,12.0,1283.0,4.0,9,0.045,104.0,13.0,1.97,44.354053773177995,111.65382100000005,6.5380402160511135,0.9920374751091003,0.152845082174485,1000000.0
16.0,1.0,1.0,54.0,27.0,1.9290686568052628,3.0,27.32884658064516,0.0,2.205671684963446,1.0,4.0,4.913129425173721,8.0,33.0,11.0,1282.0,3.0,9,0.045,53.0,2.0,1.97,71.68752211729166,111.35637400000005,7.0936937744997515,1.000056505203247,0.1617397566255786,1000000.0
17.916175828060815,1.0,1.0,54.0,7.0,0.15569351162655343,2.0,27.32884658064516,0.0,17.73015079221159,1.0,4.0,5.9380153402872535,5.0,27.0,11.0,1086.0,4.0,9,0.045,128.0,5.0,1.97,28.75192365124075,111.71030100000003,7.0936937744997515,0.9920374751091003,0.1115310079308146,1000000.0
13.0,2.0,1.0,51.0,22.0,0.0,3.0,27.328846580645163,2.0,0.0,0.0,4.0,6.1648150121365095,8.0,8.0,13.0,0.0,0.0,9,0.045,31.0,8.0,1.97,64.70946088164871,107.22756800000003,7.078563767333738,0.33428892493247986,0.16595074926245057,1000000.0
12.0,2.0,1.0,66.0,23.0,0.0,2.0,27.32884658064516,1.0,0.0,0.0,4.0,9.417676604807587,6.0,23.0,1.0,0.0,0.0,9,0.045,131.0,4.0,1.97,27.000549237422682,108.064433,7.58597521098674,0.28932586312294006,0.18444460041278382,1000000.0
14.0,2.0,1.0,59.0,1.0,0.0,0.0,27.32884658064516,2.0,0.0,1.0,4.0,8.31832894592791,6.0,12.0,2.0,0.0,0.0,9,0.045,53.0,13.0,1.97,48.01442408789585,107.87927400000001,6.945985135349293,0.23586316406726837,0.15858332513061654,1000000.0
28.0,2.0,1.0,54.0,6.0,0.0,5.0,27.32884658064516,1.0,0.0,0.0,4.0,5.430610771176056,6.0,17.0,8.0,0.0,0.0,9,0.045,68.0,14.0,1.97,34.872170637831196,107.15467400000003,6.174188660670434,0.28932586312294006,0.1843181127371077,1000000.0
15.0,1.0,1.0,83.63950049458,7.0,1.8586932660704294,5.0,27.32884658064516,1.0,44.24447161249594,0.0,4.0,8.974253959826132,10.907925807746716,7.0,1.0,896.0,0.0,9,0.045,101.0,8.0,1.97,17.141774989557113,111.76237900000004,5.098872540164861,0.46465572714805603,0.17825883544612392,1000000.0
23.0,2.0,1.0,73.02289742262056,7.0,0.0,2.0,27.32884658064516,1.0,0.0,0.0,4.0,7.002026371193818,10.98270841307457,16.0,3.0,0.0,0.0,9,0.045,82.0,0.0,1.97,20.727161694435644,107.35101400000002,7.059615195210737,0.33428892493247986,0.1915415978494006,1000000.0
27.0,1.0,1.0,83.21601584712593,15.0,1.2380934192203834,3.0,27.32884658064516,1.0,41.51533634797593,0.0,4.0,7.305539978551961,5.0,24.0,15.0,755.0,3.0,9,0.045,53.0,14.0,1.97,41.690771799685734,111.82930000000005,6.5380402160511135,0.9920374751091003,0.16983636784780734,1000000.0
43.58406567943943,1.0,1.0,54.0,31.0,1.0674573011334187,9.0,27.32884658064516,1.0,23.20591487995125,1.0,4.0,7.00059511530895,9.838933518505655,2.0,0.0,242.0,0.0,9,0.045,38.0,14.0,1.97,85.86060938849569,113.06093100000002,4.748428727982939,0.42647311091423035,0.16851207685480185,26.623366750918663
20.0,2.0,1.0,80.91861133729928,26.0,0.0,3.0,27.32884658064516,1.0,0.0,1.0,4.0,9.943387393823382,7.0,2.0,0.0,0.0,0.0,9,0.045,35.0,4.0,1.97,19.715604666027275,108.15838600000001,7.059615195210737,0.280536025762558,0.24777672031886827,1000000.0
14.0,2.0,1.0,72.92992184541184,21.0,0.0,0.0,27.32884658064516,0.0,0.0,1.0,4.0,7.288343781877536,8.560799435569479,31.0,2.0,0.0,0.0,9,0.045,75.0,0.0,1.97,30.456997273599917,107.99281799999999,7.58597521098674,0.26512911915779114,0.22091882171853316,1000000.0
29.0,1.0,1.0,82.96877334673502,22.0,1.532627951626011,3.0,27.32884658064516,1.0,53.47913109997891,0.0,4.0,4.841527029446339,10.74199951796463,22.0,8.0,451.0,3.0,9,0.045,76.0,0.0,1.97,11.385612201781598,111.86193800000007,7.161046634690967,0.9920374751091003,0.1513113584805695,1000000.0
43.86502325060456,1.0,1.0,53.0,16.0,1.1072862397436907,0.0,27.32884658064516,1.0,48.31275661087018,1.0,4.0,6.9477365487105605,6.218831409642772,31.0,9.0,1249.0,2.0,9,0.045,53.0,5.0,1.97,87.53224108714937,112.00647500000002,7.0936937744997515,0.674423336982727,0.15656816284423342,1000000.0
29.0,2.0,1.0,83.76370740850555,29.0,0.0,3.0,27.32884658064516,0.0,0.0,1.0,4.0,2.308843788841343,8.0,21.0,0.0,0.0,0.0,9,0.045,117.0,14.0,1.97,42.2203546983308,107.759435,6.174188660670434,0.2355729192495346,0.2539901258394137,1000000.0
28.0,1.0,1.0,79.65331434951904,24.0,0.7756591922688605,3.0,27.32884658064516,0.0,13.11050019662682,1.0,4.0,2.3382365465788624,6.0,13.0,15.0,675.0,3.0,9,0.045,82.0,0.0,1.97,56.308906718757186,112.22241200000003,7.1799952068139685,0.9920374751091003,0.13859175300512713,1000000.0
31.0,1.0,1.0,50.0,4.0,1.537407623262996,0.0,27.32884658064516,1.0,45.26030050233609,1.0,4.0,3.893974135965771,10.408234993585346,18.0,2.0,518.0,5.0,9,0.045,57.0,2.0,1.97,53.36390146720543,110.76570300000002,7.161046634690967,0.9920374751091003,0.14818982527392757,1000000.0
12.0,1.0,1.0,70.0,19.0,1.0552068115778004,4.0,27.32884658064516,0.0,26.0976228973444,1.0,4.0,6.3753437551159955,7.0,22.0,2.0,427.0,2.0,9,0.045,69.0,8.0,1.97,52.95426783135783,113.035048,7.161046634690967,0.6664039492607117,0.1883143281572303,1000000.0
19.0,0.0,1.0,56.0,9.0,1.2079428479449172,3.0,27.32884658064516,0.0,0.0,1.0,4.0,2.140243987307545,6.0,28.0,2.0,0.0,3.0,9,0.045,87.0,2.0,1.97,45.787955886857894,107.64827199999999,5.457307302244469,0.9000257253646851,0.21387331326764744,1000000.0
41.03820581448356,1.0,1.0,58.0,9.0,1.9022660117051837,2.0,27.32884658064516,0.0,5.93058041699865,1.0,4.0,6.9593947159275,7.0,4.0,10.0,870.0,5.0,9,0.045,84.0,0.0,1.97,80.84526545453261,108.99727700000005,7.161046634690967,0.9920374751091003,0.16294910467961465,22.40132549113157
