Initial GI (%),V4_Ventilation Day,V2_Ventilation Interval (min), Composting Method,Material_3,Additive_3,Compost volume (m3),Turning times,Initial Moisture Content (%),Initial pH,Period (d),V5_Ventilation rate (L/min/kg iniDW),M1_is Enclosed,Initial C/N (%),Application Rate (%DW),Additive_4,Material_Main,Additive_2,Material_2,V1_Ventilation Type,V3_Ventilation Duration (min),Additive_1,Initial TN (%),Initial TC (%),Final GI (%),NH3-N loss (%),N2O-N loss (%),CH4-C loss (%),CO2-C loss (%)
27.328846580645163,5.0,1368.0,1.0,9.0,4.0,0.6292491869918699,29.0,81.74037126381275,9.128997440160813,116.0,1.03987470005645,0.0,31.0,3.926876290369318,1.0,7,3.0,8.0,1.0,35.977453957750136,36.0,2.4967368849582217,69.81007310125858,108.66164500000005,7.747889902921467,0.280117392539978,0.1521572407538236,1000000.0
27.32884658064516,20.0,1065.0,0.0,4.0,4.0,0.6292491869918699,2.0,79.06449531534189,9.235589666954889,67.0,1.941003930071366,1.0,13.0,4.6530024928291684,1.0,7,3.0,13.0,1.0,32.617254995434024,23.0,2.4967368849582217,26.190415163466593,105.95110900000002,9.566687394378372,0.3053663969039917,0.12951596810411398,1000000.0
27.32884658064516,37.0,105.0,0.0,4.0,4.0,0.6292491869918699,1.0,58.0,9.3094440830542,133.0,1.6434974335840802,1.0,38.0,6.870577128942098,1.0,7,1.0,8.0,1.0,54.96670210114021,35.0,2.4967368849582217,45.788191680907474,104.95246200000003,9.313530245607822,0.1955568492412567,0.18562106453481855,1000000.0
27.32884658064516,78.0,551.0,2.0,5.0,4.0,0.6292491869918699,16.0,71.60187363117588,6.0,83.0,0.817611683091759,1.0,40.0,5.542273684398618,1.0,7,2.0,8.0,1.0,39.96666080015473,30.0,2.4967368849582217,20.329727151274874,104.22151900000004,10.112833792916655,0.2216816246509552,0.15782647447162412,1000000.0
27.32884658064516,33.0,1322.0,2.0,3.0,4.0,0.6292491869918699,1.0,73.71833863542022,9.78708945540074,76.0,1.104398632630426,0.0,12.0,6.958774746902035,1.0,7,0.0,12.0,1.0,24.599819681531553,11.0,2.4967368849582217,17.43637457395611,100.60149000000006,10.624420645484859,0.3940105438232422,0.12273904594493287,1000000.0
27.32884658064516,8.0,372.0,2.0,2.0,4.0,0.6292491869918699,14.0,81.57237450112532,10.398656963264703,54.0,1.7751738243884194,0.0,25.0,4.906944669089782,1.0,7,5.0,6.0,1.0,49.12959529159144,6.0,2.4967368849582217,36.528637613744635,102.14862100000002,9.144330392603198,0.25590217113494873,0.1832064461856115,1000000.0
27.32884658064516,12.0,434.0,0.0,4.0,4.0,0.6292491869918699,4.0,49.84881583664292,6.0,125.0,0.3518969691098395,1.0,34.0,2.1931417689733004,1.0,7,3.0,13.0,1.0,25.642780295342195,11.0,2.4967368849582217,48.77721119475461,103.82242900000003,8.944738062464722,0.3053663969039917,0.1525806175037668,1000000.0
27.32884658064516,55.0,999.0,0.0,3.0,4.0,0.6292491869918699,29.0,82.44717693483186,8.0,64.0,0.38542897606997584,1.0,42.230333149636536,7.173019437180324,1.0,7,3.0,13.0,1.0,48.58093517337751,36.0,2.4967368849582217,105.43803043877145,104.43081500000002,9.267218717711508,0.332487016916275,0.16123103144096038,23.109149426307557
27.32884658064516,2.0,1016.0,2.0,3.0,4.0,0.6292491869918699,11.0,54.0,7.0,34.0,0.20718069493290447,0.0,42.63168207202208,3.727115073677605,1.0,7,2.0,14.0,1.0,59.98472747753691,13.0,2.4967368849582217,106.44009309702967,104.10407400000005,5.831367378350437,0.25038257241249084,0.10491936497110078,24.263717379000934
27.32884658064516,36.0,202.0,0.0,5.0,4.0,0.6292491869918699,6.0,72.74989392656563,6.0,54.0,1.991735911566771,1.0,16.0,7.175604365474339,1.0,7,1.0,0.0,1.0,54.94454944851877,38.0,2.4967368849582217,43.332110763774615,102.42886400000002,8.388903611047727,0.4264160394668579,0.1589131373396593,1000000.0
