Additive_1,Additive_2,Additive_3,Material_Main,Material_3,V6_Extra,Period (d),V4_Ventilation Day,V3_Ventilation Duration (min),V2_Ventilation Interval (min),Turning times,Application Rate (%DW),Compost volume (m3),Initial Moisture Content (%),V5_Ventilation rate (L/min/kg iniDW),Initial TN (%),Initial C/N (%),V1_Ventilation Type,Initial pH,Initial TC (%),Additive Species,Initial NH3-N (g/kg),Initial density (kg/L),Initial FW (kg),Initial DW (kg),Initial NO2-N (g/kg),N2O-N loss (%)
9,5,1,3,7,2,57.13051848434766,6.027552946627148,1.6503717888117042,228.48486631924436,32.392992762137055,20.028334266044574,5.12072875387322,66.82289806681193,2.3658408844584757,0.033594599718558306,18.877351017642056,0,1.036194126827465,5.449369265007512,2,12.100640045022882,0.42566853874589,728.0064516602914,551.3867282535896,2.696948342974748,[1.65053003]
23,3,1,4,0,0,52.07257149774021,0.30793842295145835,1.5794982451726196,15.913967314779391,30.03373407791697,27.84243929644671,2.91335926459008,61.871270308741906,2.5189539681375512,0.14911084559892207,13.815508720124601,1,6.931117824942537,9.8144802404793,1,4.513775057241656,0.441814937010768,10.425209571685246,371.3651552446541,4.082930331660262,[1.83976804]
13,8,0,1,6,3,71.603801237559,18.463951288423175,8.112389781563937,125.95997177734691,29.3614036473209,13.416983961937433,4.784674956616735,37.074827445820524,-0.372479998295037,0.2974259086899418,27.490739889270035,0,0.7778333070533973,48.38667968776894,1,4.265473583544188,0.06944634861427537,931.9232486263754,251.73556054714808,3.9359377131166915,[1.69408383]
20,2,3,1,0,3,68.73619435851809,43.613209204633115,17.62087878972018,235.72728203622924,28.139207345773276,18.171929201209743,9.963161896001987,19.26687831938553,2.5236557670830826,1.28167154853957,15.110661271277998,0,2.8121040814072495,13.763454416963256,3,5.512013742159979,0.9492469328693037,403.1975191410201,799.1746466122183,8.736590486273425,[1.86030412]
23,6,3,2,2,2,1.8158236114277186,63.714757697758344,28.683104577477085,224.25875498759115,16.471680130490455,22.51661893042757,0.1626222966011752,35.92145536017397,4.354411475052804,1.274859983594089,30.101697802185306,0,3.33729361117913,43.11247470392946,1,6.22636114119272,0.1730636200372564,2414.8676651757696,329.84786274015033,0.36914049562292706,[1.63264998]
21,9,0,4,2,2,51.32543032002709,42.20085585441054,3.3972608477335084,143.4816028689009,3.479309866610632,2.7262103340212573,0.4336835114471491,80.60973093987157,2.1997021535760037,1.567117466127669,17.354265381831663,0,1.2779217422187592,8.44909923384892,2,1.3516277240992154,0.687679030434085,646.3656313174171,865.2522464578367,8.129144721912283,[2.14397065]
18,1,3,5,0,0,69.97610334544736,8.287138228391504,4.748163070480992,121.88539703246035,23.807010887497274,19.520330193497365,2.2317609945805557,56.576908073857005,6.208710046846877,1.29156573869729,18.68414797593779,0,5.362492945766258,17.88265862052623,2,4.715097014517659,0.5955817881883151,1919.2576272930771,284.245817926375,3.171522257552909,[1.76745823]
17,0,0,6,3,2,26.346605019630097,33.27944014738793,3.3596303909431326,75.55365725495757,20.544998878811604,3.5872619805432864,5.6139033858242,39.391933046335375,4.578275408975092,1.4429808985933759,13.168083286768857,0,0.33327154861893127,44.10770818875899,2,8.32845979121641,0.09783266899022378,306.8592991284752,70.91386885619222,9.168853137910405,[1.75225029]
11,5,2,3,7,3,16.968517506492304,22.413673670582458,14.932509406969675,91.9523179827862,36.953108968804536,31.135236638450046,10.525316002522295,38.36431399682659,-0.7434195432967565,0.003402586638734846,8.67262506072148,0,0.08011021106827636,11.518908721884669,1,3.9962943563781037,0.13201100050071432,346.75080844807485,886.8335140657719,9.320420526543511,[1.7002043]
20,6,3,5,5,2,19.686200350321855,60.83801661284103,7.42414120489461,104.09586761428314,6.153016137718736,2.305340620360342,0.058572399545690906,50.1422491560966,2.2431613977763334,1.1903672336307005,3.6636534705538364,0,8.875290160686063,47.131825063659946,1,7.892049395341161,1.2608547193566875,1552.301716574229,622.4179670940043,6.224316452150247,[1.71635047]
13,2,1,6,4,1,62.763502654370114,31.1529858302329,0.9758561583513989,226.27536720894983,33.97175496501378,1.9614519750019614,6.876845759305198,79.93773928127963,1.1146122308927584,1.0666845534479634,17.947621159947015,0,4.87867621206171,1.9272338539268579,3,3.4022251647115187,0.024536017491530195,2256.1921854640086,303.1017400555398,8.025597261094575,[2.043954]
15,1,1,4,1,0,103.56947054447903,18.633033746861386,10.997570255687284,7.286562135042258,26.311696289390504,3.41291751036904,7.936444728895583,3.3184415341110745,3.624820985788662,2.3766909686198643,12.398708201321563,1,3.158519244186029,48.077191603309224,3,6.7634460177674445,0.43646770552114056,1259.8331569070078,563.9524103812964,6.489439562413975,[1.7947122]
4,3,2,0,5,0,41.00757782793654,6.141096941914157,12.439679820684901,47.99727342955538,26.506075453239152,8.731899492065288,4.200677689652598,41.43540222237278,-0.9223975241783879,1.1892958939993818,12.943000179329353,0,6.470781269621348,8.049634401135018,0,9.038962767505861,1.037027792747877,100.5356240758859,603.8993077421585,1.4486409247740057,[1.71357237]
20,4,3,6,2,3,65.1837382468337,39.06301611403449,7.560895180821857,64.85113324213516,7.992256340100841,2.485122777552065,8.317159797456151,24.537397494121155,2.31016320369157,0.2139004522606558,0.09533729459243212,0,7.0104769630145976,33.39710507867249,4,9.729485693595038,1.1976390969529829,1398.195558757633,694.0561753952991,6.057617792360436,[1.73904042]
0,7,3,4,7,3,15.365261707420105,38.44057284514796,26.763535231662427,110.71369771101274,31.058274237487307,18.79144950639998,0.36905283430385505,80.61657529258872,1.6661805732071255,1.0558634479375404,27.947407695559736,2,3.2327474275586514,13.817275459803657,0,2.199015559175425,1.330973484016384,1340.4012688468483,87.51087801305412,8.520230866518613,[1.63757468]
8,7,2,2,2,0,84.68835025367537,37.72753129717544,4.373647865960708,69.78949101872728,3.4210437655003796,4.713245313527288,0.9450223616168525,39.57772361035329,5.233643261038606,0.7623832215441622,31.19451245985941,1,2.833394315974232,34.102988469582066,1,5.894380642300384,0.7174996203532904,1470.2269745864764,79.8831934751827,3.4869140519826245,[1.83050261]
11,1,0,0,0,2,53.802328915757535,43.725292588325416,24.733630821863137,97.02864697571167,0.7156682670598825,4.147244804299282,5.738640854082578,58.56012155448747,6.092348064926462,3.16724035004468,9.126371849407152,0,7.560512487133706,9.166034617470615,2,4.995091553729844,0.6895478583669203,528.8067724107856,186.99068363654115,3.995188401019564,[2.0677653]
1,8,2,4,5,2,101.98150945696919,48.82848442533343,17.595539874194166,121.36673216234229,4.573910186079373,4.724139178337802,0.45396799360128776,69.41521360986057,4.950190102190225,1.2072962702411505,3.6346259809330856,0,1.9103815957560426,16.69484189867683,2,11.870685514730846,0.38183915620219444,1956.2087360106345,123.61215584444373,1.9955836274973895,[1.7626424]
17,2,2,3,2,2,79.17593761877887,21.10757454404927,20.428126465587727,5.679333742287462,32.53409405019817,18.42620580127733,7.009642955371486,74.73778861069057,4.128636553183925,1.1044471884189162,19.26349859748872,2,4.185128955660166,28.24023681803941,2,4.541687758659804,0.024360585180516016,1144.1803701279587,332.4669052127306,2.0155650072993896,[2.05659687]
17,5,2,1,0,0,70.51996833222623,41.18057641139149,24.8239686628731,12.034240652493834,6.741437055027857,5.027687756525658,7.468566710260996,36.08480148517658,1.5916495790843253,1.3322830901664697,6.742128743758982,0,3.7271412590801853,36.22537959157273,2,4.876702069879936,1.2990208550113604,1161.7456877613338,24.55645506359314,7.780139427483225,[1.91815898]
18,7,1,3,2,0,58.99699494322985,41.484508477795934,5.975433788021368,228.91442638174755,26.23305514184548,2.563475624344851,5.764465629363594,17.51058500357109,2.198154718522612,1.4671652751000845,1.6836611643644501,1,3.191973607646029,11.153042183953465,2,10.455492025838529,0.46921203354079416,1184.2228524492411,399.70632051045607,1.1868127275187206,[1.97470544]
5,9,1,2,6,3,77.07754838721966,26.992365247565818,17.09295065853987,111.11625962723679,31.074701389756655,10.987660361117532,7.367852936695301,56.517530147572444,0.5491465780343572,1.2907406045144663,24.73706052050756,0,3.836079135916692,54.75741478424735,4,9.956575720876625,0.3143288963237526,750.43828060956,554.6382662211803,5.146721124086772,[1.73950877]
7,3,0,5,2,0,34.69808786576556,31.374412140943875,22.681553186634932,28.8235260208114,19.568404312355252,1.6011503078140596,10.888081781383386,33.68040970835904,2.796601064348811,0.6771533519028451,10.592005289329395,0,4.937143191946824,0.799931381779775,3,8.540101425645616,1.0350920958218257,641.5207077342727,782.2966815305906,5.770049382919382,[1.74093898]
12,10,3,6,3,2,102.20905179387033,26.689028113439942,-0.23649621346977612,0.5035394005660483,5.329172320385773,1.8298348918809488,5.472540670470665,52.084518278006925,6.516189844161727,1.517730104132832,12.909221200254107,2,3.6655390686641747,26.01065064587265,2,7.187546864157908,0.4260669385046705,2537.788844058601,973.6961569488454,1.191940027130879,[1.77109471]
19,0,0,1,3,2,80.05210083626162,5.620110768884129,4.314276183999091,177.5252392460199,7.806510819450168,5.932594537482589,0.4457674326988821,23.546744515942443,4.563770186670443,1.5351796863636684,24.741344125758328,0,1.5785028675380848,13.062775594462192,3,12.601330534510522,1.3174933977091488,897.5977164474496,211.62059969660763,3.960140605700842,[1.78518239]
