Additive_1,Additive_2,Additive_3,Material_Main,Material_3,V6_Extra,Period (d),V4_Ventilation Day,V3_Ventilation Duration (min),V2_Ventilation Interval (min),Turning times,Application Rate (%DW),Compost volume (m3),Initial Moisture Content (%),V5_Ventilation rate (L/min/kg iniDW),Initial TN (%),Initial C/N (%),V1_Ventilation Type,Initial pH,Initial TC (%),Additive Species,Initial NH3-N (g/kg),Initial density (kg/L),Initial FW (kg),Initial DW (kg),Initial NO2-N (g/kg),NH3-N (g)
30,3,0,2,9,1,29.855044316042886,1.1827874341474223,46.972226011194415,121.72324568791701,1.930422273868382,27.341853304641578,0.9593158719704588,35.512402129655314,0.017133082003991662,4.525662262275243,6.836901417781774,2,0.20684815548346405,24.96609757191991,3,9.926493324949943,1.518968415068487,3142.5824510614657,670.9804600179052,10.19443034944638,[12018.87016221]
8,6,3,8,2,6,37.1797353539109,55.76311128561624,38.16455777057839,209.38962283529673,1.0803780528786433,5.098679626740495,6.938294683102375,49.15902922543642,1.6669735942824628,2.1500178623055857,17.023733431016797,0,0.8502406294485642,1.3132216405380077,3,11.428025689223954,0.6258686132569732,3945.3343813367037,652.4973128404242,7.871876022629163,[13508.55719562]
37,9,2,1,6,1,32.657812739845355,28.858845288600815,13.620958372973956,51.08207283323425,9.697213989040048,19.84692197609875,1.0438385666497554,48.556787859366466,-0.671987463164586,2.191038807253996,6.902240939818144,0,8.586909524694956,13.809507572084604,3,0.3130469812355396,1.3493879952785066,3761.137826111846,445.114280028785,8.039130502744305,[12224.06787611]
34,3,3,1,7,3,80.97314047744665,29.281489377144,54.42169865006235,114.67523385653071,7.522971410848811,28.996483765024777,10.890016037022756,2.260469521975025,-0.9113513752466661,0.8999713777461289,2.6588558135152724,0,8.466752011011481,25.001498922912642,4,9.4636389220109,0.3148180511984542,3917.6175944036086,653.7101170420306,10.39984739789224,[14165.73443917]
43,6,1,4,6,4,71.54961394502413,50.44427236665725,9.154829627256225,30.375023344380686,5.216560780669347,36.46532905461332,10.748784634046652,1.9356382091573165,11.064613019420255,0.44694719267359306,16.765613204450517,0,0.23070851763656974,8.012388041469427,3,1.3992897744946153,2.0446473407304975,3053.606769406372,649.704002766957,10.286853811834204,[12011.45691144]
14,1,1,2,4,5,85.63911050121064,8.595776455305524,11.536257531714766,143.86627982858732,17.44342839731565,34.91396891291895,8.592777704406451,5.051881346856555,17.32589237864863,2.031219739721635,42.80750180247895,2,4.603178745504557,19.519219456861904,4,8.941272925451166,1.838195146426972,3615.9932939113155,684.6294884551435,9.356703123781678,[12926.81422782]
3,6,3,0,3,1,43.98373958259242,51.181167896591745,29.752293566569644,74.32433330694717,22.287965601300808,37.41763080748619,7.1081019945456765,11.04719085560561,14.242321309215662,4.162641215891143,1.3878461750668503,2,3.2278159955601926,38.492670482425105,3,8.350942612646323,1.9144579237420851,3441.0379830702254,687.3679167675848,0.7448858575582659,[13299.73655498]
36,6,0,2,7,6,91.37746172547347,29.173947480645847,53.04736709571004,24.4573954410548,7.311522703599743,36.062218491068485,7.039042357557016,26.127868100038324,4.23243847497131,2.5652967233145647,15.178840658401924,0,4.45739216782726,24.206043480338643,3,2.2280943569687257,1.0731004635403527,3918.665331684597,654.2750825022085,5.468205326985509,[13660.86751664]
34,4,0,1,8,4,21.284647039667533,3.136563293651171,50.504128761676064,330.0143865520526,19.29708852682914,3.2890463615739094,2.377268956517264,0.0718188580567809,5.985565226460638,2.991896420746442,31.506231805451513,0,2.086809942878459,50.33104975806151,2,6.988147177931518,1.8809368440141319,3544.142915836681,678.164782627409,1.729280007399633,[12628.69918569]
27,1,1,3,9,4,37.03368839662063,49.617464938957966,16.85363441419947,38.683367614629184,23.660465799047753,11.824165150597036,9.458953607495218,23.465852309204728,7.348907010628169,3.964079666078598,7.563355215194072,2,2.1795644444273163,38.49485290926107,0,11.20726000234075,1.3205705920848523,3899.0078598648056,419.38581377639315,0.6600916398857923,[12614.09865635]
22,8,2,0,1,1,21.275971079483657,52.89707939077122,20.074216206367012,89.89945490704791,8.953653181507425,11.188681424579697,3.2135010914913202,8.31307274826008,4.272897649644199,1.2725065058449494,0.6205019519963744,2,7.2891092338936785,41.66180201044938,2,12.694522360157546,1.439623618499025,3182.9158790361435,649.0954437717942,3.7678994706869773,[12495.085419]
15,1,2,6,0,2,106.55273788011058,43.49017870249578,49.3571225844809,36.95644127088221,3.859917003409673,33.39162496509817,1.6877280411230013,53.34304017493048,11.932000885933077,3.7630801323989616,3.5547923819505383,2,8.265845432790133,39.070852344997284,3,11.096678459345672,0.7459688405824244,3924.9642079225628,601.506756221896,6.040691126721183,[12253.34835293]
9,7,2,5,2,2,109.57205321183544,37.00166023778398,59.844806380010894,188.39052129388443,12.487412267087,34.64988754017704,8.940152888689976,10.412842641574711,12.133748333366114,0.41755907333176245,37.68631939992591,2,2.3527213624631163,16.04855427891596,3,7.7347679149025135,2.03990018068543,3946.1352203459996,703.2892449934305,6.195674325261863,[13340.54364148]
32,6,1,8,3,1,53.938635164843376,14.558327889438447,33.03567578178433,89.52612839119665,21.079111376543196,22.011365434756765,5.376231943196538,51.2497623122667,15.682673657712595,0.94305589651894,11.007545600989765,2,1.33194453435607,2.2586164763069685,1,10.569580272043723,1.0352522770533668,3218.7749004779284,622.3150755770406,2.602941654408361,[11615.73645721]
39,9,0,6,9,3,82.21995443253444,7.723645601625979,45.60544320104005,82.31146670451368,14.386549511688093,11.438640123037468,1.3813962925935965,4.160274746405951,16.99399235291655,2.983477194814274,1.2102971713143114,2,2.8098249359033582,29.153578868110255,0,6.822237797905818,0.80214086874934,3921.5503724574232,457.13517257081224,4.432135366228021,[12902.58815483]
15,4,2,3,7,6,80.87021245488728,39.658886108618134,37.72592641062029,155.13158879936043,15.46903213197187,28.400288980329414,0.15041182484360288,8.657776641311093,6.264947070146811,4.133680337908288,5.113937204190092,1,1.6300472289152124,51.272705794019025,3,4.166547057861543,0.34981615191883375,3925.363287127795,604.227131970692,6.321461815870654,[13073.99428245]
10,6,3,3,7,1,15.733594643392502,65.31913107374363,20.59177497505667,51.83466482738647,10.19129326485384,36.581368466844445,0.06484820249010925,27.303592425549166,9.171314874529841,3.1864320593067568,10.728092571281234,1,0.01956959516509746,2.5675843007616317,3,13.927359001278782,0.1680304061768102,3848.377682487669,485.82781639944983,8.733839814271883,[13536.10107097]
30,0,1,5,4,5,19.103669263335327,34.046569631854844,44.046169856902935,13.49355080116309,0.25659311987398076,26.867020754095602,0.32801142009574835,46.61247485240976,11.329330460559884,3.7173209381491334,15.861711754339705,2,1.0038109211955264,24.68465055291443,3,7.613468754551916,0.49720312798295613,3415.028132896453,700.3349887084557,8.461733893508603,[13090.30206099]
37,6,0,4,0,6,36.61952294668444,56.24329846232149,38.39839362277282,193.07507609180075,18.949939089634093,12.22661812144969,10.463963337303774,0.4090405980582153,6.202677111136441,1.4362451994822696,15.688597744242273,2,0.4054013923845526,8.940653329120368,3,8.716746303681491,1.471694232729612,3605.238538273395,700.4937408234383,3.3942593086025483,[13936.23044842]
6,4,1,7,7,4,33.40001649041355,41.13063550064099,38.08815569307375,174.0577616818919,0.7611549179513846,5.573911972320412,7.259840219449369,68.28185044679722,4.115544064560948,3.5395936251769613,30.658002144264163,1,7.955484239181533,45.249301460248404,2,3.8646862690366293,0.2512493617389264,3924.522416223575,698.2746158280115,5.637478815911766,[12694.94664313]
29,3,3,2,9,2,30.257329889628277,22.205945416199228,18.396280465741338,476.54356799409464,20.778170249549902,23.93103428452537,8.65776003892359,25.169479917904347,0.21176983101086666,0.6004378452836298,11.628872515492374,1,1.3951923076725692,19.780865779220004,3,1.5467496292862264,1.3063525595445395,3879.3873837476604,711.0022691700512,1.8918140995239985,[13237.73660591]
19,4,1,7,2,5,31.9766154876798,16.96044690746887,17.598795836602687,77.96104402013233,3.7720665741619035,19.58718893680748,0.2526328174695992,4.679282010561497,2.638993555629733,2.3914759802570544,7.127625379753932,1,3.990815268842047,20.634295837425736,4,0.08299354939931183,1.4893497699623677,3618.9669015669124,467.3329080241492,7.494916370417311,[12830.5954966]
6,9,1,6,6,3,21.25266006286953,15.012782294234164,27.613142234014376,240.3710522731765,18.910246699071376,25.159570854646013,1.0213337480209215,13.618923304001484,1.9552511172003628,0.8464021618736984,17.84273936581201,1,3.197305513119651,35.75906396119223,4,0.03281747843766253,0.28206052392934877,3912.12524431049,709.9949278306148,10.145478391020617,[14457.70041854]
19,4,0,0,7,1,16.387289814991046,32.140432727425086,21.67029668955332,0.32347997727085565,10.76480006223499,25.915638336172925,7.950194406500022,1.7670362651655085,-0.39868028701249947,4.73115932344267,7.582719326043967,2,7.996735998299273,27.708789930894838,4,10.684279451466955,1.4156824879171244,2997.851170058595,682.7008279772522,4.572017798020325,[13006.0117898]
15,1,1,0,9,2,26.175197310227954,33.02426020496027,59.02703229246956,193.6234437950018,16.458470078801124,16.867040674890685,1.244418280386236,12.464787993720268,10.734354704215193,0.27088440077265186,7.845027969439312,2,7.359187470221859,26.608898386902336,3,6.549917751381174,2.1040306739439565,3917.8845198140875,507.1453306760661,6.940423080766099,[13244.78964938]
