Additive_1,Additive_2,Additive_3,Material_Main,Material_3,V6_Extra,Period (d),V4_Ventilation Day,V3_Ventilation Duration (min),V2_Ventilation Interval (min),Turning times,Application Rate (%DW),Compost volume (m3),Initial Moisture Content (%),V5_Ventilation rate (L/min/kg iniDW),Initial TN (%),Initial C/N (%),V1_Ventilation Type,Initial pH,Initial TC (%),Additive Species,Initial NH3-N (g/kg),Initial density (kg/L),Initial FW (kg),Initial DW (kg),Initial NO2-N (g/kg),TC loss (%)
7,8,1,4,1,1,25.413332883151714,35.662186434965435,19.382539171234722,47.41073265529391,41.13128118136044,1.984305900386655,6.4750281175472715,35.34237063205139,14.663998081321074,2.649049519153293,22.055536625532554,0,1.8794161364194264,44.83225772453448,0,0.74095516846269,0.5815964537274273,16496.12281267746,49.85797409922818,0.9302733950411575,[59.637093]
7,4,0,4,0,0,6.175583083203662,3.341742035547856,12.072018677356214,53.200949331003244,34.594894837221574,17.16368465929762,15.474851264603776,53.33918422135054,14.623867628643804,0.9686083196951265,21.908144276967445,1,5.400700508806128,11.359864571697537,4,0.7608946367579251,0.4266424757198246,8226.08304461285,96.9816237134413,1.6613186915767526,[59.075996]
9,1,0,6,1,0,92.34410425262497,15.26898593072059,11.5173671551041,52.6576202775036,25.815978772777754,12.448093713892714,15.595249449313755,46.40091183707913,14.430214276959013,2.4904873627139206,33.98454017612764,1,3.538941030927759,22.267841929207464,2,2.3471737191250157,0.327294929654711,9533.552484226902,40.40110111777078,2.431847932235535,[60.354534]
0,0,0,6,0,0,64.99506366563212,9.13063508099448,12.65749508953419,56.50436602087259,41.97044734614777,4.1218844001176205,10.07760847650968,46.496862348212744,11.482645326476385,0.1416443650975675,32.86369603025969,1,4.750268486237893,5.873257210602112,3,5.01086237571924,0.1302556287946681,15852.79170564581,121.60422135586641,1.7361860247496894,[65.67911]
2,8,1,7,1,0,53.69188707027488,7.356343892623606,25.704667860029883,51.15359017918483,41.84540516460906,2.930180231590444,15.389630282713071,38.04980104943804,8.087362272421446,0.9838596828129791,29.9225254661994,2,8.081760471574091,32.91459863428114,3,0.024639619647096746,0.18106903741915328,19146.871432520038,42.12050809796795,0.12639833710105267,[63.247047]
2,0,0,6,0,0,95.0955370678297,11.777662698651142,1.1228391763668566,19.97701475380859,36.797737645976255,6.442662763808955,20.718008273323566,21.8435778033585,5.101270054073604,2.214562582284454,23.814339355371423,1,9.257192348870191,6.146975136740267,0,6.950261993688153,0.8254723220878688,957.7825981609833,3.80244058536962,1.8527866209905963,[61.12302]
9,1,0,5,0,0,31.855014453589774,5.777309786666344,22.685647133183473,49.82078458858106,33.41584540924483,1.4577925997759429,13.063834791800023,68.92716239807368,3.2914094967938317,0.9599739719256503,29.21427033658174,1,5.3697360436713595,36.893772515258874,0,3.8918826599417646,0.45989392696570247,6113.465448221009,107.92243646722419,0.9520084792243896,[63.70928]
6,6,0,7,1,0,77.27676110253252,19.218747899730626,15.524990348371805,23.639064057731225,41.152244961213896,26.566589373652647,11.411216781059597,30.828973841341686,16.38427708346141,2.5502105158736716,28.693935367076307,1,8.719766412459713,27.70556874232697,3,4.048470034362,0.19839560446738772,4161.404049790949,12.172258095904349,1.5617963709211167,[57.05867]
9,2,0,8,1,1,25.891123482309787,9.981444458920176,25.60735894472433,-0.27201869734926076,18.31368742996985,2.25933420825398,3.3557674167747167,37.97679114350158,9.148265999025229,1.1689721644452473,28.42761283398896,0,1.7991454334005357,21.86547183631699,1,8.826657218461628,0.27356716014012106,6774.306723341121,91.24166410904908,0.25191177211320914,[57.53417]
10,4,1,3,0,1,7.271187753129549,23.958020451969723,9.69502955419346,2.325494966463222,34.31120521835238,12.483039624334179,1.2973561372406812,12.786093627848311,1.540541726810388,3.4026855228659842,19.167323856711892,1,9.290767905604294,16.285823819615384,4,1.2023094518390607,0.08465956025448146,591.0827447384293,64.97853749097351,1.1138513222571647,[61.244]
0,1,0,5,0,1,60.85965497254712,35.02146510416843,-0.42429045451462044,59.38468171203419,38.916240443002586,1.8051658058329831,6.943012447938251,21.281867939552097,15.557685146993705,2.527966917909607,43.0251445309151,1,8.726424824684697,37.155470630115595,3,5.020145534738044,0.7668562335713904,18409.08037864282,23.149923719770815,2.7954867057180706,[61.64374]
11,4,1,8,1,1,64.22594554704011,7.406676185870596,22.648006472445285,24.99526099819318,32.44638448859079,7.064842020806366,20.873685649705546,10.78509285755743,0.14946293286304413,0.22676111136318844,22.085240220013,0,3.6605964959372272,14.904820949285117,3,1.2600881390591796,0.46693573795708543,18172.241228831277,81.6766977192997,2.8807280273410174,[60.60713]
1,1,0,1,1,1,85.44972438093033,9.746589633821184,12.647116853193522,6.715733648911538,40.4293867848822,4.66702790681863,1.7742651435133485,50.465623496786144,17.701147834484402,2.599797737534002,35.50956455299529,2,3.833801477690016,48.470753665136016,4,0.6368401279684207,0.19760343913928383,13605.895038069162,77.8812773065822,0.19170902431429648,[61.3697]
1,2,1,4,0,0,95.77608737103994,46.10494833298878,9.984232524572398,36.80586352857651,39.14821823940361,0.31407333118295266,6.852921560127713,31.202727152881227,7.516135593730445,0.8493520518121206,39.617073277379575,0,6.062036203526051,36.273153592923116,2,1.2370188390372754,0.5419751139083254,13354.224457955843,2.192352736372104,0.2299765976026957,[59.649406]
4,3,0,8,1,0,39.505209576262615,26.68585669825981,12.48254938605396,29.892865148718506,39.07169017282698,9.062422024121037,4.6344759183148945,32.82343362545282,1.3980613640439317,0.4425115349550478,38.05277213601709,1,3.36353696346302,16.2823646592404,3,3.0260524685712733,0.7371795815392214,2487.4721100054885,76.94122913957564,1.8545366940917,[57.759827]
0,7,0,5,0,0,89.15310131818727,21.33773187412209,17.95736687520694,3.760115589996639,41.64609434998175,7.034344661161224,10.018064378991033,3.327673648970142,14.388179153086822,0.23124825308414187,24.603247256258594,0,1.3238746319348835,29.46979431867231,4,4.079776373114658,0.5393230026986451,15168.6679639969,8.520515559971551,2.1598333740250073,[63.990482]
0,8,1,7,1,1,81.86684241877741,19.227741094931602,19.864843370071203,19.754989161816074,25.783446799826997,0.27218187360778545,2.4221403784447957,29.940293624099965,9.170804351382015,0.9826392722118542,44.481813438109036,2,3.361125347940355,44.798728648158864,2,5.578555679801068,0.6695288516388224,6394.667351411436,52.94856186499005,2.655245847217567,[61.78406]
0,6,1,0,0,1,92.85325477038728,27.70039779748115,6.005670762454543,54.96672202324879,36.14904205088756,11.213300365763239,22.394273313189924,3.85110319611659,11.898829846609575,1.1258823272035872,35.031178672094796,2,1.4731023647267467,43.43170987257962,1,4.236711714945918,0.6432502074620354,7894.966133469757,104.72725136601079,0.15650480353780297,[61.795925]
4,7,0,6,1,1,83.28147259158341,8.413294671089531,20.55384482333739,11.533979272000364,32.947425355820606,8.915561633278614,2.2755359297596143,15.03241203739727,6.052590376367755,1.82129876735127,25.122926216565542,2,4.545065053260638,33.623012648461874,4,4.326510029692247,0.8790531462032445,7966.981724945345,55.49451230134851,1.4625613267755309,[56.655346]
1,6,0,5,1,0,90.5620642177102,2.411659741888654,17.08110890299363,21.36855322078707,31.985780569883183,6.935843581245437,11.977284980696188,28.42140793069481,9.760318286403391,2.218697062413302,31.31930813496406,1,6.007233510009994,20.902805625351146,1,0.35857898001414806,0.3494952414462266,365.0426571182175,54.33181331636026,0.47369767109835254,[65.80688]
4,0,0,7,0,0,68.52278886401241,39.793057355090696,22.004661434023884,41.98161253075981,36.4528166018567,1.6864432163687693,8.251035625425954,28.95313597341078,14.196931511429607,2.219843107228453,41.533782539417615,1,7.522930163503358,31.424180782085696,2,9.451758327881988,0.014025879894595819,7076.612493756088,117.7453224042786,1.0421992183757487,[58.14062]
12,7,0,2,1,0,92.22697503489069,36.92301862049178,29.958271959187027,1.9247982863281337,40.066857133890025,11.646891485249515,11.323535553289284,30.781429318292922,15.443657723726826,0.3843750711728087,27.4092237988084,1,5.046965204292307,27.482944389309026,4,0.4265690370433586,0.84635879672485,705.5670939724367,77.01221473968221,0.9523882288883787,[63.43436]
