Feature,Mean_MinDepth,Tree1_MinDepth,Tree2_MinDepth,Tree3_MinDepth,Tree4_MinDepth,Tree5_MinDepth,Tree6_MinDepth,Tree7_MinDepth,Tree8_MinDepth,Tree9_MinDepth,Tree10_MinDepth,Tree11_MinDepth,Tree12_MinDepth,Tree13_MinDepth,Tree14_MinDepth,Tree15_MinDepth,Tree16_MinDepth,Tree17_MinDepth,Tree18_MinDepth,Tree19_MinDepth,Tree20_MinDepth,Tree21_MinDepth,Tree22_MinDepth,Tree23_MinDepth,Tree24_MinDepth,Tree25_MinDepth,Tree26_MinDepth,Tree27_MinDepth,Tree28_MinDepth,Tree29_MinDepth,Tree30_MinDepth,Tree31_MinDepth,Tree32_MinDepth,Tree33_MinDepth,Tree34_MinDepth,Tree35_MinDepth,Tree36_MinDepth,Tree37_MinDepth,Tree38_MinDepth,Tree39_MinDepth,Tree40_MinDepth,Tree41_MinDepth,Tree42_MinDepth,Tree43_MinDepth,Tree44_MinDepth,Tree45_MinDepth,Tree46_MinDepth,Tree47_MinDepth,Tree48_MinDepth,Tree49_MinDepth,Tree50_MinDepth,Tree51_MinDepth,Tree52_MinDepth,Tree53_MinDepth,Tree54_MinDepth,Tree55_MinDepth,Tree56_MinDepth,Tree57_MinDepth,Tree58_MinDepth,Tree59_MinDepth,Tree60_MinDepth,Tree61_MinDepth,Tree62_MinDepth,Tree63_MinDepth,Tree64_MinDepth,Tree65_MinDepth,Tree66_MinDepth,Tree67_MinDepth,Tree68_MinDepth,Tree69_MinDepth,Tree70_MinDepth,Tree71_MinDepth,Tree72_MinDepth,Tree73_MinDepth,Tree74_MinDepth,Tree75_MinDepth,Tree76_MinDepth,Tree77_MinDepth,Tree78_MinDepth,Tree79_MinDepth,Tree80_MinDepth,Tree81_MinDepth,Tree82_MinDepth,Tree83_MinDepth,Tree84_MinDepth,Tree85_MinDepth,Tree86_MinDepth,Tree87_MinDepth,Tree88_MinDepth,Tree89_MinDepth,Tree90_MinDepth,Tree91_MinDepth,Tree92_MinDepth,Tree93_MinDepth,Tree94_MinDepth,Tree95_MinDepth,Tree96_MinDepth,Tree97_MinDepth,Tree98_MinDepth,Tree99_MinDepth,Tree100_MinDepth
Additive_4,11.55,18,16,16,18,7,17,18,15,18,2,17,7,3,3,7,3,19,18,7,17,7,2,17,16,2,17,18,7,3,16,15,16,19,7,20,15,16,7,7,16,7,7,12,15,3,3,7,20,17,3,3,3,15,15,7,7,7,7,17,20,19,7,21,7,16,3,7,17,7,18,15,17,7,7,7,3,16,18,3,16,16,16,7,16,17,3,18,7,7,16,17,7,7,15,7,14,16,3,16,15
Material_2,15.7,18,14,16,18,2,17,18,15,11,13,17,11,18,19,11,15,19,18,15,17,11,11,17,16,17,11,18,17,14,16,15,16,8,15,20,15,15,19,18,16,22,18,12,11,13,18,18,20,17,15,11,16,15,15,16,17,17,16,17,20,19,16,21,11,16,11,11,17,16,18,15,17,16,15,18,16,16,18,16,13,17,16,19,11,17,18,18,17,16,17,17,16,20,11,15,14,16,20,13,15
Compost volume (m3),16.33,18,14,16,18,17,17,18,15,18,13,17,16,18,19,16,15,19,18,15,17,19,18,17,16,17,17,18,17,8,8,15,16,19,15,20,15,15,19,18,16,22,18,12,15,13,18,18,20,17,15,13,16,15,15,16,17,17,16,17,20,19,16,21,8,16,8,15,17,16,18,15,17,16,15,18,16,16,18,16,13,17,16,19,16,17,18,18,17,16,17,17,16,20,15,15,14,16,20,13,15
V1_Ventilation Type,7.83,7,7,7,7,7,7,18,7,7,7,7,7,7,7,7,7,7,7,7,2,7,18,7,7,7,7,7,7,7,7,7,7,19,7,20,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,16,7,15,7,7,17,16,17,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,2
V4_Ventilation Day,16.04,18,14,16,2,17,17,14,15,18,13,17,16,14,19,16,15,19,18,15,17,19,14,17,16,17,17,18,14,14,16,15,16,19,15,20,15,15,19,14,16,22,18,12,15,13,14,18,20,17,15,13,14,15,15,14,17,17,16,17,20,19,14,21,16,16,15,15,17,16,18,15,17,16,15,18,16,16,18,16,17,17,2,19,16,17,18,18,17,14,17,17,16,20,15,15,14,16,20,13,14
Application Rate (%DW),9.86,18,8,16,15,8,17,8,8,2,8,15,3,8,3,8,8,19,15,8,8,19,8,8,8,8,16,8,3,8,8,15,3,8,15,8,8,8,8,8,8,8,8,8,3,8,8,16,20,8,8,8,16,8,15,8,14,17,16,15,8,3,15,21,8,8,16,8,8,8,8,8,17,16,15,15,8,2,8,8,8,8,14,8,3,3,3,8,8,15,17,3,3,8,8,15,8,3,14,15,8
V3_Ventilation Duration (min),16.3,17,14,16,14,17,17,18,14,18,13,17,16,18,19,16,15,14,18,15,17,19,18,17,16,17,17,18,14,14,16,15,16,19,15,20,15,14,19,18,16,22,18,12,15,13,18,18,14,17,14,13,16,15,15,16,17,17,16,17,20,19,16,21,16,14,15,15,17,16,18,8,17,16,15,18,16,16,18,16,13,17,16,19,16,17,18,18,17,16,17,17,16,20,14,15,14,16,20,13,15
Initial C/N (%),12.15,18,14,8,8,17,17,18,15,8,8,17,16,18,8,16,15,8,8,8,8,19,18,17,8,17,17,8,17,8,16,2,16,8,15,20,8,15,19,18,8,22,18,12,8,8,8,18,8,8,15,8,16,8,15,8,17,8,2,8,8,19,16,8,8,8,8,8,8,16,8,15,8,8,15,18,8,8,18,16,13,8,16,8,8,17,8,8,8,8,17,17,8,20,15,8,8,16,17,8,8
V5_Ventilation rate (L/min/kg iniDW),16.46,18,14,16,18,17,17,18,15,18,13,17,16,18,19,17,1,19,18,15,17,19,18,17,16,17,17,18,17,14,16,15,16,19,15,20,15,15,19,18,17,22,18,12,15,13,18,18,20,17,15,13,16,15,15,16,17,17,16,17,20,19,16,21,16,16,15,14,17,16,18,15,17,16,15,18,16,16,17,16,13,17,16,19,16,17,18,18,17,14,17,17,16,20,15,15,14,16,20,13,15
Initial Moisture Content (%),16.64,18,14,16,18,17,17,18,17,18,13,17,16,18,19,15,15,19,18,15,17,19,18,17,16,17,17,18,17,14,16,15,16,19,15,20,15,15,19,18,16,22,18,12,15,13,18,18,20,17,15,13,16,15,15,16,17,17,16,17,20,19,16,21,16,16,15,15,17,16,18,15,17,16,15,18,16,16,18,16,13,17,16,19,16,17,18,18,17,16,17,17,16,20,15,15,14,17,20,13,15
